sample_name	library_name	pool_name	ploidy	file_name_r1	file_name_r2	adaptor_1	adaptor_2	ref	rgid	rglb	rgpl	rgpu	rgsm
SRR1034188			2	SRR1034188_1.fastq.gz	SRR1034188_2.fastq.gz				Mtruncatula_HM021_SRR1034188		ILLUMINA		Mtruncatula_HM021
SRR1034187			2	SRR1034187_1.fastq.gz	SRR1034187_2.fastq.gz				Mtruncatula_HM018_SRR1034187		ILLUMINA		Mtruncatula_HM018
SRR1034186			2	SRR1034186_1.fastq.gz	SRR1034186_2.fastq.gz				Mtruncatula_HM018_SRR1034186		ILLUMINA		Mtruncatula_HM018
SRR1034185			2	SRR1034185_1.fastq.gz	SRR1034185_2.fastq.gz				Mtruncatula_HM018_SRR1034185		ILLUMINA		Mtruncatula_HM018
SRR1034184			2	SRR1034184_1.fastq.gz	SRR1034184_2.fastq.gz				Mtruncatula_HM018_SRR1034184		ILLUMINA		Mtruncatula_HM018
SRR1034183			2	SRR1034183_1.fastq.gz	SRR1034183_2.fastq.gz				Mtruncatula_HM018_SRR1034183		ILLUMINA		Mtruncatula_HM018
SRR1034182			2	SRR1034182_1.fastq.gz	SRR1034182_2.fastq.gz				Mtruncatula_HM025_SRR1034182		ILLUMINA		Mtruncatula_HM025
SRR1034181			2	SRR1034181_1.fastq.gz	SRR1034181_2.fastq.gz				Mtruncatula_HM025_SRR1034181		ILLUMINA		Mtruncatula_HM025
SRR1034180			2	SRR1034180_1.fastq.gz	SRR1034180_2.fastq.gz				Mtruncatula_HM025_SRR1034180		ILLUMINA		Mtruncatula_HM025
SRR1034179			2	SRR1034179_1.fastq.gz	SRR1034179_2.fastq.gz				Mtruncatula_HM025_SRR1034179		ILLUMINA		Mtruncatula_HM025
SRR1034178			2	SRR1034178_1.fastq.gz	SRR1034178_2.fastq.gz				Mtruncatula_HM025_SRR1034178		ILLUMINA		Mtruncatula_HM025
SRR1034177			2	SRR1034177_1.fastq.gz	SRR1034177_2.fastq.gz				Mtruncatula_HM025_SRR1034177		ILLUMINA		Mtruncatula_HM025
SRR1034176			2	SRR1034176_1.fastq.gz	SRR1034176_2.fastq.gz				Mtruncatula_HM024_SRR1034176		ILLUMINA		Mtruncatula_HM024
SRR1034175			2	SRR1034175_1.fastq.gz	SRR1034175_2.fastq.gz				Mtruncatula_HM024_SRR1034175		ILLUMINA		Mtruncatula_HM024
SRR1034174			2	SRR1034174_1.fastq.gz	SRR1034174_2.fastq.gz				Mtruncatula_HM024_SRR1034174		ILLUMINA		Mtruncatula_HM024
SRR1034173			2	SRR1034173_1.fastq.gz	SRR1034173_2.fastq.gz				Mtruncatula_HM023_SRR1034173		ILLUMINA		Mtruncatula_HM023
SRR1034172			2	SRR1034172_1.fastq.gz	SRR1034172_2.fastq.gz				Mtruncatula_HM023_SRR1034172		ILLUMINA		Mtruncatula_HM023
SRR1034171			2	SRR1034171_1.fastq.gz	SRR1034171_2.fastq.gz				Mtruncatula_HM023_SRR1034171		ILLUMINA		Mtruncatula_HM023
SRR1034170			2	SRR1034170_1.fastq.gz	SRR1034170_2.fastq.gz				Mtruncatula_HM023_SRR1034170		ILLUMINA		Mtruncatula_HM023
SRR1034169			2	SRR1034169_1.fastq.gz	SRR1034169_2.fastq.gz				Mtruncatula_HM006_SRR1034169		ILLUMINA		Mtruncatula_HM006
SRR1034168			2	SRR1034168_1.fastq.gz	SRR1034168_2.fastq.gz				Mtruncatula_HM006_SRR1034168		ILLUMINA		Mtruncatula_HM006
SRR1034167			2	SRR1034167_1.fastq.gz	SRR1034167_2.fastq.gz				Mtruncatula_HM006_SRR1034167		ILLUMINA		Mtruncatula_HM006
SRR1034166			2	SRR1034166_1.fastq.gz	SRR1034166_2.fastq.gz				Mtruncatula_HM006_SRR1034166		ILLUMINA		Mtruncatula_HM006
SRR1034165			2	SRR1034165_1.fastq.gz	SRR1034165_2.fastq.gz				Mtruncatula_HM027_SRR1034165		ILLUMINA		Mtruncatula_HM027
SRR1034164			2	SRR1034164_1.fastq.gz	SRR1034164_2.fastq.gz				Mtruncatula_HM027_SRR1034164		ILLUMINA		Mtruncatula_HM027
SRR1034163			2	SRR1034163_1.fastq.gz	SRR1034163_2.fastq.gz				Mtruncatula_HM027_SRR1034163		ILLUMINA		Mtruncatula_HM027
SRR1034162			2	SRR1034162_1.fastq.gz	SRR1034162_2.fastq.gz				Mtruncatula_HM027_SRR1034162		ILLUMINA		Mtruncatula_HM027
SRR1034161			2	SRR1034161_1.fastq.gz	SRR1034161_2.fastq.gz				Mtruncatula_HM027_SRR1034161		ILLUMINA		Mtruncatula_HM027
SRR1034160			2	SRR1034160_1.fastq.gz	SRR1034160_2.fastq.gz				Mtruncatula_HM027_SRR1034160		ILLUMINA		Mtruncatula_HM027
SRR1034159			2	SRR1034159_1.fastq.gz	SRR1034159_2.fastq.gz				Mtruncatula_HM013_SRR1034159		ILLUMINA		Mtruncatula_HM013
SRR1034158			2	SRR1034158_1.fastq.gz	SRR1034158_2.fastq.gz				Mtruncatula_HM013_SRR1034158		ILLUMINA		Mtruncatula_HM013
SRR1034157			2	SRR1034157_1.fastq.gz	SRR1034157_2.fastq.gz				Mtruncatula_HM013_SRR1034157		ILLUMINA		Mtruncatula_HM013
SRR1034156			2	SRR1034156_1.fastq.gz	SRR1034156_2.fastq.gz				Mtruncatula_HM013_SRR1034156		ILLUMINA		Mtruncatula_HM013
SRR1034155			2	SRR1034155_1.fastq.gz	SRR1034155_2.fastq.gz				Mtruncatula_HM013_SRR1034155		ILLUMINA		Mtruncatula_HM013
SRR1034154			2	SRR1034154_1.fastq.gz	SRR1034154_2.fastq.gz				Mtruncatula_HM013_SRR1034154		ILLUMINA		Mtruncatula_HM013
SRR1034153			2	SRR1034153_1.fastq.gz	SRR1034153_2.fastq.gz				Mtruncatula_HM026_SRR1034153		ILLUMINA		Mtruncatula_HM026
SRR1034152			2	SRR1034152_1.fastq.gz	SRR1034152_2.fastq.gz				Mtruncatula_HM026_SRR1034152		ILLUMINA		Mtruncatula_HM026
SRR1034151			2	SRR1034151_1.fastq.gz	SRR1034151_2.fastq.gz				Mtruncatula_HM026_SRR1034151		ILLUMINA		Mtruncatula_HM026
SRR1034150			2	SRR1034150_1.fastq.gz	SRR1034150_2.fastq.gz				Mtruncatula_HM026_SRR1034150		ILLUMINA		Mtruncatula_HM026
SRR1034149			2	SRR1034149_1.fastq.gz	SRR1034149_2.fastq.gz				Mtruncatula_HM026_SRR1034149		ILLUMINA		Mtruncatula_HM026
SRR1034148			2	SRR1034148_1.fastq.gz	SRR1034148_2.fastq.gz				Mtruncatula_HM102_SRR1034148		ILLUMINA		Mtruncatula_HM102
SRR1034147			2	SRR1034147_1.fastq.gz	SRR1034147_2.fastq.gz				Mtruncatula_HM102_SRR1034147		ILLUMINA		Mtruncatula_HM102
SRR1034146			2	SRR1034146_1.fastq.gz	SRR1034146_2.fastq.gz				Mtruncatula_HM102_SRR1034146		ILLUMINA		Mtruncatula_HM102
SRR1034145			2	SRR1034145_1.fastq.gz	SRR1034145_2.fastq.gz				Mtruncatula_HM102_SRR1034145		ILLUMINA		Mtruncatula_HM102
SRR1034144			2	SRR1034144_1.fastq.gz	SRR1034144_2.fastq.gz				Mtruncatula_HM102_SRR1034144		ILLUMINA		Mtruncatula_HM102
SRR1034143			2	SRR1034143_1.fastq.gz	SRR1034143_2.fastq.gz				Mtruncatula_HM029_SRR1034143		ILLUMINA		Mtruncatula_HM029
SRR1034142			2	SRR1034142_1.fastq.gz	SRR1034142_2.fastq.gz				Mtruncatula_HM029_SRR1034142		ILLUMINA		Mtruncatula_HM029
SRR1034141			2	SRR1034141_1.fastq.gz	SRR1034141_2.fastq.gz				Mtruncatula_HM029_SRR1034141		ILLUMINA		Mtruncatula_HM029
SRR1034140			2	SRR1034140_1.fastq.gz	SRR1034140_2.fastq.gz				Mtruncatula_HM029_SRR1034140		ILLUMINA		Mtruncatula_HM029
SRR1034139			2	SRR1034139_1.fastq.gz	SRR1034139_2.fastq.gz				Mtruncatula_HM029_SRR1034139		ILLUMINA		Mtruncatula_HM029
SRR1034138			2	SRR1034138_1.fastq.gz	SRR1034138_2.fastq.gz				Mtruncatula_HM019_SRR1034138		ILLUMINA		Mtruncatula_HM019
SRR1034137			2	SRR1034137_1.fastq.gz	SRR1034137_2.fastq.gz				Mtruncatula_HM019_SRR1034137		ILLUMINA		Mtruncatula_HM019
SRR1034136			2	SRR1034136_1.fastq.gz	SRR1034136_2.fastq.gz				Mtruncatula_HM019_SRR1034136		ILLUMINA		Mtruncatula_HM019
SRR1034135			2	SRR1034135_1.fastq.gz	SRR1034135_2.fastq.gz				Mtruncatula_HM019_SRR1034135		ILLUMINA		Mtruncatula_HM019
SRR1034134			2	SRR1034134_1.fastq.gz	SRR1034134_2.fastq.gz				Mtruncatula_HM019_SRR1034134		ILLUMINA		Mtruncatula_HM019
SRR1034133			2	SRR1034133_1.fastq.gz	SRR1034133_2.fastq.gz				Mtruncatula_HM009_SRR1034133		ILLUMINA		Mtruncatula_HM009
SRR1034132			2	SRR1034132_1.fastq.gz	SRR1034132_2.fastq.gz				Mtruncatula_HM009_SRR1034132		ILLUMINA		Mtruncatula_HM009
SRR1034131			2	SRR1034131_1.fastq.gz	SRR1034131_2.fastq.gz				Mtruncatula_HM009_SRR1034131		ILLUMINA		Mtruncatula_HM009
SRR1034130			2	SRR1034130_1.fastq.gz	SRR1034130_2.fastq.gz				Mtruncatula_HM009_SRR1034130		ILLUMINA		Mtruncatula_HM009
SRR1034129			2	SRR1034129_1.fastq.gz	SRR1034129_2.fastq.gz				Mtruncatula_HM028_SRR1034129		ILLUMINA		Mtruncatula_HM028
SRR1034128			2	SRR1034128_1.fastq.gz	SRR1034128_2.fastq.gz				Mtruncatula_HM028_SRR1034128		ILLUMINA		Mtruncatula_HM028
SRR1034127			2	SRR1034127_1.fastq.gz	SRR1034127_2.fastq.gz				Mtruncatula_HM028_SRR1034127		ILLUMINA		Mtruncatula_HM028
SRR1034126			2	SRR1034126_1.fastq.gz	SRR1034126_2.fastq.gz				Mtruncatula_HM028_SRR1034126		ILLUMINA		Mtruncatula_HM028
SRR1034125			2	SRR1034125_1.fastq.gz	SRR1034125_2.fastq.gz				Mtruncatula_HM028_SRR1034125		ILLUMINA		Mtruncatula_HM028
SRR1034124			2	SRR1034124_1.fastq.gz	SRR1034124_2.fastq.gz				Mtruncatula_HM012_SRR1034124		ILLUMINA		Mtruncatula_HM012
SRR1034123			2	SRR1034123_1.fastq.gz	SRR1034123_2.fastq.gz				Mtruncatula_HM012_SRR1034123		ILLUMINA		Mtruncatula_HM012
SRR1034122			2	SRR1034122_1.fastq.gz	SRR1034122_2.fastq.gz				Mtruncatula_HM012_SRR1034122		ILLUMINA		Mtruncatula_HM012
SRR1034121			2	SRR1034121_1.fastq.gz	SRR1034121_2.fastq.gz				Mtruncatula_HM012_SRR1034121		ILLUMINA		Mtruncatula_HM012
SRR1034120			2	SRR1034120_1.fastq.gz	SRR1034120_2.fastq.gz				Mtruncatula_HM012_SRR1034120		ILLUMINA		Mtruncatula_HM012
SRR1034119			2	SRR1034119_1.fastq.gz	SRR1034119_2.fastq.gz				Mtruncatula_HM012_SRR1034119		ILLUMINA		Mtruncatula_HM012
SRR1034118			2	SRR1034118_1.fastq.gz	SRR1034118_2.fastq.gz				Mtruncatula_HM012_SRR1034118		ILLUMINA		Mtruncatula_HM012
SRR1034117			2	SRR1034117_1.fastq.gz	SRR1034117_2.fastq.gz				Mtruncatula_HM020_SRR1034117		ILLUMINA		Mtruncatula_HM020
SRR1034116			2	SRR1034116_1.fastq.gz	SRR1034116_2.fastq.gz				Mtruncatula_HM017_SRR1034116		ILLUMINA		Mtruncatula_HM017
SRR1034115			2	SRR1034115_1.fastq.gz	SRR1034115_2.fastq.gz				Mtruncatula_HM016_SRR1034115		ILLUMINA		Mtruncatula_HM016
SRR1034114			2	SRR1034114_1.fastq.gz	SRR1034114_2.fastq.gz				Mtruncatula_HM016_SRR1034114		ILLUMINA		Mtruncatula_HM016
SRR1034113			2	SRR1034113_1.fastq.gz	SRR1034113_2.fastq.gz				Mtruncatula_HM016_SRR1034113		ILLUMINA		Mtruncatula_HM016
SRR1034112			2	SRR1034112_1.fastq.gz	SRR1034112_2.fastq.gz				Mtruncatula_HM016_SRR1034112		ILLUMINA		Mtruncatula_HM016
SRR1034111			2	SRR1034111_1.fastq.gz	SRR1034111_2.fastq.gz				Mtruncatula_HM016_SRR1034111		ILLUMINA		Mtruncatula_HM016
SRR1034110			2	SRR1034110_1.fastq.gz	SRR1034110_2.fastq.gz				Mtruncatula_HM016_SRR1034110		ILLUMINA		Mtruncatula_HM016
SRR1034109			2	SRR1034109_1.fastq.gz	SRR1034109_2.fastq.gz				Mtruncatula_HM016_SRR1034109		ILLUMINA		Mtruncatula_HM016
SRR1034108			2	SRR1034108_1.fastq.gz	SRR1034108_2.fastq.gz				Mtruncatula_HM015_SRR1034108		ILLUMINA		Mtruncatula_HM015
SRR1034107			2	SRR1034107_1.fastq.gz	SRR1034107_2.fastq.gz				Mtruncatula_HM015_SRR1034107		ILLUMINA		Mtruncatula_HM015
SRR1034106			2	SRR1034106_1.fastq.gz	SRR1034106_2.fastq.gz				Mtruncatula_HM015_SRR1034106		ILLUMINA		Mtruncatula_HM015
SRR1034105			2	SRR1034105_1.fastq.gz	SRR1034105_2.fastq.gz				Mtruncatula_HM015_SRR1034105		ILLUMINA		Mtruncatula_HM015
SRR1034104			2	SRR1034104_1.fastq.gz	SRR1034104_2.fastq.gz				Mtruncatula_HM015_SRR1034104		ILLUMINA		Mtruncatula_HM015
SRR1034103			2	SRR1034103_1.fastq.gz	SRR1034103_2.fastq.gz				Mtruncatula_HM011_SRR1034103		ILLUMINA		Mtruncatula_HM011
SRR1034102			2	SRR1034102_1.fastq.gz	SRR1034102_2.fastq.gz				Mtruncatula_HM011_SRR1034102		ILLUMINA		Mtruncatula_HM011
SRR1034101			2	SRR1034101_1.fastq.gz	SRR1034101_2.fastq.gz				Mtruncatula_HM011_SRR1034101		ILLUMINA		Mtruncatula_HM011
SRR1034100			2	SRR1034100_1.fastq.gz	SRR1034100_2.fastq.gz				Mtruncatula_HM011_SRR1034100		ILLUMINA		Mtruncatula_HM011
SRR1034099			2	SRR1034099_1.fastq.gz	SRR1034099_2.fastq.gz				Mtruncatula_HM011_SRR1034099		ILLUMINA		Mtruncatula_HM011
SRR1034098			2	SRR1034098_1.fastq.gz	SRR1034098_2.fastq.gz				Mtruncatula_HM011_SRR1034098		ILLUMINA		Mtruncatula_HM011
SRR1034097			2	SRR1034097_1.fastq.gz	SRR1034097_2.fastq.gz				Mtruncatula_HM008_SRR1034097		ILLUMINA		Mtruncatula_HM008
SRR1034096			2	SRR1034096_1.fastq.gz	SRR1034096_2.fastq.gz				Mtruncatula_HM008_SRR1034096		ILLUMINA		Mtruncatula_HM008
SRR1034095			2	SRR1034095_1.fastq.gz	SRR1034095_2.fastq.gz				Mtruncatula_HM008_SRR1034095		ILLUMINA		Mtruncatula_HM008
SRR1034094			2	SRR1034094_1.fastq.gz	SRR1034094_2.fastq.gz				Mtruncatula_HM008_SRR1034094		ILLUMINA		Mtruncatula_HM008
SRR1034093			2	SRR1034093_1.fastq.gz	SRR1034093_2.fastq.gz				Mtruncatula_HM008_SRR1034093		ILLUMINA		Mtruncatula_HM008
SRR1034092			2	SRR1034092_1.fastq.gz	SRR1034092_2.fastq.gz				Mtruncatula_HM008_SRR1034092		ILLUMINA		Mtruncatula_HM008
SRR1034091			2	SRR1034091_1.fastq.gz	SRR1034091_2.fastq.gz				Mtruncatula_HM008_SRR1034091		ILLUMINA		Mtruncatula_HM008
SRR1034090			2	SRR1034090_1.fastq.gz	SRR1034090_2.fastq.gz				Mtruncatula_HM007_SRR1034090		ILLUMINA		Mtruncatula_HM007
SRR1034089			2	SRR1034089_1.fastq.gz	SRR1034089_2.fastq.gz				Mtruncatula_HM007_SRR1034089		ILLUMINA		Mtruncatula_HM007
SRR1034088			2	SRR1034088_1.fastq.gz	SRR1034088_2.fastq.gz				Mtruncatula_HM007_SRR1034088		ILLUMINA		Mtruncatula_HM007
SRR1034087			2	SRR1034087_1.fastq.gz	SRR1034087_2.fastq.gz				Mtruncatula_HM007_SRR1034087		ILLUMINA		Mtruncatula_HM007
SRR1034086			2	SRR1034086_1.fastq.gz	SRR1034086_2.fastq.gz				Mtruncatula_HM007_SRR1034086		ILLUMINA		Mtruncatula_HM007
SRR1034085			2	SRR1034085_1.fastq.gz	SRR1034085_2.fastq.gz				Mtruncatula_HM007_SRR1034085		ILLUMINA		Mtruncatula_HM007
SRR1034084			2	SRR1034084_1.fastq.gz	SRR1034084_2.fastq.gz				Mtruncatula_HM007_SRR1034084		ILLUMINA		Mtruncatula_HM007
SRR1034083			2	SRR1034083_1.fastq.gz	SRR1034083_2.fastq.gz				Mtruncatula_HM005_SRR1034083		ILLUMINA		Mtruncatula_HM005
SRR1034082			2	SRR1034082_1.fastq.gz	SRR1034082_2.fastq.gz				Mtruncatula_HM005_SRR1034082		ILLUMINA		Mtruncatula_HM005
SRR1034081			2	SRR1034081_1.fastq.gz	SRR1034081_2.fastq.gz				Mtruncatula_HM005_SRR1034081		ILLUMINA		Mtruncatula_HM005
SRR1034080			2	SRR1034080_1.fastq.gz	SRR1034080_2.fastq.gz				Mtruncatula_HM005_SRR1034080		ILLUMINA		Mtruncatula_HM005
SRR1034079			2	SRR1034079_1.fastq.gz	SRR1034079_2.fastq.gz				Mtruncatula_HM005_SRR1034079		ILLUMINA		Mtruncatula_HM005
SRR1034078			2	SRR1034078_1.fastq.gz	SRR1034078_2.fastq.gz				Mtruncatula_HM005_SRR1034078		ILLUMINA		Mtruncatula_HM005
SRR1034077			2	SRR1034077_1.fastq.gz	SRR1034077_2.fastq.gz				Mtruncatula_HM003_SRR1034077		ILLUMINA		Mtruncatula_HM003
SRR1034076			2	SRR1034076_1.fastq.gz	SRR1034076_2.fastq.gz				Mtruncatula_HM003_SRR1034076		ILLUMINA		Mtruncatula_HM003
SRR1034075			2	SRR1034075_1.fastq.gz	SRR1034075_2.fastq.gz				Mtruncatula_HM003_SRR1034075		ILLUMINA		Mtruncatula_HM003
SRR1034074			2	SRR1034074_1.fastq.gz	SRR1034074_2.fastq.gz				Mtruncatula_HM003_SRR1034074		ILLUMINA		Mtruncatula_HM003
SRR1034073			2	SRR1034073_1.fastq.gz	SRR1034073_2.fastq.gz				Mtruncatula_HM003_SRR1034073		ILLUMINA		Mtruncatula_HM003
SRR1034072			2	SRR1034072_1.fastq.gz	SRR1034072_2.fastq.gz				Mtruncatula_HM003_SRR1034072		ILLUMINA		Mtruncatula_HM003
SRR1034071			2	SRR1034071_1.fastq.gz	SRR1034071_2.fastq.gz				Mtruncatula_HM003_SRR1034071		ILLUMINA		Mtruncatula_HM003
SRR1034070			2	SRR1034070_1.fastq.gz	SRR1034070_2.fastq.gz				Mtruncatula_HM014_SRR1034070		ILLUMINA		Mtruncatula_HM014
SRR1034069			2	SRR1034069_1.fastq.gz	SRR1034069_2.fastq.gz				Mtruncatula_HM014_SRR1034069		ILLUMINA		Mtruncatula_HM014
SRR1034068			2	SRR1034068_1.fastq.gz	SRR1034068_2.fastq.gz				Mtruncatula_HM014_SRR1034068		ILLUMINA		Mtruncatula_HM014
SRR1034067			2	SRR1034067_1.fastq.gz	SRR1034067_2.fastq.gz				Mtruncatula_HM014_SRR1034067		ILLUMINA		Mtruncatula_HM014
SRR1034066			2	SRR1034066_1.fastq.gz	SRR1034066_2.fastq.gz				Mtruncatula_HM014_SRR1034066		ILLUMINA		Mtruncatula_HM014
SRR1034065			2	SRR1034065_1.fastq.gz	SRR1034065_2.fastq.gz				Mtruncatula_HM004_SRR1034065		ILLUMINA		Mtruncatula_HM004
SRR1034064			2	SRR1034064_1.fastq.gz	SRR1034064_2.fastq.gz				Mtruncatula_HM004_SRR1034064		ILLUMINA		Mtruncatula_HM004
SRR1034063			2	SRR1034063_1.fastq.gz	SRR1034063_2.fastq.gz				Mtruncatula_HM004_SRR1034063		ILLUMINA		Mtruncatula_HM004
SRR1034062			2	SRR1034062_1.fastq.gz	SRR1034062_2.fastq.gz				Mtruncatula_HM004_SRR1034062		ILLUMINA		Mtruncatula_HM004
SRR1034061			2	SRR1034061_1.fastq.gz	SRR1034061_2.fastq.gz				Mtruncatula_HM004_SRR1034061		ILLUMINA		Mtruncatula_HM004
SRR1034060			2	SRR1034060_1.fastq.gz	SRR1034060_2.fastq.gz				Mtruncatula_HM004_SRR1034060		ILLUMINA		Mtruncatula_HM004
SRR1034059			2	SRR1034059_1.fastq.gz	SRR1034059_2.fastq.gz				Mtruncatula_HM002_SRR1034059		ILLUMINA		Mtruncatula_HM002
SRR1034058			2	SRR1034058_1.fastq.gz	SRR1034058_2.fastq.gz				Mtruncatula_HM002_SRR1034058		ILLUMINA		Mtruncatula_HM002
SRR1034057			2	SRR1034057_1.fastq.gz	SRR1034057_2.fastq.gz				Mtruncatula_HM002_SRR1034057		ILLUMINA		Mtruncatula_HM002
SRR1034056			2	SRR1034056_1.fastq.gz	SRR1034056_2.fastq.gz				Mtruncatula_HM002_SRR1034056		ILLUMINA		Mtruncatula_HM002
SRR1034055			2	SRR1034055_1.fastq.gz	SRR1034055_2.fastq.gz				Mtruncatula_HM002_SRR1034055		ILLUMINA		Mtruncatula_HM002
SRR1034054			2	SRR1034054_1.fastq.gz	SRR1034054_2.fastq.gz				Mtruncatula_HM001_SRR1034054		ILLUMINA		Mtruncatula_HM001
SRR1033852			2	SRR1033852_1.fastq.gz	SRR1033852_2.fastq.gz				Mtruncatula_HM001_SRR1033852		ILLUMINA		Mtruncatula_HM001
SRR1028841			2	SRR1028841_1.fastq.gz	SRR1028841_2.fastq.gz				Mtruncatula_HM001_SRR1028841		ILLUMINA		Mtruncatula_HM001
SRR1028840			2	SRR1028840_1.fastq.gz	SRR1028840_2.fastq.gz				Mtruncatula_HM001_SRR1028840		ILLUMINA		Mtruncatula_HM001
SRR1028839			2	SRR1028839_1.fastq.gz	SRR1028839_2.fastq.gz				Mtruncatula_HM001_SRR1028839		ILLUMINA		Mtruncatula_HM001
SRR1028838			2	SRR1028838_1.fastq.gz	SRR1028838_2.fastq.gz				Mtruncatula_HM001_SRR1028838		ILLUMINA		Mtruncatula_HM001
SRR1028837			2	SRR1028837_1.fastq.gz	SRR1028837_2.fastq.gz				Mtruncatula_HM101_SRR1028837		ILLUMINA		Mtruncatula_HM101
SRR1028836			2	SRR1028836_1.fastq.gz	SRR1028836_2.fastq.gz				Mtruncatula_HM101_SRR1028836		ILLUMINA		Mtruncatula_HM101
SRR1028835			2	SRR1028835_1.fastq.gz	SRR1028835_2.fastq.gz				Mtruncatula_HM101_SRR1028835		ILLUMINA		Mtruncatula_HM101
SRR1028834			2	SRR1028834_1.fastq.gz	SRR1028834_2.fastq.gz				Mtruncatula_HM101_SRR1028834		ILLUMINA		Mtruncatula_HM101
SRR1028833			2	SRR1028833_1.fastq.gz	SRR1028833_2.fastq.gz				Mtruncatula_HM101_SRR1028833		ILLUMINA		Mtruncatula_HM101
SRR1028832			2	SRR1028832_1.fastq.gz	SRR1028832_2.fastq.gz				Mtruncatula_HM101_SRR1028832		ILLUMINA		Mtruncatula_HM101
SRR1028831			2	SRR1028831_1.fastq.gz	SRR1028831_2.fastq.gz				Mtruncatula_HM101_SRR1028831		ILLUMINA		Mtruncatula_HM101
SRR1028830			2	SRR1028830_1.fastq.gz	SRR1028830_2.fastq.gz				Mtruncatula_HM101_SRR1028830		ILLUMINA		Mtruncatula_HM101
SRR1028829			2	SRR1028829_1.fastq.gz	SRR1028829_2.fastq.gz				Mtruncatula_HM101_SRR1028829		ILLUMINA		Mtruncatula_HM101
SRR1028828			2	SRR1028828_1.fastq.gz	SRR1028828_2.fastq.gz				Mtruncatula_HM101_SRR1028828		ILLUMINA		Mtruncatula_HM101
SRR1028827			2	SRR1028827_1.fastq.gz	SRR1028827_2.fastq.gz				Mtruncatula_HM101_SRR1028827		ILLUMINA		Mtruncatula_HM101
SRR1028826			2	SRR1028826_1.fastq.gz	SRR1028826_2.fastq.gz				Mtruncatula_HM101_SRR1028826		ILLUMINA		Mtruncatula_HM101
SRR1028825			2	SRR1028825_1.fastq.gz	SRR1028825_2.fastq.gz				Mtruncatula_HM101_SRR1028825		ILLUMINA		Mtruncatula_HM101
SRR1028824			2	SRR1028824_1.fastq.gz	SRR1028824_2.fastq.gz				Mtruncatula_HM101_SRR1028824		ILLUMINA		Mtruncatula_HM101
SRR1028823			2	SRR1028823_1.fastq.gz	SRR1028823_2.fastq.gz				Mtruncatula_HM101_SRR1028823		ILLUMINA		Mtruncatula_HM101
SRR1028822			2	SRR1028822_1.fastq.gz	SRR1028822_2.fastq.gz				Mtruncatula_HM101_SRR1028822		ILLUMINA		Mtruncatula_HM101
SRR1028821			2	SRR1028821_1.fastq.gz	SRR1028821_2.fastq.gz				Mtruncatula_HM101_SRR1028821		ILLUMINA		Mtruncatula_HM101
SRR1028820			2	SRR1028820_1.fastq.gz	SRR1028820_2.fastq.gz				Mtruncatula_HM101_SRR1028820		ILLUMINA		Mtruncatula_HM101
