"Supporting Information Table S1 Sampling origins and associated climate variables for genotypes used in this study. Transect and population-within-transect are also given. Also indicated are the samples included in the regression of mean annual temperature on height for comparison with altitudinal transects (Fig. 1c), as well as the samples excluded to assess the effects of possible P. balsamifera introgression on bayescan results. Climate variable abbreviations: MAT, mean annual temperature; MWMT, mean warmest month temperature; MCMT, mean coldest month temperature; TD, temperature differential; MAP, mean annual precipitation; MSP, mean summer precipitation; AHM, annual heat moisture index; SHM, summer heat moisture index; Eref, Hargrave's reference evapotranspiration.",,,,,,,,,,,,,,,,
ID,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,Eref,Population,Transect,Included in regression of height/MAT for latitudinal transect?,Excluded for testing effects of P. balsamifera introgression?
CR01,49.84468,-121.14521,340,7.8,18.2,-2.8,20.9,1822,407,9.8,44.7,721,CR,Highway_99,Yes,No
CR00,49.84441,-121.14474,340,7.8,18.2,-2.8,20.9,1823,407,9.8,44.7,721,CR,Highway_99,Yes,No
BL00,49.833,-125.183333,91,8.8,16.7,1.8,14.9,1517,269,12.4,61.9,655,SUHABLCRGLSQCBNH,Latitude,No,No
HA05,49.767,-122.216667,64,8.3,17.8,-1.5,19.3,1888,367,9.7,48.5,679,SUHABLCRGLSQCBNH,Latitude,Yes,No
HA08,49.767,-122.216667,64,8.3,17.8,-1.5,19.3,1888,367,9.7,48.5,679,SUHABLCRGLSQCBNH,Latitude,Yes,No
SU19,49.73481,-123.14174,7,9,17.2,1.3,15.9,2266,404,8.4,42.6,644,SU,Highway_99,No,No
SU16,49.73392,-123.14289,7,9,17.2,1.3,15.9,2265,404,8.4,42.6,644,SU,Highway_99,No,No
SU15,49.73301,-123.14768,7,9,17.2,1.3,15.9,2263,402,8.4,42.9,643,SU,Highway_99,No,No
SU11,49.72765,-123.13886,12,8.9,17.1,1.3,15.8,2253,405,8.4,42.3,639,SU,Highway_99,No,No
SU09,49.72742,-123.12716,14,8.9,17.1,1.4,15.7,2256,410,8.4,41.6,637,SU,Highway_99,No,No
SU08,49.7271,-123.13085,14,8.9,17.1,1.3,15.7,2255,408,8.4,41.8,638,SU,Highway_99,No,No
SU07,49.72705,-123.12556,14,8.9,17,1.4,15.7,2257,410,8.4,41.5,637,SU,Highway_99,No,No
SU05,49.72591,-123.14838,14,8.9,17.2,1.2,15.9,2245,401,8.4,42.8,639,SU,Highway_99,No,No
SU04,49.72552,-123.15087,14,8.9,17.2,1.2,16,2243,400,8.4,42.9,639,SU,Highway_99,Yes,No
SU03,49.72551,-123.15447,14,8.9,17.2,1.2,16,2242,399,8.4,43.2,639,SU,Highway_99,Yes,No
SU02,49.72329,-123.15036,14,8.9,17.2,1.2,16,2238,401,8.4,42.9,638,SU,Highway_99,Yes,No
SU01,49.72275,-123.1536,14,8.9,17.2,1.2,16,2234,399,8.4,43.1,638,SU,Highway_99,Yes,No
SU00,49.71972,-123.15425,14,8.8,17.2,1.2,16,2225,399,8.5,43.1,636,SU,Highway_99,No,No
WE02,49.667,-121.416667,91,7.9,18.2,-2.8,21,1158,229,15.4,79.4,711,CSWECN,Latitude,No,No
CN00,49.667,-125.066667,76,8.9,16.8,1.8,15.1,1428,240,13.2,70,677,CSWECN,Latitude,No,No
WE00,49.66,-121.41,91,8.1,18.4,-2.6,21,1321,268,13.7,68.6,718,CSWECN,Latitude,No,No
CS19,49.6577,-121.00887,1111,4.1,14.6,-6.1,20.7,2236,550,6.3,26.6,566,CS,Coquihalla,No,No
CS17,49.65728,-121.0086,1111,4.1,14.6,-6.1,20.7,2236,550,6.3,26.6,566,CS,Coquihalla,No,No
CS14,49.65654,-121.00919,1111,4.1,14.6,-6.1,20.7,2239,551,6.3,26.5,566,CS,Coquihalla,No,No
CS11,49.65543,-121.00411,1107,4.1,14.6,-6.1,20.7,2233,548,6.3,26.7,566,CS,Coquihalla,Yes,No
CS09,49.65301,-121.00297,1107,4.1,14.6,-6.1,20.7,2236,548,6.3,26.7,566,CS,Coquihalla,Yes,No
CS06,49.6515,-121.00186,1107,4.1,14.6,-6.1,20.7,2238,549,6.3,26.7,565,CS,Coquihalla,Yes,No
CS05,49.65083,-121.00159,1107,4.1,14.6,-6.1,20.7,2239,549,6.3,26.7,565,CS,Coquihalla,Yes,No
CS04,49.65075,-121.00226,1107,4.1,14.6,-6.1,20.7,2240,549,6.3,26.7,565,CS,Coquihalla,Yes,No
CS03,49.6503,-121.00119,1107,4.1,14.6,-6.1,20.7,2239,549,6.3,26.7,565,CS,Coquihalla,Yes,No
CS01,49.64923,-121.00124,1107,4.1,14.6,-6.1,20.7,2241,549,6.3,26.6,565,CS,Coquihalla,Yes,No
CS00,49.64542,-121.00166,1107,4.1,14.6,-6.1,20.7,2249,551,6.3,26.5,565,CS,Coquihalla,Yes,No
BS09,49.58286,-121.17228,880,4.5,15.1,-5.5,20.6,3104,763,4.7,19.8,565,BS,Coquihalla,Yes,No
BS08,49.58248,-121.17226,882,4.5,15.1,-5.5,20.6,3110,764,4.7,19.7,566,BS,Coquihalla,Yes,No
BS07,49.58195,-121.17287,882,4.5,15.1,-5.5,20.6,3123,767,4.7,19.7,567,BS,Coquihalla,Yes,No
BS05,49.58001,-121.17476,870,4.7,15.2,-5.3,20.6,3164,776,4.6,19.6,605,BS,Coquihalla,Yes,No
BS04,49.57697,-121.17759,849,4.9,15.4,-5.1,20.5,3218,788,4.6,19.6,613,BS,Coquihalla,Yes,No
BS03,49.57292,-121.18264,850,5.1,15.6,-4.9,20.5,3271,799,4.6,19.5,618,BS,Coquihalla,Yes,No
YA03,49.567,-121.466667,549,6.8,16.6,-3.4,20,2188,500,7.7,33.1,631,YABS,Latitude,Yes,No
YA04,49.567,-121.4,61,8.6,18.4,-1.6,20,2037,459,9.2,40.1,701,YABS,Latitude,Yes,No
YA05,49.567,-121.4,61,8.6,18.4,-1.6,20,2037,459,9.2,40.1,701,YABS,Latitude,Yes,No
FN00,49.517,-124.85,46,9,16.9,2.1,14.8,1492,226,12.7,74.5,664,SLFN,Latitude,Yes,No
SL16,49.50567,-121.19824,583,5.8,15.8,-4.5,20.3,2799,692,5.7,22.9,643,SL,Coquihalla,Yes,No
SL15,49.50523,-121.19823,583,5.8,15.8,-4.5,20.3,2794,691,5.7,22.9,643,SL,Coquihalla,Yes,No
SL14,49.50493,-121.19916,581,5.8,15.8,-4.5,20.3,2785,688,5.7,23,643,SL,Coquihalla,Yes,No
SL12,49.49582,-121.20837,590,5.9,15.8,-4.4,20.3,2685,662,5.9,23.9,645,SL,Coquihalla,Yes,No
SL08,49.49522,-121.20786,590,5.9,15.8,-4.4,20.3,2686,663,5.9,23.9,645,SL,Coquihalla,Yes,No
SL06,49.49508,-121.21372,586,5.9,15.8,-4.4,20.2,2680,661,5.9,23.9,644,SL,Coquihalla,Yes,No
SL03,49.49487,-121.21157,590,5.9,15.8,-4.5,20.3,2681,661,5.9,23.9,644,SL,Coquihalla,Yes,No
CM16,49.48755,-121.24921,412,6.5,16.3,-3.9,20.2,2617,640,6.3,25.5,667,CM,Coquihalla,Yes,No
CM12,49.48363,-121.25005,385,6.6,16.4,-3.8,20.1,2595,633,6.4,25.9,669,CM,Coquihalla,Yes,No
CM08,49.48224,-121.25082,381,6.6,16.4,-3.7,20.1,2596,633,6.4,25.9,670,CM,Coquihalla,Yes,No
CM04,49.47795,-121.25396,383,6.6,16.4,-3.7,20.1,2608,636,6.4,25.8,669,CM,Coquihalla,Yes,No
CM03,49.47723,-121.2544,383,6.6,16.4,-3.7,20.1,2609,636,6.4,25.8,669,CM,Coquihalla,Yes,No
CM01,49.47628,-121.25414,380,6.6,16.4,-3.7,20.1,2601,634,6.4,25.9,670,CM,Coquihalla,Yes,No
HP03,49.433,-121.433333,61,8.7,18.1,-1.3,19.4,1717,365,10.9,49.6,635,HPCM,Latitude,Yes,No
HP06,49.433,-121.433333,61,8.7,18.1,-1.3,19.4,1717,365,10.9,49.6,635,HPCM,Latitude,Yes,No
HP00,49.4,-121.55,500,7,16.4,-2.6,19,2163,469,7.9,35,640,HPCM,Latitude,Yes,No
OT19,49.39321,-121.31925,219,7.6,17.2,-2.3,19.6,2040,459,8.6,37.6,678,OT,Coquihalla,Yes,No
OT18,49.39275,-121.31902,219,7.6,17.2,-2.3,19.6,2036,458,8.7,37.6,678,OT,Coquihalla,Yes,No
OT15,49.38945,-121.31842,215,7.7,17.3,-2.3,19.5,2000,448,8.8,38.5,677,OT,Coquihalla,Yes,No
OT14,49.38859,-121.31821,210,7.7,17.3,-2.2,19.5,1991,446,8.9,38.8,677,OT,Coquihalla,Yes,No
OT13,49.388,-121.31804,210,7.7,17.3,-2.2,19.5,1985,444,8.9,38.9,677,OT,Coquihalla,Yes,No
OT12,49.38633,-121.31761,210,7.7,17.3,-2.2,19.5,1968,439,9,39.4,677,OT,Coquihalla,Yes,No
OT11,49.38587,-121.31779,210,7.7,17.3,-2.2,19.5,1959,437,9,39.6,676,OT,Coquihalla,Yes,No
OT09,49.3847,-121.31656,219,7.7,17.3,-2.2,19.5,1957,436,9,39.6,676,OT,Coquihalla,Yes,No
OT08,49.3843,-121.31837,215,7.7,17.2,-2.2,19.5,1932,429,9.1,40.2,674,OT,Coquihalla,Yes,No
OT07,49.38422,-121.3169,220,7.7,17.2,-2.2,19.5,1947,433,9.1,39.8,675,OT,Coquihalla,Yes,No
OT06,49.38396,-121.31738,221,7.7,17.2,-2.2,19.5,1938,431,9.1,40,674,OT,Coquihalla,Yes,No
OT05,49.38371,-121.31803,218,7.7,17.2,-2.3,19.5,1928,428,9.2,40.3,674,OT,Coquihalla,Yes,No
OT04,49.38357,-121.31682,220,7.7,17.2,-2.2,19.5,1939,431,9.1,40,675,OT,Coquihalla,Yes,No
OT03,49.38343,-121.3179,225,7.6,17.2,-2.3,19.5,1926,427,9.2,40.3,673,OT,Coquihalla,Yes,No
OT02,49.38282,-121.31797,228,7.6,17.2,-2.3,19.5,1917,425,9.2,40.5,672,OT,Coquihalla,Yes,No
OT01,49.3824,-121.31815,230,7.6,17.2,-2.3,19.5,1909,423,9.2,40.7,671,OT,Coquihalla,Yes,No
HE19,49.29004,-121.66796,33,8.6,17.4,-0.3,17.7,1798,415,10.3,41.8,635,HE,Coquihalla,Yes,No
HE18,49.2894,-121.66827,33,8.6,17.4,-0.3,17.7,1805,417,10.3,41.7,637,HE,Coquihalla,Yes,No
HE17,49.28858,-121.66867,33,8.6,17.4,-0.2,17.6,1813,418,10.3,41.6,638,HE,Coquihalla,Yes,No
HE16,49.28809,-121.66929,33,8.7,17.4,-0.2,17.6,1816,419,10.3,41.5,639,HE,Coquihalla,Yes,No
HE15,49.28687,-121.66971,33,8.7,17.4,-0.2,17.6,1828,422,10.2,41.3,640,HE,Coquihalla,Yes,No
HE14,49.28638,-121.66977,33,8.7,17.5,-0.2,17.6,1833,423,10.2,41.3,641,HE,Coquihalla,Yes,No
HE12,49.28527,-121.66959,33,8.8,17.5,-0.1,17.6,1846,426,10.2,41,642,HE,Coquihalla,Yes,No
HE11,49.28484,-121.66954,33,8.8,17.5,-0.1,17.6,1851,427,10.1,40.9,643,HE,Coquihalla,Yes,No
HE10,49.28408,-121.66971,33,8.8,17.5,-0.1,17.6,1859,429,10.1,40.8,644,HE,Coquihalla,Yes,No
HE08,49.2835,-121.67004,33,8.8,17.5,0,17.6,1864,430,10.1,40.7,645,HE,Coquihalla,Yes,No
HR04,49.283,-121.95,40,9.1,17.3,1,16.3,1771,401,10.8,43.2,652,CYCWMTVNMMHRLNHE,Latitude,Yes,No
HE05,49.28177,-121.67159,33,8.9,17.6,0,17.5,1875,433,10.1,40.6,658,HE,Coquihalla,Yes,No
HE04,49.28088,-121.67179,33,8.9,17.6,0,17.5,1883,435,10.1,40.4,659,HE,Coquihalla,Yes,No
HE01,49.27917,-121.67191,33,9,17.6,0.1,17.5,1900,439,10,40.2,661,HE,Coquihalla,Yes,No
HE00,49.27878,-121.67182,33,9,17.6,0.1,17.5,1904,440,10,40.1,661,HE,Coquihalla,Yes,No
LN00,49.233,-124.066667,60,9.6,17.3,2.9,14.4,1055,202,18.6,85.5,657,CYCWMTVNMMHRLNHE,Latitude,Yes,No
HR01,49.233,-121.85,30,9.9,18.1,1.4,16.6,1784,416,11.1,43.4,693,CYCWMTVNMMHRLNHE,Latitude,Yes,No
MM00,49.183,-122.583333,15,9.6,17.2,2.1,15.1,1647,365,11.9,47.1,702,CYCWMTVNMMHRLNHE,Latitude,Yes,No
VN00,49.15,-122.1,20,9.8,17.9,2,15.9,1814,411,10.9,43.5,680,CYCWMTVNMMHRLNHE,Latitude,Yes,No
MT00,49.117,-122.333333,8,10,17.7,2.4,15.3,1634,382,12.3,46.3,707,CYCWMTVNMMHRLNHE,Latitude,Yes,No
CW05,49.1,-121.516667,480,6.9,16.7,-2.8,19.5,1817,378,9.3,44.3,659,CYCWMTVNMMHRLNHE,Latitude,Yes,No
CW01,49.083,-121.716667,280,6.7,15.5,-2.3,17.8,1612,374,10.4,41.5,625,CYCWMTVNMMHRLNHE,Latitude,Yes,No
CW03,49.083,-121.733333,280,6.8,15.6,-1.9,17.5,1668,391,10.1,39.9,633,CYCWMTVNMMHRLNHE,Latitude,Yes,No
CY01,49.067,-123.866667,20,9.5,17.4,2.5,14.9,1108,186,17.6,93.5,704,CYCWMTVNMMHRLNHE,Latitude,Yes,No
GW71,48.917,-122.066667,197,8.7,16.8,0.7,16.1,1604,353,11.7,47.6,710,GW,Latitude,Yes,No
GW72,48.917,-122.066667,197,8.7,16.8,0.7,16.1,1604,353,11.7,47.6,710,GW,Latitude,Yes,No
GW68,48.817,-122.216667,68,10.1,17.7,2.4,15.3,1528,348,13.1,50.7,733,GW,Latitude,Yes,No
GW69,48.717,-121.2,91,10.6,20.2,0.8,19.4,2136,354,9.6,57,816,GW,Latitude,Yes,No
GW70,48.717,-121.2,91,10.6,20.2,0.8,19.4,2136,354,9.6,57,816,GW,Latitude,Yes,No
GW47,47.733,-121.333333,303,8.5,16.7,0.7,15.9,2323,454,7.9,36.7,729,GW,Latitude,Yes,No
GW48,47.533,-121.583333,273,8.7,16.7,1.4,15.3,2416,513,7.7,32.5,723,GW,Latitude,Yes,No
GW49,47.533,-121.583333,273,8.7,16.7,1.4,15.3,2416,513,7.7,32.5,723,GW,Latitude,Yes,No
GW50,47.533,-121.583333,273,8.7,16.7,1.4,15.3,2416,513,7.7,32.5,723,GW,Latitude,Yes,No
GW64,47.433,-123.033333,152,10.4,17.8,3.9,13.9,1663,245,12.3,72.8,787,GW,Latitude,Yes,No
GW65,47.433,-123.033333,152,10.4,17.8,3.9,13.9,1663,245,12.3,72.8,787,GW,Latitude,Yes,No
GW66,47.433,-123.033333,152,10.4,17.8,3.9,13.9,1663,245,12.3,72.8,787,GW,Latitude,Yes,No
GW95,47.083,-122.116667,121,10.3,17.7,3.7,14,1238,298,16.4,59.4,790,GW,Latitude,No,No
GW58,47.067,-122.7,8,10.4,17.9,3.8,14.1,1096,201,18.6,89,818,GW,Latitude,No,No
GW59,47.067,-122.7,8,10.4,17.9,3.8,14.1,1096,201,18.6,89,818,GW,Latitude,No,No
GW60,47.067,-122.7,8,10.4,17.9,3.8,14.1,1096,201,18.6,89,818,GW,Latitude,No,No
GW61,47.067,-122.7,8,10.4,17.9,3.8,14.1,1096,201,18.6,89,818,GW,Latitude,No,No
GW35,47.05,-122.916667,23,10.3,17.8,3.7,14.1,1312,206,15.4,86.6,816,GW,Latitude,No,No
GW52,47.05,-122.916667,23,10.3,17.8,3.7,14.1,1312,206,15.4,86.6,816,GW,Latitude,No,No
GW38,46.717,-121.833333,742,6.7,15.4,-0.9,16.3,2017,361,8.3,42.7,672,GWLO,Latitude,No,No
GW28,46.667,-121.75,939,6.1,15.1,-1.4,16.6,1945,345,8.3,43.7,671,GWLO,Latitude,No,No
GW31,46.667,-121.666667,121,11.1,19,3.4,15.5,1972,328,10.7,57.9,812,GWLO,Latitude,No,No
GW33,46.633,-121.716667,455,9,17.5,1.2,16.3,1928,335,9.8,52.3,793,GWLO,Latitude,No,No
GW13,46.567,-124,31,10,14.9,5.2,9.7,2039,345,9.8,43.3,663,GWLO,Latitude,No,No
GW45,46.533,-122.483333,227,10.2,17.6,3.2,14.4,1375,276,14.7,63.6,832,GWLO,Latitude,No,No
GW42,46.517,-122.15,242,10.9,18.4,3.9,14.5,1681,312,12.4,59,868,GWLO,Latitude,No,No
GW32,46.5,-122,91,11.2,18.6,4.2,14.4,1338,261,15.9,71.2,903,GWLO,Latitude,No,No
GW09,46.333,-122.666667,91,10.4,17.7,3.4,14.3,1450,292,14.1,60.5,858,GWLO,Latitude,No,No
GW06,46.333,-123.416667,30,10.5,17.5,4.1,13.4,2270,377,9.1,46.3,770,GWLO,Latitude,No,No
LO02,46.083,-123.916667,100,10.1,15.5,5.2,10.3,1893,310,10.6,50.2,698,GWLO,Latitude,No,No
GW05,46.083,-123.916667,30,10.4,15.7,5.5,10.2,1893,310,10.8,50.9,703,GWLO,Latitude,No,No
GW04,46.083,-122.833333,30,11.1,18.3,4.1,14.2,1446,284,14.6,64.5,846,GWLO,Latitude,No,No
PI00,45.833,-123.116667,900,6.5,14.6,-0.3,14.9,1409,188,11.7,77.4,726,CAGWPI,Latitude,No,No
PI01,45.833,-123.116667,900,6.5,14.6,-0.3,14.9,1409,188,11.7,77.4,726,CAGWPI,Latitude,No,No
PL03,45.833,-123.116667,900,6.5,14.6,-0.3,14.9,1409,188,11.7,77.4,726,CAGWPI,Latitude,No,No
CA00,45.75,-122.833333,650,8.7,17.4,1.1,16.3,1092,177,17.1,98.5,824,CAGWPI,Latitude,No,No
CA01,45.75,-122.833333,650,8.7,17.4,1.1,16.3,1092,177,17.1,98.5,824,CAGWPI,Latitude,No,No
GW14,45.75,-122.75,30,11.3,19.2,3.9,15.4,1095,197,19.5,97.8,874,CAGWPI,Latitude,No,No
GW10,45.617,-122.583333,30,11.8,19.8,4.3,15.5,982,189,22.2,104.8,865,WIGWLANBLC,Latitude,No,No
GW01,45.583,-122.2,98,11.2,18.5,4.1,14.4,1957,373,10.8,49.6,912,WIGWLANBLC,Latitude,No,No
GW51,45.583,-122.583333,8,12,20,4.4,15.6,961,184,22.9,108.4,867,WIGWLANBLC,Latitude,No,No
NB00,45.583,-122,300,12,19.6,4.3,15.3,3256,566,6.8,34.6,843,WIGWLANBLC,Latitude,No,No
NB02,45.583,-122,300,12,19.6,4.3,15.3,3256,566,6.8,34.6,843,WIGWLANBLC,Latitude,No,No
GW11,45.567,-123,30,11.3,19.2,4,15.3,997,157,21.4,122.6,893,WIGWLANBLC,Latitude,No,No
WI00,45.567,-123,30,11.3,19.2,4,15.3,997,157,21.4,122.6,893,WIGWLANBLC,Latitude,No,No
GW30,45.567,-122.4,9,12,19.8,4.4,15.4,1150,228,19.1,87,890,WIGWLANBLC,Latitude,No,No
LC00,45.567,-122.4,9,12,19.8,4.4,15.4,1150,228,19.1,87,890,WIGWLANBLC,Latitude,No,No
GW20,45.317,-122.566667,30,12.3,20.1,5,15.1,1212,220,18.4,91.4,905,WIGWLANBLC,Latitude,No,No
GW21,45.283,-122.633333,30,12,19.8,4.8,15,1132,205,19.4,96.3,897,WIGWLANBLC,Latitude,No,No
LA02,45.2,-123.083333,100,11.1,19,4,15,1043,147,20.2,128.6,936,WIGWLANBLC,Latitude,No,No
GW27,45.2,-123.083333,30,11.4,19.2,4.3,14.9,1043,147,20.5,130.2,943,WIGWLANBLC,Latitude,No,No
GW16,45.083,-123.033333,30,11.5,19.5,4.3,15.1,1029,150,20.9,129.8,937,WIGWLANBLC,Latitude,No,No
GW22,45.083,-122.75,30,12,19.9,4.8,15.2,1068,192,20.6,103.6,892,WIGWLANBLC,Latitude,No,No
JE00,44.733,-123.083333,100,11.1,18.8,4.1,14.7,1064,173,19.8,108.9,918,JAGWHLJE,Latitude,No,No
JE02,44.733,-123.083333,100,11.1,18.8,4.1,14.7,1064,173,19.8,108.9,918,JAGWHLJE,Latitude,No,No
GW54,44.483,-122.816667,121,11.3,18.9,4.6,14.2,1189,208,17.9,90.6,909,JAGWHLJE,Latitude,No,No
HL00,44.417,-123.333333,300,10.3,18.4,3.2,15.1,1299,147,15.6,124.5,904,JAGWHLJE,Latitude,No,No
GW23,44.417,-123.333333,91,11.2,19,4.2,14.8,1299,147,16.3,128.9,925,JAGWHLJE,Latitude,No,No
JA00,44,-122.916667,150,11.8,19.5,5,14.4,1095,163,19.9,119.5,897,JAGWHLJE,Latitude,No,No
JA03,44,-122.916667,150,11.8,19.5,5,14.4,1095,163,19.9,119.5,897,JAGWHLJE,Latitude,No,No
MC00,43.023,-123.2936,184,12.6,20.4,5.7,14.7,971,145,23.3,140.8,1000,RRGWMC,Latitude,No,No
MC02,43.023,-123.2936,184,12.6,20.4,5.7,14.7,971,145,23.3,140.8,1000,RRGWMC,Latitude,No,No
MC03,43.023,-123.2936,184,12.6,20.4,5.7,14.7,971,145,23.3,140.8,1000,RRGWMC,Latitude,No,No
MC04,43.023,-123.2936,184,12.6,20.4,5.7,14.7,971,145,23.3,140.8,1000,RRGWMC,Latitude,No,No
MC05,43.023,-123.2936,184,12.6,20.4,5.7,14.7,971,145,23.3,140.8,1000,RRGWMC,Latitude,No,No
MC06,43.023,-123.2936,184,12.6,20.4,5.7,14.7,971,145,23.3,140.8,1000,RRGWMC,Latitude,No,No
MC08,43.023,-123.2936,184,12.6,20.4,5.7,14.7,971,145,23.3,140.8,1000,RRGWMC,Latitude,No,No
GW40,42.95,-122.9,333,12,20.7,4.8,15.9,1117,168,19.7,122.8,1012,RRGWMC,Latitude,No,No
RR03,42.41,-123.1314,308,12.4,21.6,4.2,17.4,647,82,34.7,264.4,1119,RRGWMC,Latitude,No,No
RR05,42.41,-123.1314,308,12.4,21.6,4.2,17.4,647,82,34.7,264.4,1119,RRGWMC,Latitude,No,No
RR06,42.41,-123.1314,308,12.4,21.6,4.2,17.4,647,82,34.7,264.4,1119,RRGWMC,Latitude,No,No
RR08,42.41,-123.1314,308,12.4,21.6,4.2,17.4,647,82,34.7,264.4,1119,RRGWMC,Latitude,No,No
SV06,41.713,-122.660183,838,10.9,21.3,1.6,19.6,523,91,39.9,233.1,1118,HBSV,Latitude,No,No
HB02,40.716,-124.218417,0,11.7,14.8,8.8,6,1054,88,20.6,169.1,697,HBSV,Latitude,No,No
HB04,40.716,-124.218417,0,11.7,14.8,8.8,6,1054,88,20.6,169.1,697,HBSV,Latitude,No,No
HB08,40.716,-124.218417,0,11.7,14.8,8.8,6,1054,88,20.6,169.1,697,HBSV,Latitude,No,No
HB09,40.716,-124.218417,0,11.7,14.8,8.8,6,1054,88,20.6,169.1,697,HBSV,Latitude,No,No
SG01,39.896617,-120.77415,1227,10.1,19.9,1.5,18.4,1191,106,16.9,187,1152,SG,Latitude,No,No
SG03,39.896617,-120.77415,1227,10.1,19.9,1.5,18.4,1191,106,16.9,187,1152,SG,Latitude,No,No
SG04,39.896617,-120.77415,1227,10.1,19.9,1.5,18.4,1191,106,16.9,187,1152,SG,Latitude,No,No
SG05,39.896617,-120.77415,1227,10.1,19.9,1.5,18.4,1191,106,16.9,187,1152,SG,Latitude,No,No
SG06,39.896617,-120.77415,1227,10.1,19.9,1.5,18.4,1191,106,16.9,187,1152,SG,Latitude,No,No
SG07,39.896617,-120.77415,1227,10.1,19.9,1.5,18.4,1191,106,16.9,187,1152,SG,Latitude,No,No
SG08,39.896617,-120.77415,1227,10.1,19.9,1.5,18.4,1191,106,16.9,187,1152,SG,Latitude,No,No
GF00,39.293183,-120.781483,1771,9.6,19.4,2.7,16.6,1754,140,11.2,138.3,956,GF,Latitude,No,No
GF01,39.293183,-120.781483,1771,9.6,19.4,2.7,16.6,1754,140,11.2,138.3,956,GF,Latitude,No,No
GF02,39.293183,-120.781483,1771,9.6,19.4,2.7,16.6,1754,140,11.2,138.3,956,GF,Latitude,No,No
GF04,39.293183,-120.781483,1771,9.6,19.4,2.7,16.6,1754,140,11.2,138.3,956,GF,Latitude,No,No
GF05,39.293183,-120.781483,1771,9.6,19.4,2.7,16.6,1754,140,11.2,138.3,956,GF,Latitude,No,No
GF06,39.293183,-120.781483,1771,9.6,19.4,2.7,16.6,1754,140,11.2,138.3,956,GF,Latitude,No,No
GF07,39.293183,-120.781483,1771,9.6,19.4,2.7,16.6,1754,140,11.2,138.3,956,GF,Latitude,No,No
GF09,39.293183,-120.781483,1771,9.6,19.4,2.7,16.6,1754,140,11.2,138.3,956,GF,Latitude,No,No
SF01,38.76395,-120.327567,1166,13.5,22.3,6.2,16.1,1198,125,19.6,178,1225,SF,Latitude,No,No
SF02,38.76395,-120.327567,1166,13.5,22.3,6.2,16.1,1198,125,19.6,178,1225,SF,Latitude,No,No
SF03,38.76395,-120.327567,1166,13.5,22.3,6.2,16.1,1198,125,19.6,178,1225,SF,Latitude,No,No
SF04,38.76395,-120.327567,1166,13.5,22.3,6.2,16.1,1198,125,19.6,178,1225,SF,Latitude,No,No
SF05,38.76395,-120.327567,1166,13.5,22.3,6.2,16.1,1198,125,19.6,178,1225,SF,Latitude,No,No
SF06,38.76395,-120.327567,1166,13.5,22.3,6.2,16.1,1198,125,19.6,178,1225,SF,Latitude,No,No
SF07,38.76395,-120.327567,1166,13.5,22.3,6.2,16.1,1198,125,19.6,178,1225,SF,Latitude,No,No
SF08,38.76395,-120.327567,1166,13.5,22.3,6.2,16.1,1198,125,19.6,178,1225,SF,Latitude,No,No
SF09,38.76395,-120.327567,1166,13.5,22.3,6.2,16.1,1198,125,19.6,178,1225,SF,Latitude,No,No
RC01,37.537433,-118.70285,2363,5.6,15.6,-1.7,17.4,462,73,33.8,213.3,879,RC,Latitude,No,No
RC03,37.537433,-118.70285,2363,5.6,15.6,-1.7,17.4,462,73,33.8,213.3,879,RC,Latitude,No,No
RC04,37.537433,-118.70285,2363,5.6,15.6,-1.7,17.4,462,73,33.8,213.3,879,RC,Latitude,No,No
RC06,37.537433,-118.70285,2363,5.6,15.6,-1.7,17.4,462,73,33.8,213.3,879,RC,Latitude,No,No
RC07,37.537433,-118.70285,2363,5.6,15.6,-1.7,17.4,462,73,33.8,213.3,879,RC,Latitude,No,No
RC08,37.537433,-118.70285,2363,5.6,15.6,-1.7,17.4,462,73,33.8,213.3,879,RC,Latitude,No,No
RC09,37.537433,-118.70285,2363,5.6,15.6,-1.7,17.4,462,73,33.8,213.3,879,RC,Latitude,No,No
