"Pop","ID","Lat","Long","Alt"
"ANN_40","ANN01195",37.23327,-98.66459,555
"ANN_40","ANN01196",37.23327,-98.66459,555
"ANN_40","ANN01197",37.23327,-98.66459,555
"ANN_40","ANN01198",37.23327,-98.66459,555
"ANN_40","ANN01199",37.23327,-98.66459,555
"ANN_40","ANN01200",37.23327,-98.66459,555
"ANN_41","ANN01201",36.80874,-98.22242,355
"ANN_41","ANN01202",36.80874,-98.22242,355
"ANN_41","ANN01203",36.80874,-98.22242,355
"ANN_41","ANN01204",36.80874,-98.22242,355
"ANN_41","ANN01205",36.80874,-98.22242,355
"ANN_41","ANN01206",36.80874,-98.22242,355
"ANN_41","ANN01207",36.80874,-98.22242,355
"ANN_41","ANN01208",36.80874,-98.22242,355
"ANN_41","ANN01209",36.80874,-98.22242,355
"ANN_41","ANN01210",36.80874,-98.22242,355
"ANN_42","ANN01211",32.92224,-97.36547,235
"ANN_42","ANN01212",32.92224,-97.36547,235
"ANN_42","ANN01213",32.92224,-97.36547,235
"ANN_42","ANN01214",32.92224,-97.36547,235
"ANN_42","ANN01215",32.92224,-97.36547,235
"ANN_42","ANN01216",32.92224,-97.36547,235
"ANN_42","ANN01217",32.92224,-97.36547,235
"ANN_42","ANN01218",32.92224,-97.36547,235
"ANN_42","ANN01219",32.92224,-97.36547,235
"ANN_42","ANN01220",32.92224,-97.36547,235
"ANN_43","ANN01221",29.73315,-97.65574,145
"ANN_43","ANN01222",29.73315,-97.65574,145
"ANN_43","ANN01223",29.73315,-97.65574,145
"ANN_43","ANN01224",29.73315,-97.65574,145
"ANN_43","ANN01225",29.73315,-97.65574,145
"ANN_43","ANN01226",29.73315,-97.65574,145
"ANN_43","ANN01227",29.73315,-97.65574,145
"ANN_43","ANN01228",29.73315,-97.65574,145
"ANN_43","ANN01229",29.73315,-97.65574,145
"ANN_43","ANN01230",29.73315,-97.65574,145
"ANN_44","ANN01231",29.05186,-99.01808,215
"ANN_44","ANN01232",29.05186,-99.01808,215
"ANN_44","ANN01233",29.05186,-99.01808,215
"ANN_44","ANN01234",29.05186,-99.01808,215
"ANN_44","ANN01235",29.05186,-99.01808,215
"ANN_44","ANN01236",29.05186,-99.01808,215
"ANN_44","ANN01237",29.05186,-99.01808,215
"ANN_44","ANN01238",29.05186,-99.01808,215
"ANN_44","ANN01239",29.05186,-99.01808,215
"ANN_44","ANN01240",29.05186,-99.01808,215
"ANN_45","ANN01241",28.63085,-100.1189,210
"ANN_45","ANN01242",28.63085,-100.1189,210
"ANN_45","ANN01243",28.63085,-100.1189,210
"ANN_45","ANN01244",28.63085,-100.1189,210
"ANN_45","ANN01245",28.63085,-100.1189,210
"ANN_45","ANN01246",28.63085,-100.1189,210
"ANN_45","ANN01247",28.63085,-100.1189,210
"ANN_45","ANN01248",28.63085,-100.1189,210
"ANN_45","ANN01249",28.63085,-100.1189,210
"ANN_45","ANN01250",28.63085,-100.1189,210
"ANN_46","ANN01251",33.92321,-116.86432,690
"ANN_46","ANN01252",33.92321,-116.86432,690
"ANN_46","ANN01253",33.92321,-116.86432,690
"ANN_46","ANN01254",33.92321,-116.86432,690
"ANN_46","ANN01255",33.92321,-116.86432,690
"ANN_46","ANN01256",33.92321,-116.86432,690
"ANN_46","ANN01257",33.92321,-116.86432,690
"ANN_46","ANN01258",33.92321,-116.86432,690
"ANN_46","ANN01259",33.92321,-116.86432,690
"ANN_46","ANN01260",33.92321,-116.86432,690
