87,17
90,40
102,22
88,25
82,33
109,10
72,47
47,32
72,33
56,41
38,39
90,16
84,25
84,41
81,30
98,17
91,12
74,43
91,41
88,47
88,31
33,35
28,40
25,52
19,56
42,41
47,42
59,45
70,51
66,46
71,46
48,39
42,32
51,36
54,32
59,34
63,38
78,47
