pop	prec_clim_change	tmax_clim_change
151.721817_-30.71907	0.00513778059889663	0.154133463220019
151.72217_-30.719973	0.00513778059889663	0.154133463220019
151.722795_-30.719554	0.00513778059889663	0.154133463220019
151.783008_-29.621148	0.0107159423919844	0.129251918443073
151.821772_-30.831462	0.00719289283845528	0.160372292805781
151.83008_-30.83926	0.0101287674663962	0.160959373734049
151.858588_-30.854718	0.0121838797059549	0.160665880527164
151.858673_-30.854719	0.0121838797059549	0.160665880527164
151.859337_-30.814717	0.0101287674663962	0.161399755057534
151.859377_-30.814624	0.0101287674663962	0.161399755057534
151.884066_-30.574908	0.0124774671687489	0.152665480652928
151.884278_-30.5748	0.0124774671687489	0.152665480652928
151.885239_-30.574335	0.0124774671687489	0.152665480652928
151.891704_-30.86045	0.0118902922431608	0.160372198636068
151.891859_-30.860565	0.0118902922431608	0.160372198636068
151.896692_-30.552603	0.0124774671687489	0.152665480652928
151.903794_-30.575079	0.0124774671687489	0.152665480652928
151.90429_-30.576039	0.0124774671687489	0.152665480652928
151.938109_-30.616203	0.0124774671687489	0.155160974086678
151.938129_-30.616075	0.0124774671687489	0.155160974086678
151.940761_-30.614479	0.0124774671687489	0.155160974086678
151.97293_-30.51709	0.0139454044827194	0.153546243041311
151.97298_-30.517	0.0139454044827194	0.153546243041311
151.97308_-30.51712	0.0139454044827194	0.153546243041311
151.97357_-30.51688	0.0139454044827194	0.153546243041311
151.9735_-30.51691	0.0139454044827194	0.153546243041311
151.99948_-29.85126	0.0224594409037481	0.141215569603959
151.99956_-29.85105	0.0224594409037481	0.141215569603959
152.0009_-29.85109	0.0248081406061008	0.14172938927517
152.001091_-29.849498	0.0248081406061008	0.14172938927517
152.001463_-29.84955	0.0248081406061008	0.14172938927517
152.00146_-29.84968	0.0248081406061008	0.14172938927517
152.0058_-29.84896	0.0248081406061008	0.14172938927517
152.010428_-29.84698	0.0248081406061008	0.14172938927517
152.011747_-29.845707	0.0248081406061008	0.14172938927517
152.012508_-29.845609	0.0248081406061008	0.14172938927517
152.04948_-30.568337	0.00998197373499916	0.157803261251825
