pop	prec_clim_change	tmax_clim_change
-96.9948_28.18143	0.0973242439162418	0.0909388233979756
-97.02884_28.10813	0.0954159254080802	0.0894708843600745
-97.03155_28.73672	0.0842596018219047	0.0823512833137431
-97.04873_27.8469	0.0892505886894042	0.0941682892813581
-97.04939_27.83272	0.0902781448091836	0.0947554648965186
-97.07636_27.99705	0.0924800507801393	0.0950490527040988
-97.08834_27.83481	0.0893973824208013	0.0953426405116791
-97.12295_27.93269	0.0880762388382279	0.0956362283192593
-97.17672_27.68602	0.0832320457021253	0.0955628033103554
-97.21178_27.61823	0.082204489582346	0.0942416585641293
-97.2215_27.57942	0.0807365522683755	0.0910121936289099
-97.28085_27.47822	0.0783878525660228	0.0857275391358751
-97.29757_28.27849	0.0830852519707283	0.0890304503704604
-97.31138_27.6611	0.0823512833137431	0.0924800507801393
-97.38772_28.70013	0.0725161033101409	0.0833788639133056
-97.39245_28.12154	0.0832320457021253	0.0899112132760214
-97.66967_29.27191	0.0416894197167612	0.0792686149544051
-97.69094_29.6465	0.0274504277712477	0.075745565400876
-97.6954_29.45132	0.0377259889690409	0.078975027491611
-97.70881_29.60147	0.0311202710561738	0.0769199152520523
-97.73836_29.43897	0.0353772892666882	0.0797089961485962
-97.7441_29.31939	0.0386067513574232	0.0800025836113903
-97.79218_26.92402	0.0725161033101409	0.0706077848019793
-97.79411_27.15959	0.075745565400876	0.0676719101740384
-97.80311_27.27342	0.0770667089834494	0.0679654976368325
-97.94589_27.25741	0.0811769334625667	0.0678187039054355
-98.13579_27.00215	0.078975027491611	0.0667911477856561
-98.13698_26.8902	0.0754519779380819	0.0676719101740384
-98.14704_27.10014	0.0779474713718317	0.0657635916658768
-98.14997_27.14245	0.0792686149544051	0.0654700234248843
