pop	prec_clim_change	tmax_clim_change
-0.167_34.833	0.0361112579236734	0.0590111146725887
-0.571_35.288	0.0320010428399659	0.0747914281053331
-0.703_35.252	0.0372856187217951	0.0728831090368948
-0.841_35.387	0.0375792062707856	0.0810301397311696
-0.874_35.633	0.0402214942117002	0.0802961946489052
-0.984_35.216	0.0396343074772025	0.0757456098782482
-1.35_34.833	0.0387535450888203	0.0684059390823742
-1.674_34.803	0.044331706881908	0.0757456988332278
-1.991_37.5	0.0585706988274215	0.0905717854551921
-2.56_42.55	0.0422765946423494	0.115306679134691
-2.914_36.986	0.0920396695859481	0.0976912569265931
-3.816_38.076	0.097324272490355	0.0999665310813886
-4.122_36.95	0.0746446562462969	0.102902435921175
-4.232_37.104	0.0750850376990774	0.099085797784298
-4.285_36.989	0.0717087798944269	0.100700499738374
-4.315_37.245	0.0746446562462969	0.0985720195735647
-4.525_37.946	0.0858009611924773	0.0981316382500789
-4.626_37.06	0.0587909239461985	0.100847293469771
-4.755_37.424	0.0728099259178041	0.0990124590366125
-4.793_36.685	0.0473410478715334	0.114205824801631
-4.843_36.577	0.0439647870930985	0.1211051484079
-4.854_37.728	0.078388105726023	0.0975445204296946
-5.023_37.529	0.070461218630133	0.10209513011114
-5.125_36.42	0.0432308173586561	0.135490972097565
-5.617_33.883	0.0374324015062468	0.114278986996543
-5.633_33.167	0.040955451059776	0.106425549001548
-5.703_36.429	0.0420684234415246	0.132114435834154
-5.808_37.06	0.043010740089204	0.118022298647252
-5.964_37.534	0.0575432440748552	0.109581584833551
-5_34.083	0.0444177421907147	0.108553996239242
-6.113_36.388	0.0462402154542637	0.132334626560544
-6.14_43.33	0.0308266835933798	0.147748020786287
-6.233_37.391	0.0525522484153014	0.106352089621813
-6.67_33.083	0.0355240829980852	0.114499345806544
-6.761_37.333	0.0390472242648879	0.115380042254342
-6.933_31.833	0.0593046674844068	0.0944618770889384
-6_33	0.0372856077748498	0.108774218836787
-7.122_37.284	0.0228998758846711	0.124334473014539
-7.283_38.867	0.0245145531433068	0.106058502072823
-7.55_37.15	0.0129179318018462	0.12873814023234
-7.683_32.55	0.0292936845191656	0.117068138272616
-7.726_37.153	0.0117435743653147	0.129178521555826
-7_33.067	0.0287715713538211	0.123453673087486
-8.081_37.19	0.00161473246760969	0.129472071092195
-8.488_37.206	0.00572495888614667	0.147307595955082
-8.833_32.167	0.0231200194830029	0.124187533222987
-8.887_37.193	0.0132114397045731	0.199052358215568
-8.8_37.067	0.0118902957341158	0.179528786207699
-8.8_37.075	0.0118902957341158	0.179528786207699
-9.133_38.733	0.0149729649985162	0.140481724682043
