pop	prec_clim_change	tmax_clim_change
0.1106_43.1277	0.0817641083881549	0.137619163589303
0.1107_43.1273	0.0817641083881549	0.137619163589303
0.1114_43.1622	0.0817641083881549	0.137619163589303
0.1515_43.0765	0.082057695850949	0.132921762805455
0.1518_43.0757	0.082057695850949	0.132921762805455
0.2343_43.0436	0.0835256331649194	0.134976875648388
0.2347_43.0429	0.0835256331649194	0.134976875648388
0.2773_43.0398	0.085433951673081	0.130132719296642
0.3212_43.2738	0.0893973824208013	0.137545766702055
0.3497_42.8769	0.0783878525660228	0.124407760410495
0.3877_43.362	0.0940947818255068	0.138132941800036
0.4201_42.8315	0.0795622024171992	0.11413219317895
0.4614_43.4905	0.0945351630196979	0.129912490428302
0.5793_43.4375	0.0967370689906536	0.130866726806731
0.5888_43.4873	0.0968838627220506	0.128004171359864
0.5959_42.8616	0.088516620032419	0.12338020368734
0.5969_42.8612	0.088516620032419	0.12338020368734
0.6004_42.86	0.088516620032419	0.12338020368734
0.6011_42.8602	0.088516620032419	0.12338020368734
0.602_42.8533	0.088516620032419	0.12338020368734
0.6233_43.7179	0.100700499738374	0.12286638925253
0.6297_43.9117	0.0986453874988152	0.121545316652802
0.6398_43.2891	0.0924800507801393	0.130793253075273
0.6726_43.3839	0.0970306564534477	0.129765696653807
0.6728_43.3894	0.0970306564534477	0.129765696653807
0.6898_43.3397	0.094828750482492	0.129912490428302
0.7183_43.6625	0.0921864633173452	0.121251657733082
0.7346_43.4494	0.0957095128708743	0.127416996261883
0.7555_42.9774	0.0913057009289629	0.129692375921197
0.7564_42.9777	0.0913057009289629	0.129692375921197
0.7657_43.3729	0.0936544006313156	0.12888504752772
0.8158_43.1906	0.0901313510777865	0.130720009704188
0.8671_43.0137	0.091746082123154	0.130573139085347
0.9239_43.4943	0.0960031003336684	0.124921612125387
0.966_43.025	0.0907185260033747	0.133876040256584
0.9724_43.6163	0.101140880932565	0.123600466991276
0.9863_43.4653	0.0970306564534477	0.125802412483424
1.011_43.2021	0.0888102074952131	0.133362222438491
1.0341_42.9205	0.0918928758545511	0.131894283831573
1.065_44.2203	0.0794154086858021	0.117435123032091
1.0738_43.7953	0.0996729436185945	0.121838940145795
1.0756_43.0002	0.0920396695859481	0.136958712236176
1.0757_42.9999	0.0918928758545511	0.132187910362998
1.0829_43.514	0.0987921812302123	0.122572909664745
1.1065_43.7903	0.100113324812786	0.121692146242005
1.1405_44.2561	0.0731032782357291	0.118756163566662
1.2186_43.4653	0.0933608131685215	0.124481230414017
1.218_43.4641	0.0933608131685215	0.124481230414017
1.219_43.4648	0.0933608131685215	0.124481230414017
1.221_44.0598	0.0811769334625667	0.122719703568535
1.2416_43.4797	0.0933608131685215	0.124481230414017
1.2436_43.4874	0.0933608131685215	0.124481230414017
1.2476_43.7251	0.0971774501848447	0.122132563811212
1.2481_42.9106	0.0905717322719777	0.132921840856416
1.2699_43.1305	0.0914524946603599	0.132481420378138
1.2968_43.7204	0.0993793561558004	0.122132527953375
1.3642_43.4741	0.0943883692883009	0.121912301304532
1.3651_43.4649	0.0943883692883009	0.121912301304532
1.3676_43.4756	0.0943883692883009	0.121912301304532
1.3811_43.458	0.0960031003336684	0.122352682886607
1.381_43.4582	0.0960031003336684	0.122352682886607
1.3923_43.1511	0.0967370689906536	0.129398750208674
1.3994_43.4515	0.0960031003336684	0.122352682886607
1.4005_43.4516	0.0960031003336684	0.122352682886607
1.4012_43.4509	0.0960031003336684	0.122352682886607
1.4065_42.9058	0.0932140194371245	0.129252032287195
1.4201_43.0087	0.0940947818255068	0.132187832742951
1.4279_43.6985	0.102021643320947	0.120591156558306
1.42_43.0084	0.0940947818255068	0.132187832742951
1.436_43.7552	0.0993793561558004	0.119783825492733
1.4522_43.478	0.0973242439162418	0.121618713583148
1.4852_42.8898	0.094828750482492	0.126022492404023
1.4916_43.5278	0.09791141884183	0.1217655431939
1.502_43.8533	0.0965902752592566	0.120077413300313
1.5152_43.3122	0.101728055858153	0.126903292568053
1.5155_43.3119	0.101728055858153	0.126903292568053
1.5156_43.3119	0.101728055858153	0.126903292568053
1.5157_43.3119	0.101728055858153	0.126903292568053
1.5204_43.3055	0.101728055858153	0.126903292568053
1.5207_43.3056	0.101728055858153	0.126903292568053
1.6207_43.4536	0.102021643320947	0.121178332001073
1.6524_43.5649	0.0989389749616093	0.120444362697614
1.652_43.5648	0.0989389749616093	0.120444362697614
1.6566_43.912	0.0968838627220506	0.118609474262412
1.6569_43.9121	0.0968838627220506	0.118609474262412
1.6696_43.4403	0.102315230783741	0.120444362697614
1.6701_43.44	0.102315230783741	0.120444362697614
1.6707_43.4397	0.102315230783741	0.120444362697614
1.671_43.4398	0.102315230783741	0.120444362697614
1.72_43.0942	0.108627361233814	0.126609667674397
1.7536_42.7644	0.0984985937674182	0.126976614938397
1.753_42.7647	0.0984985937674182	0.126976614938397
1.7675_44.2024	0.0824980770451401	0.119416770612316
1.7719_44.1999	0.0824980770451401	0.119416770612316
1.7857_43.5746	0.0983518000360211	0.120370859745578
1.786_43.5743	0.0983518000360211	0.120370859745578
1.7905_43.4488	0.100847293469771	0.118609334968814
1.8239_43.7332	0.0920396695859481	0.122426007929044
1.8335_42.7246	0.098058212573227	0.12624264606592
1.834_42.7242	0.098058212573227	0.12624264606592
1.8362_42.6565	0.0935076068999186	0.115673494302262
1.8362_42.6566	0.0935076068999186	0.115673494302262
1.8735_43.8527	0.0905717322719777	0.120297533517877
1.8743_43.8522	0.0905717322719777	0.120297533517877
1.9006_43.9089	0.0891037949580072	0.118242420071568
1.9011_43.909	0.0891037949580072	0.118242420071568
1.9776_43.6545	0.0935076068999186	0.118902922431608
1.9902_44.1085	0.0858743328672722	0.117214863348413
2.0725_43.4526	0.10187484958955	0.12859138421191
2.0896_43.6238	0.0918928758545511	0.119196509894402
2.0947_44.1154	0.0779474713718317	0.117655244801194
2.2016_43.8317	0.0863147140614633	0.118389213889161
2.2552_44.1249	0.0739840406241114	0.119049716163005
2.2555_44.1249	0.0739840406241114	0.119049716163005
2.2605_44.5298	0.0480015501668342	0.12015077497623
2.2626_43.5312	0.0893973824208013	0.120811240939769
2.2902_43.6679	0.0869018889870515	0.120224066014181
2.2961_44.0898	0.0719289283845528	0.118902957341158
2.3361_44.3875	0.0550476492738924	0.119857187254847
2.3366_44.3892	0.0550476492738924	0.119857187254847
2.3368_44.3875	0.0550476492738924	0.119857187254847
2.3397_44.3477	0.0556348241994806	0.120150810252208
2.3397_44.3481	0.0556348241994806	0.120150810252208
2.3402_44.3469	0.0556348241994806	0.120150810252208
2.3634_43.6026	0.0844063955533017	0.128004133778225
2.3635_44.5226	0.0471207877784519	0.120591156558306
2.3754_43.4978	0.0813237271939637	0.129178483629401
2.4034_44.0223	0.0744244218183026	0.119343303625799
2.4263_44.2697	0.0593046674844068	0.119123217951388
2.4271_44.5204	0.0490291062866135	0.121618713583148
2.4272_44.5204	0.0490291062866135	0.121618713583148
2.4274_44.5208	0.0490291062866135	0.121618713583148
2.4276_44.2708	0.0593046674844068	0.119123217951388
2.4437_43.6577	0.0808833459997726	0.13020603974918
2.4931_44.196	0.0629745107693329	0.118022160043225
2.4932_44.196	0.0629745107693329	0.118022160043225
2.5182_44.1765	0.0598918424099949	0.118168953774622
2.5346_43.6933	0.0785346462974199	0.128884896166607
2.5447_44.1614	0.0660571791286709	0.119930478551387
2.6022_44.5407	0.0518181871831574	0.120591156558306
2.6208_44.3452	0.0556348241994806	0.117802073205162
2.6217_43.9993	0.072809690772935	0.12227917825374
2.6387_44.0331	0.0717821346531557	0.121692003328151
2.6387_44.0333	0.0717821346531557	0.121692003328151
2.7111_44.0789	0.0670847352484502	0.122719559447931
2.7301_44.5264	0.0460932316586726	0.118976424090696
2.834_44.0522	0.0651764167402886	0.121545209596754
2.8717_43.8118	0.0703141973391852	0.124040703030504
2.8817_43.8249	0.0704609910705823	0.125068259150284
2.881_43.8237	0.0704609910705823	0.125068259150284
2.9096_44.0416	0.0670847352484502	0.120077272282784
2.9517_43.8021	0.0688462600252148	0.125949021538666
2.9665_44.0119	0.0670847352484502	0.11882956045391
2.9679_44.0147	0.0670847352484502	0.11882956045391
