## METRICS CLASS	picard.analysis.CollectWgsMetricsWithNonZeroCoverage$WgsMetricsWithNonZeroCoverage
CATEGORY	GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	FOLD_80_BASE_PENALTY	FOLD_90_BASE_PENALTY	FOLD_95_BASE_PENALTY	HET_SNP_SENSITIVITY	HET_SNP_Q
NON_ZERO_REGIONS	110911958	25.696931	17.015987	25	6	0	0.027589	0	0.002301	0.030642	0.002354	0.063323	0.126209	1	0.976418	0.943206	0.871991	0.727596	0.508501	0.279143	0.05212	0.021772	0.014829	0.010835	0.00848	0.00695	0.005894	1.511584	1.976687	2.855215	0.986409	19	Athaliana_SWE_6022
WHOLE_GENOME	119482896	16.167744	15.384029	15	6	0	0.024981	0	0.002846	0.014586	0.003317	0.040795	0.086525	0.920352	0.869181	0.72947	0.516709	0.308118	0.159538	0.077887	0.022103	0.010078	0.006509	0.004977	0.004149	0.003631	0.003286	2.309678	8.083872	?	0.890681	10	Athaliana_SWE_6023
NON_ZERO_REGIONS	109966306	17.566916	15.250269	16	6	0	0.024981	0	0.002846	0.014586	0.003317	0.040795	0.086525	1	0.9444	0.792599	0.561425	0.334783	0.173344	0.084627	0.024016	0.010951	0.007073	0.005408	0.004508	0.003945	0.00357	1.95188	2.927819	4.391729	0.967636	15	Athaliana_SWE_6023
WHOLE_GENOME	119482896	16.064093	15.26417	15	7	0	0.020661	0	0.001314	0.020144	0.099226	0.036744	0.178088	0.913165	0.850694	0.711062	0.514477	0.318182	0.171311	0.084433	0.022012	0.009461	0.006094	0.004656	0.003844	0.003366	0.003047	2.29487	16.064093	?	0.873237	9	Athaliana_SWE_6024
NON_ZERO_REGIONS	109107575	17.591669	15.108884	16	6	0	0.020661	0	0.001314	0.020144	0.099226	0.036744	0.178088	1	0.931588	0.778679	0.5634	0.348438	0.187601	0.092462	0.024105	0.010361	0.006673	0.005099	0.00421	0.003686	0.003336	1.95463	2.931945	4.397917	0.956187	14	Athaliana_SWE_6024
WHOLE_GENOME	119482896	16.910312	15.213853	16	7	0	0.021377	0	0.002888	0.010978	0.003823	0.02877	0.067837	0.918967	0.868403	0.74036	0.549468	0.350585	0.193706	0.097937	0.026579	0.011047	0.006747	0.004998	0.004076	0.003505	0.003131	2.113789	8.455156	?	0.89078	10	Athaliana_SWE_6025
NON_ZERO_REGIONS	109800794	18.401443	14.981066	17	6	0	0.021377	0	0.002888	0.010978	0.003823	0.02877	0.067837	1	0.944977	0.805644	0.597919	0.381499	0.210787	0.106573	0.028922	0.012021	0.007342	0.005438	0.004436	0.003814	0.003408	1.840144	2.628778	4.600361	0.969268	15	Athaliana_SWE_6025
WHOLE_GENOME	119482896	4.122765	5.48781	4	2	0	0.03571	0	0.003747	0.111357	0.015186	0.014306	0.180306	0.86509	0.37963	0.050138	0.008291	0.004035	0.002935	0.002443	0.001856	0.001437	0.001105	0.00085	0.00067	0.000539	0.00045	4.122765	?	?	0.575122	4	Athaliana_SWE_6030
NON_ZERO_REGIONS	103363494	4.765704	5.634586	4	2	0	0.03571	0	0.003747	0.111357	0.015186	0.014306	0.180306	1	0.438832	0.057957	0.009584	0.004664	0.003393	0.002824	0.002145	0.001661	0.001277	0.000983	0.000775	0.000623	0.00052	2.382852	4.765704	4.765704	0.659001	5	Athaliana_SWE_6030
WHOLE_GENOME	119482896	14.112159	12.411708	14	5	0	0.03087	0	0.003001	0.015546	0.006777	0.026591	0.082785	0.923586	0.872439	0.71085	0.44684	0.208229	0.07678	0.027984	0.008442	0.005081	0.003783	0.003163	0.002806	0.002576	0.00241	2.016023	4.704053	?	0.888189	10	Athaliana_SWE_6034
NON_ZERO_REGIONS	110352788	15.279737	12.20474	14	4	0	0.03087	0	0.003001	0.015546	0.006777	0.026591	0.082785	1	0.944621	0.769662	0.483809	0.225457	0.083133	0.030299	0.00914	0.005501	0.004096	0.003425	0.003038	0.002789	0.002609	1.697749	2.546623	3.819934	0.961556	14	Athaliana_SWE_6034
WHOLE_GENOME	119482896	5.148577	6.274774	4	2	0	0.034048	0	0.002724	0.052365	0.033539	0.023965	0.146641	0.883846	0.498282	0.110417	0.019229	0.006524	0.004035	0.003139	0.002362	0.001933	0.001592	0.0013	0.001028	0.0008	0.000626	2.574289	?	?	0.653097	5	Athaliana_SWE_6035
NON_ZERO_REGIONS	105604477	5.825197	6.372257	5	2	0	0.034048	0	0.002724	0.052365	0.033539	0.023965	0.146641	1	0.563765	0.124927	0.021756	0.007382	0.004566	0.003552	0.002673	0.002187	0.001801	0.001471	0.001163	0.000905	0.000708	1.941732	2.912599	5.825197	0.736847	6	Athaliana_SWE_6035
WHOLE_GENOME	119482896	9.799392	10.09319	9	5	0	0.028526	0	0.003335	0.022881	0.007665	0.015311	0.077718	0.877898	0.735077	0.475446	0.223272	0.07922	0.025184	0.010002	0.004353	0.003005	0.002383	0.002035	0.001815	0.001658	0.001526	3.266464	?	?	0.792792	7	Athaliana_SWE_6036
NON_ZERO_REGIONS	104893834	11.162331	10.041302	10	4	0	0.028526	0	0.003335	0.022881	0.007665	0.015311	0.077718	1	0.837315	0.541573	0.254325	0.090238	0.028686	0.011393	0.004958	0.003423	0.002714	0.002318	0.002068	0.001888	0.001738	2.232466	3.720777	5.581166	0.902283	10	Athaliana_SWE_6036
WHOLE_GENOME	119482896	22.574875	17.222266	22	8	0	0.020412	0	0.002784	0.013834	0.002188	0.041825	0.081043	0.922103	0.897089	0.846919	0.741484	0.584653	0.409476	0.25218	0.070564	0.020784	0.010211	0.007004	0.005445	0.004552	0.003982	1.88124	5.643719	?	0.907915	10	Athaliana_SWE_6038
NON_ZERO_REGIONS	110175491	24.481956	16.582343	23	7	0	0.020412	0	0.002784	0.013834	0.002188	0.041825	0.081043	1	0.972873	0.918465	0.804123	0.634043	0.444067	0.273484	0.076525	0.02254	0.011073	0.007595	0.005905	0.004937	0.004319	1.63213	2.225632	3.497422	0.984547	18	Athaliana_SWE_6038
WHOLE_GENOME	119482896	12.624004	15.19322	10	8	0	0.030637	0	0.002552	0.023355	0.008626	0.061107	0.126277	0.868031	0.699023	0.531981	0.368361	0.222991	0.120431	0.062002	0.019087	0.008853	0.00564	0.004265	0.003532	0.003083	0.002803	6.312002	?	?	0.7606	6	Athaliana_SWE_6039
NON_ZERO_REGIONS	103714810	14.54327	15.427764	12	7	0	0.030637	0	0.002552	0.023355	0.008626	0.061107	0.126277	1	0.805297	0.61286	0.424364	0.256894	0.13874	0.071428	0.021989	0.010199	0.006498	0.004914	0.004069	0.003552	0.003229	2.908654	7.271635	14.54327	0.875834	9	Athaliana_SWE_6039
WHOLE_GENOME	119482896	9.590004	10.564092	9	4	0	0.029298	0	0.003392	0.025264	0.009244	0.026847	0.094044	0.904749	0.785455	0.472219	0.162985	0.038889	0.012392	0.007071	0.004167	0.003174	0.002705	0.00244	0.002261	0.002121	0.001997	2.397501	9.590004	?	0.830218	8	Athaliana_SWE_6040
NON_ZERO_REGIONS	108101979	10.599635	10.613554	10	3	0	0.029298	0	0.003392	0.025264	0.009244	0.026847	0.094044	1	0.868148	0.521934	0.180145	0.042984	0.013697	0.007815	0.004606	0.003508	0.00299	0.002696	0.0025	0.002344	0.002208	1.766606	2.649909	5.299817	0.917198	11	Athaliana_SWE_6040
WHOLE_GENOME	119482896	15.034269	13.305404	15	4	0	0.022749	0	0.003032	0.011992	0.00367	0.028572	0.070016	0.926597	0.895857	0.789668	0.520561	0.219912	0.064019	0.020648	0.007865	0.00503	0.003889	0.003325	0.003011	0.002798	0.002644	1.670474	3.758567	?	0.906591	10	Athaliana_SWE_6041
NON_ZERO_REGIONS	110712449	16.225257	13.104731	15	4	0	0.022749	0	0.003032	0.011992	0.00367	0.028572	0.070016	1	0.966825	0.852224	0.561799	0.237333	0.069091	0.022284	0.008488	0.005428	0.004197	0.003588	0.00325	0.00302	0.002854	1.475023	2.028157	2.70421	0.978331	17	Athaliana_SWE_6041
WHOLE_GENOME	119482896	15.193641	14.708339	14	5	0	0.024131	0	0.002621	0.048688	0.05375	0.049975	0.179165	0.929394	0.887222	0.753917	0.476694	0.221126	0.092447	0.044451	0.017953	0.010331	0.007089	0.005447	0.0045	0.003912	0.003515	1.899205	5.064547	?	0.901489	10	Athaliana_SWE_6042
NON_ZERO_REGIONS	111046665	16.347904	14.625337	15	4	0	0.024131	0	0.002621	0.048688	0.05375	0.049975	0.179165	1	0.954624	0.811192	0.512908	0.237925	0.09947	0.047827	0.019317	0.011116	0.007627	0.005861	0.004842	0.004209	0.003782	1.63479	2.335415	3.269581	0.969644	15	Athaliana_SWE_6042
WHOLE_GENOME	119482896	5.347504	8.757158	4	3	0	0.023983	0	0.004321	0.125034	0.032998	0.016582	0.202918	0.836517	0.4829	0.153189	0.030927	0.007956	0.004319	0.003318	0.002574	0.00223	0.002023	0.00187	0.001745	0.001639	0.00154	5.347504	?	?	0.595347	4	Athaliana_SWE_6043
NON_ZERO_REGIONS	99949451	6.392585	9.219241	5	3	0	0.023983	0	0.004321	0.125034	0.032998	0.016582	0.202918	1	0.577274	0.183127	0.036972	0.009511	0.005163	0.003966	0.003077	0.002666	0.002419	0.002235	0.002086	0.00196	0.001841	3.196292	6.392585	6.392585	0.705482	5	Athaliana_SWE_6043
WHOLE_GENOME	119482896	10.735892	12.553953	9	6	0	0.026821	0	0.003032	0.028688	0.004589	0.035571	0.098701	0.896744	0.71468	0.49274	0.281854	0.127102	0.049159	0.020125	0.007209	0.004667	0.003609	0.003031	0.002654	0.002388	0.002195	3.578631	?	?	0.775613	6	Athaliana_SWE_6046
NON_ZERO_REGIONS	107145529	11.972086	12.686572	11	5	0	0.026821	0	0.003032	0.028688	0.004589	0.035571	0.098701	1	0.796972	0.549478	0.314308	0.141737	0.054819	0.022442	0.008039	0.005204	0.004025	0.00338	0.002959	0.002663	0.002448	2.993021	3.990695	5.986043	0.864387	9	Athaliana_SWE_6046
WHOLE_GENOME	119482896	10.750614	12.312015	10	6	0	0.027898	0	0.003459	0.036351	0.00566	0.022854	0.096222	0.897757	0.733341	0.503019	0.277925	0.118228	0.043427	0.017545	0.006379	0.004136	0.003232	0.002763	0.002485	0.0023	0.002161	3.583538	?	?	0.787397	7	Athaliana_SWE_6064
NON_ZERO_REGIONS	107266623	11.974969	12.417235	11	5	0	0.027898	0	0.003459	0.036351	0.00566	0.022854	0.096222	1	0.816859	0.560307	0.309577	0.131693	0.048372	0.019544	0.007105	0.004607	0.0036	0.003078	0.002768	0.002562	0.002407	2.394994	3.991656	5.987485	0.876373	9	Athaliana_SWE_6064
WHOLE_GENOME	119482896	14.92484	14.091591	14	6	0	0.03099	0	0.002751	0.022883	0.01765	0.031531	0.105804	0.914869	0.838936	0.669322	0.45846	0.269957	0.141043	0.070277	0.020739	0.009381	0.00583	0.004312	0.003515	0.003034	0.00272	2.487473	14.92484	?	0.86153	9	Athaliana_SWE_6069
NON_ZERO_REGIONS	109311253	16.313628	13.942539	15	6	0	0.03099	0	0.002751	0.022883	0.01765	0.031531	0.105804	1	0.917001	0.731603	0.50112	0.295077	0.154167	0.076817	0.022668	0.010254	0.006372	0.004713	0.003842	0.003316	0.002973	2.039203	3.262726	5.437876	0.941521	12	Athaliana_SWE_6069
WHOLE_GENOME	119482896	13.062596	12.702065	13	5	0	0.024571	0	0.002957	0.013503	0.002268	0.02982	0.073119	0.914044	0.847845	0.673155	0.39424	0.156239	0.04783	0.017229	0.006943	0.004608	0.003645	0.003147	0.002828	0.002616	0.00246	2.177099	13.062596	?	0.870389	9	Athaliana_SWE_6070
NON_ZERO_REGIONS	109212674	14.290986	12.607933	13	4	0	0.024571	0	0.002957	0.013503	0.002268	0.02982	0.073119	1	0.927576	0.736458	0.431314	0.170931	0.052328	0.018849	0.007596	0.005041	0.003988	0.003443	0.003094	0.002862	0.002691	1.786373	2.381831	4.763662	0.952119	13	Athaliana_SWE_6070
WHOLE_GENOME	119482896	14.924044	14.421699	14	6	0	0.025614	0	0.002844	0.013702	0.002153	0.034773	0.079086	0.912437	0.842691	0.684292	0.467234	0.265371	0.130951	0.061596	0.017156	0.008166	0.005534	0.004333	0.00367	0.003244	0.002957	2.487341	14.924044	?	0.86836	9	Athaliana_SWE_6071
NON_ZERO_REGIONS	109020607	16.356247	14.301031	15	6	0	0.025614	0	0.002844	0.013702	0.002153	0.034773	0.079086	1	0.923561	0.74996	0.512073	0.290838	0.143517	0.067507	0.018802	0.008949	0.006065	0.004749	0.004022	0.003555	0.003241	2.044531	3.271249	5.452082	0.951585	13	Athaliana_SWE_6071
WHOLE_GENOME	119482896	19.338505	15.537546	19	6	0	0.023215	0	0.003112	0.017443	0.001307	0.045142	0.090219	0.919113	0.892806	0.833881	0.694436	0.481207	0.26613	0.118111	0.021186	0.00956	0.006477	0.005004	0.004168	0.00366	0.003335	1.758046	6.446168	?	0.90341	10	Athaliana_SWE_6073
NON_ZERO_REGIONS	109818331	21.040391	15.061632	20	5	0	0.023215	0	0.003112	0.017443	0.001307	0.045142	0.090219	1	0.971377	0.907267	0.75555	0.523555	0.289551	0.128505	0.02305	0.010401	0.007047	0.005445	0.004535	0.003982	0.003628	1.618492	2.104039	3.00577	0.982822	18	Athaliana_SWE_6073
WHOLE_GENOME	119482896	9.238242	11.252704	9	3	0	0.021497	0	0.003099	0.030529	0.010091	0.027347	0.092563	0.913244	0.802281	0.440367	0.115448	0.021504	0.007997	0.005415	0.003813	0.003177	0.002808	0.002587	0.002434	0.002326	0.002235	1.847648	9.238242	?	0.83958	8	Athaliana_SWE_6074
NON_ZERO_REGIONS	109117095	10.115848	11.39186	9	3	0	0.021497	0	0.003099	0.030529	0.010091	0.027347	0.092563	1	0.878495	0.482201	0.126415	0.023547	0.008757	0.005929	0.004175	0.003479	0.003075	0.002833	0.002665	0.002547	0.002447	1.685975	2.528962	3.371949	0.918922	11	Athaliana_SWE_6074
WHOLE_GENOME	119482896	10.599053	13.212676	10	6	0	0.02856	0	0.003043	0.013664	0.001308	0.050005	0.09658	0.857394	0.699891	0.509765	0.290379	0.115162	0.036486	0.014764	0.006943	0.004812	0.003803	0.003212	0.002845	0.002605	0.002437	5.299527	?	?	0.766153	6	Athaliana_SWE_6076
NON_ZERO_REGIONS	102443960	12.361935	13.483999	11	5	0	0.02856	0	0.003043	0.013664	0.001308	0.050005	0.09658	1	0.816299	0.594552	0.338676	0.134316	0.042555	0.01722	0.008098	0.005612	0.004435	0.003746	0.003318	0.003039	0.002842	2.472387	4.120645	12.361935	0.893319	10	Athaliana_SWE_6076
WHOLE_GENOME	119482896	18.672216	13.418402	19	4	0	0.017707	0	0.002028	0.007725	0.029347	0.037166	0.093972	0.922978	0.905162	0.883741	0.768736	0.456372	0.160519	0.043909	0.012365	0.007059	0.005035	0.004037	0.00348	0.003139	0.002908	1.33373	3.112036	?	0.913616	11	Athaliana_SWE_6077
NON_ZERO_REGIONS	110280121	20.230395	12.788911	19	3	0	0.017707	0	0.002028	0.007725	0.029347	0.037166	0.093972	1	0.980697	0.957488	0.832887	0.494456	0.173914	0.047574	0.013397	0.007648	0.005455	0.004374	0.003771	0.003401	0.00315	1.348693	1.556184	2.023039	0.989764	20	Athaliana_SWE_6077
WHOLE_GENOME	119482896	21.44585	15.99523	21	7	0	0.021674	0	0.002554	0.017785	0.011589	0.028119	0.081721	0.927772	0.900325	0.845241	0.734791	0.566615	0.371685	0.202326	0.041367	0.013606	0.008368	0.006009	0.004747	0.004028	0.003555	1.787154	4.28917	?	0.911993	11	Athaliana_SWE_6085
NON_ZERO_REGIONS	110852826	23.115443	15.400393	22	6	0	0.021674	0	0.002554	0.017785	0.011589	0.028119	0.081721	1	0.970417	0.911045	0.791996	0.610727	0.400621	0.218077	0.044588	0.014665	0.00902	0.006477	0.005117	0.004341	0.003831	1.651103	2.311544	3.302206	0.982904	18	Athaliana_SWE_6085
WHOLE_GENOME	119482896	22.405555	17.129745	22	8	0	0.029187	0	0.003231	0.023428	0.006962	0.039428	0.102236	0.925282	0.899435	0.847122	0.740847	0.58216	0.402514	0.241722	0.063937	0.019989	0.010797	0.007534	0.00581	0.004764	0.004107	1.86713	5.601389	?	0.908388	10	Athaliana_SWE_6086
NON_ZERO_REGIONS	110555385	24.214837	16.532134	23	7	0	0.029187	0	0.003231	0.023428	0.006962	0.039428	0.102236	1	0.972065	0.915528	0.800671	0.62917	0.435018	0.261241	0.0691	0.021603	0.011669	0.008143	0.006279	0.005149	0.004439	1.614322	2.421484	3.459262	0.981623	17	Athaliana_SWE_6086
WHOLE_GENOME	119482896	35.045441	24.829373	34	13	0	0.021633	0	0.002004	0.020575	0.007422	0.054216	0.10585	0.932794	0.901928	0.868485	0.822748	0.760655	0.682186	0.591363	0.391119	0.211032	0.098123	0.045139	0.023799	0.015348	0.011548	2.19034	7.009088	?	0.916539	11	Athaliana_SWE_6087
NON_ZERO_REGIONS	111452962	37.570386	23.791845	36	12	0	0.021633	0	0.002004	0.020575	0.007422	0.054216	0.10585	1	0.966909	0.931058	0.882025	0.815459	0.731336	0.633969	0.419299	0.226237	0.105193	0.048391	0.025513	0.016453	0.01238	1.878519	2.89003	5.367198	0.982498	18	Athaliana_SWE_6087
WHOLE_GENOME	119482896	17.166478	14.944377	16	7	0	0.022919	0	0.002586	0.015662	0.003935	0.027667	0.07277	0.920601	0.867228	0.745213	0.560909	0.364164	0.205317	0.105852	0.028746	0.011549	0.006935	0.005098	0.004116	0.003509	0.003092	2.14581	8.583239	?	0.886485	9	Athaliana_SWE_6088
NON_ZERO_REGIONS	109996039	18.647039	14.662479	17	6	0	0.022919	0	0.002586	0.015662	0.003935	0.027667	0.07277	1	0.942024	0.809486	0.609286	0.395572	0.223026	0.114982	0.031225	0.012545	0.007533	0.005538	0.004471	0.003812	0.003358	1.864704	3.10784	4.66176	0.962836	14	Athaliana_SWE_6088
WHOLE_GENOME	119482896	16.908262	14.765864	17	6	0	0.022889	0	0.002762	0.015049	0.003156	0.051676	0.095532	0.922264	0.883773	0.789189	0.601091	0.358501	0.159417	0.057186	0.01256	0.007298	0.005297	0.004313	0.003717	0.003326	0.003054	1.878696	5.636087	?	0.899444	10	Athaliana_SWE_6090
NON_ZERO_REGIONS	110194820	18.333422	14.501035	17	5	0	0.022889	0	0.002762	0.015049	0.003156	0.051676	0.095532	1	0.958264	0.855708	0.651755	0.388719	0.172854	0.062006	0.013618	0.007913	0.005744	0.004677	0.00403	0.003606	0.003311	1.666675	2.291678	3.666684	0.97515	16	Athaliana_SWE_6090
WHOLE_GENOME	119482896	32.170953	21.810643	32	11	0	0.025656	0	0.002281	0.037619	0.004231	0.053102	0.12289	0.923256	0.903292	0.879211	0.838223	0.770466	0.675031	0.559225	0.312684	0.128205	0.044978	0.020296	0.013385	0.01032	0.008318	1.787275	6.434191	?	0.91259	11	Athaliana_SWE_6091
NON_ZERO_REGIONS	110313245	34.845124	20.544212	33	10	0	0.025656	0	0.002281	0.037619	0.004231	0.053102	0.12289	1	0.978377	0.952295	0.907899	0.83451	0.731142	0.60571	0.338675	0.138862	0.048716	0.021983	0.014498	0.011178	0.00901	1.659292	2.323008	3.484512	0.987741	19	Athaliana_SWE_6091
WHOLE_GENOME	119482896	10.670674	13.437713	9	7	0	0.031511	0	0.002609	0.021464	0.001468	0.050428	0.10748	0.838459	0.657709	0.486187	0.31113	0.155304	0.059931	0.022	0.007507	0.0048	0.003654	0.003055	0.002695	0.002465	0.0023	10.670674	?	?	0.745352	6	Athaliana_SWE_6092
NON_ZERO_REGIONS	100181499	12.726532	13.754926	11	6	0	0.031511	0	0.002609	0.021464	0.001468	0.050428	0.10748	1	0.784426	0.579857	0.371073	0.185226	0.071477	0.026239	0.008954	0.005724	0.004358	0.003643	0.003214	0.00294	0.002743	3.181633	6.363266	12.726532	0.8884	10	Athaliana_SWE_6092
WHOLE_GENOME	119482896	23.295923	16.49992	23	8	0	0.018112	0	0.002797	0.131541	0.002836	0.034648	0.189934	0.930607	0.900885	0.85355	0.767789	0.631092	0.457287	0.284292	0.068633	0.016122	0.008516	0.005971	0.004622	0.003867	0.003392	1.791994	4.659185	?	0.913796	11	Athaliana_SWE_6094
NON_ZERO_REGIONS	111191610	25.033043	15.781723	24	7	0	0.018112	0	0.002797	0.131541	0.002836	0.034648	0.189934	1	0.968062	0.917197	0.825041	0.678151	0.491386	0.305491	0.073751	0.017324	0.009151	0.006416	0.004967	0.004155	0.003645	1.564565	2.275731	3.576149	0.979838	17	Athaliana_SWE_6094
WHOLE_GENOME	119482896	38.333633	25.583635	39	14	0	0.022444	0	0.002055	0.021334	0.004854	0.066969	0.117656	0.929454	0.903102	0.87537	0.840334	0.794121	0.734899	0.662435	0.483087	0.284404	0.130972	0.053883	0.0261	0.016955	0.013042	2.01756	7.666727	?	0.915505	11	Athaliana_SWE_6095
NON_ZERO_REGIONS	111053892	41.24316	24.170284	40	13	0	0.022444	0	0.002055	0.021334	0.004854	0.066969	0.117656	1	0.971647	0.941811	0.904116	0.854395	0.790678	0.712713	0.519753	0.30599	0.140912	0.057972	0.028081	0.018242	0.014031	1.718465	2.749544	5.155395	0.984892	18	Athaliana_SWE_6095
WHOLE_GENOME	119482896	26.275594	16.950846	27	6	0	0.020434	0	0.002604	0.068985	0.002484	0.054583	0.14909	0.93144	0.913369	0.897097	0.864149	0.778696	0.6026	0.36784	0.069521	0.01938	0.011847	0.008153	0.006232	0.005169	0.004485	1.382926	2.91951	?	0.921443	11	Athaliana_SWE_6096
NON_ZERO_REGIONS	111291180	28.209639	15.934924	27	5	0	0.020434	0	0.002604	0.068985	0.002484	0.054583	0.14909	1	0.980598	0.963129	0.927756	0.836013	0.646955	0.394916	0.074638	0.020806	0.012719	0.008753	0.00669	0.00555	0.004815	1.343316	1.659391	2.350803	0.988354	19	Athaliana_SWE_6096
WHOLE_GENOME	119482896	21.87609	16.046887	22	7	0	0.022958	0	0.002851	0.022789	0.006416	0.026736	0.08175	0.925992	0.90315	0.860238	0.760289	0.589509	0.383238	0.204664	0.040682	0.014244	0.009058	0.006619	0.005234	0.004403	0.003841	1.682776	4.375218	?	0.912614	11	Athaliana_SWE_6097
NON_ZERO_REGIONS	110640151	23.624503	15.387582	23	6	0	0.022958	0	0.002851	0.022789	0.006416	0.026736	0.08175	1	0.975333	0.928991	0.821054	0.636624	0.413868	0.221022	0.043933	0.015383	0.009782	0.007148	0.005653	0.004755	0.004148	1.574967	2.147682	2.953063	0.985453	18	Athaliana_SWE_6097
WHOLE_GENOME	119482896	22.574372	17.459627	22	8	0	0.025172	0	0.002672	0.021706	0.004652	0.035156	0.089359	0.928065	0.898431	0.840153	0.734148	0.584193	0.412652	0.252647	0.067118	0.021145	0.012082	0.00857	0.006555	0.005342	0.004563	1.881198	5.643593	?	0.910892	11	Athaliana_SWE_6098
NON_ZERO_REGIONS	110887894	24.324128	16.908742	23	7	0	0.025172	0	0.002672	0.021706	0.004652	0.035156	0.089359	1	0.968069	0.905274	0.791052	0.629474	0.444637	0.27223	0.07232	0.022784	0.013019	0.009234	0.007063	0.005756	0.004917	1.737438	2.432413	4.054021	0.981387	17	Athaliana_SWE_6098
WHOLE_GENOME	119482896	18.051227	16.813269	16	8	0	0.023509	0	0.002702	0.018598	0.00533	0.0399	0.09004	0.915605	0.856921	0.73253	0.565768	0.393572	0.246086	0.142099	0.045338	0.017749	0.009432	0.006401	0.004984	0.00417	0.003668	2.578747	9.025614	?	0.874346	9	Athaliana_SWE_6099
NON_ZERO_REGIONS	109399171	19.715075	16.611422	18	7	0	0.023509	0	0.002702	0.018598	0.00533	0.0399	0.09004	1	0.935907	0.80005	0.617916	0.429849	0.268768	0.155197	0.049517	0.019385	0.010302	0.006991	0.005443	0.004554	0.004006	1.971508	3.285846	4.928769	0.954849	13	Athaliana_SWE_6099
WHOLE_GENOME	119482896	17.333663	14.915167	16	7	0	0.025165	0	0.002771	0.024682	0.003986	0.022158	0.078761	0.919741	0.868213	0.75325	0.573097	0.374842	0.210575	0.105513	0.027031	0.011324	0.007082	0.005285	0.004273	0.003634	0.003212	2.166708	8.666832	?	0.882636	9	Athaliana_SWE_6100
NON_ZERO_REGIONS	109893273	18.846252	14.607132	17	6	0	0.025165	0	0.002771	0.024682	0.003986	0.022158	0.078761	1	0.943976	0.818981	0.623107	0.407552	0.22895	0.114721	0.02939	0.012312	0.0077	0.005746	0.004645	0.003951	0.003492	1.884625	2.692322	4.711563	0.959483	14	Athaliana_SWE_6100
WHOLE_GENOME	119482896	44.730988	29.34913	43	16	0	0.026193	0	0.001957	0.020993	0.007429	0.062875	0.119446	0.93265	0.915521	0.899045	0.875437	0.839186	0.787315	0.721158	0.563215	0.394492	0.243678	0.136364	0.074043	0.042167	0.026574	1.944826	4.97011	?	0.92354	11	Athaliana_SWE_6101
NON_ZERO_REGIONS	111435701	47.961183	27.724544	45	15	0	0.026193	0	0.001957	0.020993	0.007429	0.062875	0.119446	1	0.981634	0.963969	0.938656	0.899786	0.84417	0.773235	0.603887	0.42298	0.261275	0.146211	0.07939	0.045212	0.028493	1.712899	2.524273	3.689322	0.990147	20	Athaliana_SWE_6101
WHOLE_GENOME	119482896	14.184238	15.028797	13	6	0	0.026835	0	0.002778	0.023967	0.004977	0.062545	0.121102	0.908151	0.815493	0.635103	0.42645	0.243777	0.12229	0.05838	0.016448	0.00781	0.005247	0.004144	0.003531	0.003171	0.002942	2.836848	14.184238	?	0.844491	8	Athaliana_SWE_6102
NON_ZERO_REGIONS	108508504	15.618811	15.043339	14	6	0	0.026835	0	0.002778	0.023967	0.004977	0.062545	0.121102	1	0.897971	0.699337	0.46958	0.268432	0.134659	0.064285	0.018111	0.0086	0.005778	0.004564	0.003888	0.003491	0.00324	2.231259	3.904703	5.20627	0.929675	12	Athaliana_SWE_6102
WHOLE_GENOME	119482896	18.792763	15.793737	18	7	0	0.024758	0	0.002959	0.023619	0.002154	0.034884	0.088375	0.917118	0.879373	0.794806	0.638888	0.440351	0.258367	0.132565	0.032197	0.012227	0.007326	0.005353	0.004316	0.003699	0.003286	2.088085	9.396381	?	0.889462	10	Athaliana_SWE_6104
NON_ZERO_REGIONS	109579935	20.491103	15.400774	19	6	0	0.024758	0	0.002959	0.023619	0.002154	0.034884	0.088375	1	0.958844	0.866634	0.696626	0.480147	0.281716	0.144545	0.035107	0.013332	0.007988	0.005837	0.004706	0.004033	0.003583	1.707592	2.561388	4.098221	0.969732	15	Athaliana_SWE_6104
WHOLE_GENOME	119482896	15.532043	13.003682	15	5	0	0.021067	0	0.003263	0.157949	0.000671	0.023129	0.206079	0.928083	0.881741	0.762847	0.541083	0.286277	0.109941	0.03524	0.008682	0.005301	0.004014	0.003359	0.002948	0.002675	0.002473	1.941505	5.177348	?	0.899796	10	Athaliana_SWE_6105
NON_ZERO_REGIONS	110890091	16.735611	12.730138	16	5	0	0.021067	0	0.003263	0.157949	0.000671	0.023129	0.206079	1	0.950067	0.82196	0.583011	0.30846	0.11846	0.03797	0.009354	0.005712	0.004325	0.00362	0.003176	0.002883	0.002665	1.673561	2.390802	3.347122	0.966865	15	Athaliana_SWE_6105
