pop	prec_clim_change	tmax_clim_change
-100.383_52.05	0.0908653197347717	0.0344965268783059
-101.6333_54.7667	0.00455060567330844	0.0418362134481582
-105.3333_54.85	0.0202575349327924	0.0322946209073502
-106.0667_53.1167	0.0565155865878629	0.0239273782177186
-106.6333_54.3333	0.0481483438982312	0.0288449766883179
-107.25_54.0833	0.0560752053936717	0.0321478271759532
-107.75_55.25	0.0347901143411	0.0337625582213207
-110.85_54.6333	0.0452124692702903	0.0403682761341878
-111.3833_57.3333	0.0343497936569289	0.050497043600584
-116.9167_56.1167	0.050057544218681	0.0495429134378077
-60.35_46.75	0.0318542397131591	0.0698738161449941
-63.7966_45.6835	0.0736904531613173	0.0776539067079906
-64.8854_45.9627	0.172335840660133	0.0766263502865238
-66.6966_47.3793	0.153546243041311	0.0621671634987411
-68.3467_49.6514	0.0562219991250688	0.0535797434216291
-70.1531_47.625	0.103195993172124	0.0717821346531557
-70.27_45.375	0.226502727545643	0.0713417534589646
-71.87_48.72	0.0371388140434528	0.0750115967438907
-72.5833_46.4166	0.175271715288073	0.0692132646745134
-73.26_49.416	0.0033762568133909	0.0650296230088916
-75.3666_47.9666	0.0543136806169072	0.0648828292774945
-75.88_46.74	0.168886237556792	0.0572495552448481
-76.9384_45.5085	0.223273265454908	0.0516713934517603
-77.8833_44.65	0.23061295202476	0.0575431427076422
-80.76_47.65	0.053726505691319	0.0477079627040401
-81.45_45.1333	0.152665480652928	0.0717821346531557
-84.39_46.72	0.195235662758072	0.038019576431835
-84.68_44.42	0.167051266329839	0.0493961341227874
-85.35_44.577	0.190244675890572	0.0446252943447021
-86.13_49.614	0.0491759000180106	0.0450656887700437
-89.09_44.35	0.149876399756384	0.0414692412949099
-89.753_45.581	0.142977094380723	0.0338359749553027
-92.5_46.7	0.0921864633173452	0.0457996441958785
-93.3666_49.85	0.0198171537386013	0.044772127510996
-94.5_49.7833	0.0446252943447021	0.0485887393579299
-95.75_49.5	0.0846999830160958	0.0449188949955485
-96.15_50.55	0.0651764167402886	0.0419830071795553
-97.8167_55.7667	0.0430105759271101	0.0390471440157382
-99.3333_49.7	0.125802227807269	0.0359644641922764
