pop	prec_clim_change	tmax_clim_change
-103.9384_44.404	0.102462024515138	0.0322946209073502
-105.2121_37.600883	0.0344965268783059	0.0817641083881549
-105.38292_41.22667	0.113031173175726	0.0487355188238194
-105.41198_39.8351	0.132407945720136	0.0804429648055814
-105.4447_39.864	0.138573282438812	0.0819109021195519
-105.4681_40.001	0.1441514442319	0.0753051842066848
-105.48601_40.10122	0.143711063037708	0.0733968656985232
-105.48635_39.89079	0.139307251095797	0.079121821223008
-105.497315_39.904039	0.139307251095797	0.079121821223008
-105.504519_39.950023	0.145766175277267	0.0778007004824859
-105.50508_40.13133	0.147968081248223	0.0754519779380819
-105.51717_39.90667	0.146206556471458	0.0798557898799933
-105.53209_40.01737	0.15061036841337	0.0767731440610191
-105.5325_40.08	0.148702049905208	0.0764795340578612
-105.53355_40.2572	0.148555256173811	0.0729564845043321
-105.53634_39.81715	0.13769252005043	0.0814705209253608
-105.53995_40.03459	0.15061036841337	0.0767731440610191
-105.54125_40.19816	0.142830300649326	0.0714885681791898
-105.55647_39.90825	0.154720592892487	0.0794154086858021
-105.57111_39.85218	0.153839830504105	0.0841128080905076
-105.5936_39.951	0.150463574681973	0.0782410588346258
-105.59512_39.8669	0.152812274384325	0.0836724268963165
-105.60204_39.89605	0.152225099458737	0.0778006776404346
-105.6071_39.684	0.146206556471458	0.088516620032419
-105.609193_39.888743	0.152225099458737	0.0778006776404346
-105.708153_39.626107	0.147968081248223	0.0879294451068308
-105.71661_39.61232	0.142536713186532	0.0844063955533017
-105.72413_39.56659	0.138279694976018	0.0888102074952131
-105.72963_39.76282	0.153986624235502	0.0782410588346258
-105.77502_39.44981	0.116994603923446	0.0893973824208013
-105.77581_39.79634	0.155454561549472	0.0761859465950671
-105.79584_39.69245	0.147968081248223	0.0798557898799933
-105.81791_39.77082	0.15604173647506	0.0778006776404346
-105.87073_39.64129	0.146353350202855	0.082204489582346
-105.87196_39.66007	0.146353350202855	0.082204489582346
-105.87838_39.66365	0.146353350202855	0.0829384582393312
-105.88151_39.68685	0.149876399756384	0.0760391528636701
-105.88254_39.66887	0.149876399756384	0.0760391528636701
-105.8927_40.5206	0.140188013484179	0.0665709767335988
-105.90985_39.60477	0.137545726319033	0.0797089961485962
-106.04304_39.47185	0.119490097357196	0.082204489582346
-106.044552_39.58852	0.120517653476975	0.0723693095787439
-106.05139_39.40197	0.122572765716534	0.0866083015242574
-106.059082_39.32787	0.109067742428006	0.0926268445115363
-106.0621_40.309	0.157950054983222	0.0627543385967221
-106.07946_39.20007	0.0827916645079342	0.0940947818255068
-106.119_40.39963	0.155160974086678	0.0614331946262648
-106.132842_38.422137	0.00807365522683755	0.0814705209253608
-106.14469_39.45788	0.126682990195651	0.0811769334625667
-106.14569_39.09053	0.0816173146567578	0.0910121134661688
-106.15763_39.44145	0.126682990195651	0.0811769334625667
-106.17461_39.4117	0.123893909299107	0.0792686149544051
-106.21713_39.35376	0.117581778849034	0.0830852519707283
-106.22016_39.52868	0.136077789005062	0.0795622024171992
-106.26055_39.19892	0.0923332570487422	0.0839660390112866
-106.29311_39.23732	0.0965902752592566	0.0829384582393312
-106.309739_39.274043	0.10040691227558	0.0830852763643151
-106.31117_39.36264	0.114352316758299	0.085287182981744
-106.31962_38.76734	0.0377259889690409	0.0824981012663341
-106.32417_38.53158	0.0212850910525717	0.085433951673081
-106.3251_42.74451	0.118462541237416	0.0416894197167612
-106.349831_38.702642	0.0356708767294823	0.0830852519707283
-106.37528_41.33917	0.127123371389842	0.056809174050657
-106.39657_38.81373	0.0450656755388933	0.0830852763643151
-106.429597_38.987883	0.0656167979344798	0.0819109021195519
-106.50222_41.33122	0.124334290493298	0.0519649809145544
-106.50527_39.06762	0.0804429648055814	0.082057695850949
-106.5632_38.807	0.0457996441958785	0.0719289495026756
-106.588833_37.64675	0.0161473104536751	0.0921864633173452
-106.625_40.544	0.166904472598442	0.056809174050657
-106.6269_38.775	0.0422765946423494	0.0751583904752878
-106.651917_37.648167	0.0183492164246308	0.0910121134661688
-106.673_38.7461	0.0397811012085996	0.0760391528636701
-106.675783_37.616283	0.0211382973211747	0.100994087201168
-106.6803_38.758	0.0437445319563198	0.0739840623456092
-106.7594_38.7257	0.0377259889690409	0.0719289283845528
-106.7618_38.727	0.0377259889690409	0.0719289283845528
-106.766_38.768	0.0430105632993346	0.0742776280869055
-106.768533_37.485433	0.0406618635969819	0.106425486509061
-106.80165_37.796117	0.0133582295571312	0.0932140194371245
-106.8045_38.707	0.0325882083701443	0.0694334553362563
-106.818183_37.780067	0.0174684540362485	0.0904249385405806
-106.8201_38.73	0.0390471325516143	0.0691398474880089
-106.8229_38.692	0.0325882083701443	0.0694334553362563
-106.8353_38.828	0.0512310122575692	0.0731032782357291
-106.8387_38.666	0.0289183650852181	0.0689930537566118
-106.8628_38.762	0.0460932316586726	0.0739840406241114
-106.91277_38.86642	0.0543136806169072	0.0706077848019793
-106.94635_39.01292	0.0716353409217587	0.0778007004824859
-106.95197_38.87026	0.0549008555424954	0.0720757221159498
-106.9672_38.9695	0.0682590850996266	0.0775070901776405
-106.9812_38.99812	0.0682590850996266	0.0775070901776405
-106.9876_38.963	0.0682590850996266	0.0775070901776405
-106.9884_38.945	0.0660571791286709	0.0719289283845528
-106.9888_38.958	0.0660571791286709	0.0719289283845528
-106.9897_38.9761	0.0682590850996266	0.0775070901776405
-106.9916_44.28276	0.072809690772935	0.041102244791173
-106.9925_38.963	0.0682590850996266	0.0775070901776405
-106.9986_38.976	0.0682590850996266	0.0775070901776405
-106.99885_39.00767	0.0714885471903616	0.0792686149544051
-106.99912_38.8788	0.063268098232127	0.0720757432771709
-107.0068_38.9885	0.0704609910705823	0.0738372468927144
-107.0223_39	0.0704609910705823	0.0738372468927144
-107.02673_38.96992	0.0704609910705823	0.0738372468927144
-107.0352_39.01505	0.0713417534589646	0.0754519779380819
-107.0613_38.856	0.0557816179308776	0.0795622024171992
-107.06551_38.99427	0.0700206098763911	0.0736904531613173
-107.1009_38.85	0.0544604743483042	0.0778006776404346
-107.1547_38.858	0.0541668868855101	0.0735436594299203
-107.15913_39.64888	0.114499110489696	0.0672315289798473
-107.2026_38.898	0.0626809233065388	0.0706077848019793
-107.30578_44.30075	0.0673783227112443	0.0382397782560143
