Taxon_name,Pop_ID,Sample_name,Country,Pool_Size,Lat,Long,Alt,Author,Data_type,
Boechera stricta,,Bstricta_RP234,USA,,38.963,-106.9925,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP245,USA,,38.768,-106.766,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP255,USA,,38.727,-106.7618,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP261,USA,,38.7461,-106.673,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP262,USA,,38.758,-106.6803,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP265,USA,,38.807,-106.5632,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP270,USA,,44.30075,-107.30578,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP272,USA,,40.5206,-105.8927,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP273,USA,,42.74451,-106.3251,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP274,USA,,44.28276,-106.9916,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP275,USA,,41.22667,-105.38292,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP278,USA,,41.33917,-106.37528,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP279,USA,,41.33122,-106.50222,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP281,USA,,40.60778,-108.863,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP285,USA,,38.53158,-106.32417,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP290,USA,,39.00767,-106.99885,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP291,USA,,39.01505,-107.0352,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP294,USA,,39.01292,-106.94635,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP295,USA,,38.99812,-106.9812,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP296,USA,,38.96992,-107.02673,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP301,USA,,38.87026,-106.95197,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP306,USA,,38.86642,-106.91277,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP308,USA,,38.8788,-106.99912,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP482,USA,,39.64129,-105.87073,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP483,USA,,40.19816,-105.54125,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP484,USA,,39.69245,-105.79584,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP485,USA,,40.2572,-105.53355,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP486,USA,,39.35376,-106.21713,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP488,USA,,39.4117,-106.17461,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP489,USA,,39.45788,-106.14469,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP490,USA,,38.76734,-106.31962,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP491,USA,,40.10122,-105.48601,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP492,USA,,38.81373,-106.39657,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP494,USA,,39.76282,-105.72963,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP495,USA,,39.19892,-106.26055,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP496,USA,,39.20007,-106.07946,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP497,USA,,39.23732,-106.29311,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP498,USA,,39.89079,-105.48635,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP499,USA,,39.81715,-105.53634,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP500,USA,,39.61232,-105.71661,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP501,USA,,39.77082,-105.81791,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP502,USA,,39.44981,-105.77502,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP503,USA,,39.06762,-106.50527,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP505,USA,,39.66887,-105.88254,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP506,USA,,39.66365,-105.87838,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP507,USA,,39.66007,-105.87196,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP508,USA,,39.68685,-105.88151,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP510,USA,,39.89605,-105.60204,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP512,USA,,39.8669,-105.59512,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP513,USA,,39.85218,-105.57111,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP514,USA,,39.44145,-106.15763,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP515,USA,,39.60477,-105.90985,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP516,USA,,40.03459,-105.53995,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP522,USA,,39.40197,-106.05139,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP524,USA,,39.90825,-105.55647,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP525,USA,,39.56659,-105.72413,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP527,USA,,40.13133,-105.50508,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP528,USA,,39.36264,-106.31117,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP530,USA,,39.52868,-106.22016,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP532,USA,,39.09053,-106.14569,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP533,USA,,39.47185,-106.04304,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP537,USA,,37.4241,-108.37922,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP538,USA,,37.36113,-108.25263,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP558,USA,,39.8351,-105.41198,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP559,USA,,39.8351,-105.41198,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP560,USA,,39.8351,-105.41198,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP561,USA,,39.8351,-105.41198,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP562,USA,,39.8351,-105.41198,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP563,USA,,39.8351,-105.41198,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP564,USA,,39.8351,-105.41198,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP565,USA,,39.8351,-105.41198,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP566,USA,,39.79634,-105.77581,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP567,USA,,39.79634,-105.77581,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP568,USA,,39.79634,-105.77581,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP569,USA,,39.79634,-105.77581,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP581,USA,,38.361133,-108.252633,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP591,USA,,38.440633,-107.642283,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP592,USA,,37.648167,-106.651917,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP593,USA,,37.64675,-106.588833,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP595,USA,,37.579183,-108.15705,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP596,USA,,37.369417,-108.078667,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP598,USA,,37.600883,-105.2121,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP600,USA,,37.381033,-108.077367,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP601,USA,,37.780067,-106.818183,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP602,USA,,37.796117,-106.80165,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP603,USA,,37.754867,-108.00705,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP604,USA,,37.616283,-106.675783,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP605,USA,,38.332333,-108.107483,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP606,USA,,38.319467,-108.14,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP607,USA,,38.486833,-108.573067,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP608,USA,,38.5211,-108.603317,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP609,USA,,38.596617,-108.6557,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP610,USA,,38.65595,-108.699867,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP611,USA,,37.485433,-106.768533,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP622,USA,,39.950023,-105.504519,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP623,USA,,38.702642,-106.349831,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP624,USA,,40.01737,-105.53209,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP625,USA,,38.987883,-106.429597,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP626,USA,,38.422137,-106.132842,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP627,USA,,39.274043,-106.309739,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP629,USA,,39.32787,-106.059082,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP630,USA,,39.888743,-105.609193,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP631,USA,,39.904039,-105.497315,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP632,USA,,39.58852,-106.044552,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP633,USA,,39.626107,-105.708153,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP643,USA,,38.2851,-107.367,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP650,USA,,39.012517,-108.23495,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP651,USA,,39.025367,-108.22365,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP652,USA,,39.036417,-108.187733,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP653,USA,,39.00605,-108.199717,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP654,USA,,39.004067,-108.145583,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP655,USA,,39.004283,-108.1101,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP656,USA,,39.025817,-108.0736,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP657,USA,,39.059633,-108.054067,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP658,USA,,39.049967,-108.081033,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP659,USA,,39.0461,-108.068117,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP660,USA,,39.028133,-108.032517,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP661,USA,,39.03025,-107.996333,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_RP662,USA,,39.00355,-107.940917,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ015,USA,,44.97067,-114.08585,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ024,USA,,44.96483,-114.07462,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ037,USA,,44.96267,-114.0697,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ057,USA,,44.58188,-114.41673,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ062,USA,,44.58188,-114.41673,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ068,USA,,44.397,-114.39117,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ104,USA,,44.45728,-114.75288,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ110,USA,,44.45728,-114.75288,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ117,USA,,44.475,-114.7307,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ121,USA,,44.475,-114.7307,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ140,USA,,44.494,-114.734,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ143,USA,,44.494,-114.734,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ156,USA,,44.503,-114.7532,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ160,USA,,44.45728,-114.75288,,Mitchell-Olds,WGS,
Boechera stricta,,Bstricta_HZ170,USA,,44.58188,-114.41673,,Mitchell-Olds,WGS,
