Taxon_name,Pop_ID,Sample_name,Country,Pool_Size,Lat,Long,Alt,Author,Data_type,
Eucalyptus albens,Warrangatta,Eucalyptus_albens_Warrangatta_J388g,Australia,,-36.26528,146.15425,,Murray,WGS,
Eucalyptus albens,Warrangatta,Eucalyptus_albens_Warrangatta_J388b,Australia,,-36.26528,146.15425,,Murray,WGS,
Eucalyptus albens,Warrangatta,Eucalyptus_albens_Warrangatta_J388a,Australia,,-36.26528,146.15425,,Murray,WGS,
Eucalyptus albens,Texas,Eucalyptus_albens_Texas_J429i,Australia,,-28.77243,151.21523,,Murray,WGS,
Eucalyptus albens,Texas,Eucalyptus_albens_Texas_J429h,Australia,,-28.77243,151.21523,,Murray,WGS,
Eucalyptus albens,Texas,Eucalyptus_albens_Texas_J429g,Australia,,-28.77243,151.21523,,Murray,WGS,
Eucalyptus albens,Texas,Eucalyptus_albens_Texas_J429f,Australia,,-28.77243,151.21523,,Murray,WGS,
Eucalyptus albens,Texas,Eucalyptus_albens_Texas_J429e,Australia,,-28.77243,151.21523,,Murray,WGS,
Eucalyptus albens,Texas,Eucalyptus_albens_Texas_J429d,Australia,,-28.77243,151.21523,,Murray,WGS,
Eucalyptus albens,Texas,Eucalyptus_albens_Texas_J429b,Australia,,-28.77243,151.21523,,Murray,WGS,
Eucalyptus albens,Texas,Eucalyptus_albens_Texas_J429,Australia,,-28.77243,151.21523,,Murray,WGS,
Eucalyptus albens,Inverell,Eucalyptus_albens_Inverell_J428h,Australia,,-29.6731,151.15315,,Murray,WGS,
Eucalyptus albens,Inverell,Eucalyptus_albens_Inverell_J428g,Australia,,-29.6731,151.15315,,Murray,WGS,
Eucalyptus albens,Inverell,Eucalyptus_albens_Inverell_J428f,Australia,,-29.6731,151.15315,,Murray,WGS,
Eucalyptus albens,Inverell,Eucalyptus_albens_Inverell_J428e,Australia,,-29.6731,151.15315,,Murray,WGS,
Eucalyptus albens,Inverell,Eucalyptus_albens_Inverell_J428c,Australia,,-29.6731,151.15315,,Murray,WGS,
Eucalyptus albens,Inverell,Eucalyptus_albens_Inverell_J428a,Australia,,-29.6731,151.15315,,Murray,WGS,
Eucalyptus albens,Tarcutta,Eucalyptus_albens_Tarcutta_J350i,Australia,,-35.2456,147.68083,,Murray,WGS,
Eucalyptus albens,Tarcutta,Eucalyptus_albens_Tarcutta_J350g,Australia,,-35.2456,147.68083,,Murray,WGS,
Eucalyptus albens,Tarcutta,Eucalyptus_albens_Tarcutta_J350c,Australia,,-35.2456,147.68083,,Murray,WGS,
Eucalyptus albens,Tarcutta,Eucalyptus_albens_Tarcutta_J350b,Australia,,-35.2456,147.68083,,Murray,WGS,
Eucalyptus albens,Tarcutta,Eucalyptus_albens_Tarcutta_J350,Australia,,-35.2456,147.68083,,Murray,WGS,
Eucalyptus albens,Wee,Eucalyptus_albens_Wee_J349j,Australia,,-35.24369,148.2968,,Murray,WGS,
Eucalyptus albens,Wee,Eucalyptus_albens_Wee_J349i,Australia,,-35.24369,148.2968,,Murray,WGS,
Eucalyptus albens,Nangar,Eucalyptus_albens_Nangar_J361a,Australia,,-33.42118,148.51154,,Murray,WGS,
Eucalyptus albens,Nangar,Eucalyptus_albens_Nangar_J361,Australia,,-33.42118,148.51154,,Murray,WGS,
Eucalyptus albens,Wee,Eucalyptus_albens_Wee_J349d,Australia,,-35.24369,148.2968,,Murray,WGS,
Eucalyptus albens,Wee,Eucalyptus_albens_Wee_J349b,Australia,,-35.24369,148.2968,,Murray,WGS,
Eucalyptus albens,Wee,Eucalyptus_albens_Wee_J349a,Australia,,-35.24369,148.2968,,Murray,WGS,
Eucalyptus albens,Wee,Eucalyptus_albens_Wee_J349,Australia,,-35.24369,148.2968,,Murray,WGS,
Eucalyptus albens,Yellow,Eucalyptus_albens_Yellow_J341c,Australia,,-29.40223,151.41655,,Murray,WGS,
Eucalyptus albens,Yellow,Eucalyptus_albens_Yellow_J341b,Australia,,-29.40223,151.41655,,Murray,WGS,
Eucalyptus albens,Yellow,Eucalyptus_albens_Yellow_J341a,Australia,,-29.40223,151.41655,,Murray,WGS,
Eucalyptus albens,Yellow,Eucalyptus_albens_Yellow_J341,Australia,,-29.40223,151.41655,,Murray,WGS,
Eucalyptus albens,Keepit,Eucalyptus_albens_Keepit_J294,Australia,,-30.8942,150.66708,,Murray,WGS,
Eucalyptus albens,Texas,Eucalyptus_albens_Texas_J429c,Australia,,-28.77243,151.21523,,Murray,WGS,
Eucalyptus albens,Texas,Eucalyptus_albens_Texas_J429a,Australia,,-28.77243,151.21523,,Murray,WGS,
Eucalyptus albens,Inverell,Eucalyptus_albens_Inverell_J428i,Australia,,-29.6731,151.15315,,Murray,WGS,
Eucalyptus albens,Inverell,Eucalyptus_albens_Inverell_J428d,Australia,,-29.6731,151.15315,,Murray,WGS,
Eucalyptus albens,Inverell,Eucalyptus_albens_Inverell_J428b,Australia,,-29.6731,151.15315,,Murray,WGS,
Eucalyptus albens,Inverell,Eucalyptus_albens_Inverell_J428,Australia,,-29.6731,151.15315,,Murray,WGS,
Eucalyptus albens,Bundarra,Eucalyptus_albens_Bundarra_J426i,Australia,,-30.30846,151.20667,,Murray,WGS,
Eucalyptus albens,Bundarra,Eucalyptus_albens_Bundarra_J426h,Australia,,-30.30846,151.20667,,Murray,WGS,
