pop	prec_clim_change	tmax_clim_change
138.18006_-32.85	0.047414375241246	0.0905717322719777
138.1843_-32.8229	0.0521117746459515	0.0915993421783467
144.07336_-36.76884	0.0387535450888203	0.0907185526380684
144.52614_-36.84715	0.0413958322539671	0.0943883692883009
144.74492_-36.93458	0.0434509444935257	0.0936544006313156
145.96066_-36.5877	0.0457996441958785	0.0943883692883009
146.15425_-36.26528	0.047414375241246	0.0964434815278595
146.65103_-36.14425	0.0337625582213207	0.0955627191394772
147.68083_-35.2456	0.000587174925588186	0.110242124645938
147.71677_-37.21575	0.0022019059709557	0.11193031877749
147.85228_-37.36159	0.0139454044827194	0.118976389159535
148.2968_-35.24369	0.02833119015963	0.107306280660852
148.30525_-36.96985	0.00572495552448481	0.113691878485443
148.34419_-37.07782	0.0019083185081616	0.118389283406727
148.51154_-33.42118	0.00910121134661688	0.136371376467856
148.83685_-35.07022	0.0440381194191139	0.110682473473373
148.93951_-31.35926	0.0701674036077882	0.141949579936913
149.94203_-30.49283	0.124334290493298	0.138279694976018
150.05293_-30.14391	0.128297721241019	0.139160498221503
150.09621_-30.70737	0.108920948696608	0.136811757662047
150.66708_-30.8942	0.0591578737530097	0.125875661629682
150.6728_-30.89198	0.0591578737530097	0.125875661629682
150.6998_-31.71111	0.0149729606024987	0.132995120645724
151.15315_-29.6731	0.034936908072497	0.121104828402563
151.20667_-30.30846	0.0187895976188219	0.120297498198863
151.21523_-28.77243	0.0292119525480122	0.109214600289567
151.252_-30.23707	0.0154133417966899	0.120664447208372
151.41655_-29.40223	0.0123306734373519	0.1222793577581
151.73259_-27.18896	0.0615065734553625	0.0965902752592566
