pop	prec_clim_change	tmax_clim_change
-0.23_42.76	0.0587174925588186	0.106352089621813
-0.36_39.88	0.0258356967258802	0.0979848444755836
-0.56_42.52	0.0431573570307317	0.112737618812357
-0.7_42.86	0.0532861244971279	0.110976060936167
-1.23_42.97	0.0471207877784519	0.123453564350511
-1.32_41.25	0.0381663701632321	0.100113324812786
-1.37_40.94	0.0195235662758072	0.0971774501848447
-1.43_41.13	0.0405150698655848	0.10040691227558
-1.63_41.48	0.0481483438982312	0.102755702484253
-1.68_40.82	0.0358176704608793	0.0921864633173452
-1.6_40.45	0.0201107412013954	0.0954893503091643
-1.88_41.5	0.0485887250924224	0.10011338359877
-1.88_41.85	0.0311202710561738	0.102168527041486
-2.53_42.31	0.0440381194191139	0.11002203089069
-2.56_42.1	0.0434509444935257	0.109287965111718
-2.62_42.24	0.0447720880760992	0.110315521533185
-2.66_38.37	0.0986453874988152	0.0921865174487207
-2.79_41.89	0.0440381194191139	0.110976126100689
-2.83_41.6	0.0449188818074962	0.10187484958955
-2.98_42.27	0.0512310122575692	0.111856921847144
-2.99_42.26	0.0512310122575692	0.111856921847144
-2_40.83	0.0356708767294823	0.0949755720984309
-3.02_42.31	0.0585706988274215	0.11317806659337
-3.03_42.35	0.056809174050657	0.114939592921672
-3.1_42.31	0.056955967782054	0.112297303429219
-3.21_40.72	0.0534329182285249	0.0993794436883419
-3.22_40.94	0.0535797119599219	0.101801512501095
-3.24_40.71	0.0534329182285249	0.0993794436883419
-3.27_41.03	0.0491759000180106	0.103489641403421
-3.28_36.97	0.0827916888153246	0.0980582701524609
-3.31_40.93	0.0528457433029367	0.102021673274203
-3.31_40.95	0.0528457433029367	0.102021673274203
-3.36_36.97	0.0838192452367914	0.0968839196117128
-3.39_38.54	0.101434468395359	0.0976178886996804
-3.44_42.72	0.0629745107693329	0.12374711556771
-3.51_38.33	0.0935076068999186	0.0995262083283959
-3.53333_38.3333	0.0935076068999186	0.0995262083283959
-3.58_41.14	0.0324414146387473	0.109801743322452
-3.58_41.19	0.0366984328492616	0.105104342538604
-3.59_42.86	0.0575431427076422	0.122719595478034
-3.62_40.78	0.0460932316586726	0.0945351907749451
-3.67_40.45	0.0607726047983772	0.0962966877964625
-3.68_41.14	0.0386067513574232	0.101434498176222
-3.68_41.7	0.0243677594119097	0.103930083883401
-3.75_40.46	0.0573963489762452	0.0957095128708743
-3.88_40.4	0.0591578737530097	0.0954894063800095
-3.88_40.5	0.0543136806169072	0.0958563066022713
-3.89_40.57	0.0529925370343338	0.0952691316766831
-3.8_40.33	0.0660571791286709	0.0943150554944752
-3.8_40.98	0.0322946209073502	0.107526439817775
-3.92_40.53	0.0524053621087456	0.0955627191394772
-3.96_40.48	0.0563687928564658	0.094755381436688
-3.96_40.5	0.0563687928564658	0.094755381436688
-3.9_40.51	0.0518181871831574	0.0957095128708743
-3_42.34	0.0572495552448481	0.114205623618213
-4.02_40.52	0.0540200931541131	0.0962233756834684
-4.07_38.77	0.098058212573227	0.0955627191394772
-4.11_40.65	0.0518181871831574	0.101140880932565
-4.11_40.86	0.0413958322539671	0.0985720485140381
-4.15_40.59	0.0424233883737464	0.103342786903521
-4.21_40.38	0.060038636141392	0.0968838627220506
-4.26_40.46	0.0525521558401426	0.0989389749616093
-4.27_40.44	0.0526989495715397	0.0995261498871975
-4.32_38.25	0.0859477549669726	0.102829039033927
-4.34_39.66	0.0713417534589646	0.0982050063046241
-4.38_38.06	0.088443249133392	0.0993059884460409
-4.54_39.15	0.0783878525660228	0.102021643320947
-4.54_41.21	0.0484419313610253	0.100994087201168
-4.5_40.87	0.0503502498691869	0.0989389749616093
-4.64_42.23	0.0518181871831574	0.107012661607042
-4.65_40.05	0.0487355188238194	0.0970306849413645
-4.71_41	0.047267581509849	0.100333544867508
-4.71_41.58	0.0320010334445561	0.100406971233957
-4.91_42.91	0.0381663701632321	0.1158203900904
-4_40.51	0.0553412367366865	0.0961498940650654
-5.04_40.71	0.0446252943447021	0.0989389749616093
-5.07_43.16	0.0396343074772025	0.129618940935064
-5.12_42.84	0.0371388140434528	0.115526734446088
-5.27_36.52	0.0427171514196531	0.124481157319292
-5.32_40.46	0.0321478271759532	0.101874879499708
-5.33_39.4	0.0509374247947751	0.100700499738374
-5.38_41.83	0.015853722990881	0.102535541797395
-5.42_38.26	0.0779475629125505	0.0998197666567743
-5.44_42.1	0.022165853440954	0.104297068642876
-5.45_37.94	0.0641489359562798	0.103856625947404
-5.49_43.37	0.0368452265806587	0.156482117669252
-5.5_40.89	0.022165853440954	0.0988656071225552
-5.63_40.95	0.0171748665734544	0.0994527822205362
-5.64_41.57	0.00807365522683755	0.106425580247833
-5.6_43.02	0.0305330961305857	0.11479279906098
-5.74_40.37	0.0290651588166152	0.113031206361347
-5.77_40.11	0.0394875137458055	0.105985260770524
-5.77_42.8	0.0353772892666882	0.110902761752647
-5.7_43.31	0.0296523337422034	0.151858159715343
-5.84_43.34	0.0302395086677916	0.151858293470873
-5.87_43.38	0.0312670647875709	0.152885805910499
-5.88_43.36	0.028477983891027	0.153179393631883
-5.91_43.33	0.0299459212049975	0.154794126099493
-5.92_42.28	0.0192299788130131	0.104150183004384
-5_40.4	0.0356708767294823	0.106131867800065
-6.01_37.38	0.0535798063452096	0.107966821141261
-6.01_43.28	0.031707445981762	0.142757029522766
-6.15_42.5	0.0228998220979392	0.106352089621813
