Orthogroup,At Genes,Tau Min,Tau Z,At Node Betweenness Max,At Node Betweenness Z,At Node Strength Max,At Node Strength Z,At Node Degree Max,At Node Degree Z,At Node Closeness Max,At Node Closeness Z
OG0000666,AT1G28190,0.83543623,-0.802340788,20928.33333,-0.297119148,730.0355,-0.793541506,242,-0.7691979,8.69E-06,-1.058856339
OG0000667,AT2G27500/AT4G18340/AT1G30080/AT1G32860,0.633950617,-1.149848334,37409.5,-0.254163512,976.8344,-1.863810117,324,-1.794206571,9.46E-06,-1.686481701
OG0000669,AT2G17740/AT2G28270/AT2G44370/AT2G44380/AT2G44390/AT2G44400/AT5G40590/AT5G43520,0.901939277,-3.146787521,11710.33333,-2.816697931,725.4571,-2.5693405,193,-2.757618177,8.23E-06,-3.099144185
OG0000670,AT2G29735/AT2G43660/AT2G43670/AT4G09090/AT4G09462/AT4G09464/AT4G09465/AT4G09466/AT4G09467/AT4G16165/AT5G53600/AT5G53610/AT5G63225/AT5G63230/AT3G28250/AT1G66852/AT1G66870/AT1G78520,0.874292374,-3.496365329,2820,-1.823876198,135.0362,-1.974917288,50,-1.869016114,7.60E-06,-1.764592854
OG0000671,EXPB4/EXPB5/EXPB2/EXPB6,0.933610421,-2.511354551,NA,NA,NA,NA,NA,NA,NA,NA
OG0000672,AT2G45600/AT2G45610/CXE20,0.624767431,-0.830804309,111628.5,2.929378147,868.5335,-1.24932072,305,-1.151823769,9.66E-06,-0.740493696
OG0000673,ER/ERL2/ERL1,0.860397126,-1.85612379,45861.66667,0.652136003,951.394,-1.576143561,309,-1.539319374,9.36E-06,-1.540314357
OG0000676,ZIP3/ZIP1/ZIP5,0.80606262,-1.664666812,31950,-0.466369562,1015.9372,-1.496039443,300,-1.583557213,8.92E-06,-1.97278436
OG0000677,AT5G51930/AT5G51950/AT3G56060/AT1G12570/HTH,0.857107836,-2.40276442,20522.56667,-1.840159772,970.1285,-1.876037216,271,-2.048466479,9.04E-06,-2.178690309
OG0000678,TCH2/AT1G18210/AT1G24620/CML23/AT1G73630,0.610127267,-1.192086796,49697.8,0.713955445,1472.6069,-1.354293084,494,-1.265407254,9.98E-06,-0.518548413
OG0000679,TET8/TET7/TET9/TET11/TET10,0.632221788,-1.338789913,26172.5,-1.320097333,1994.8423,-0.916253012,645,-0.88568285,9.97E-06,-0.581155923
OG0000680,ATGP4/MUB2/MUB1/MUB4/MUB6/MUB5,0.322011785,1.846284942,60054.2,1.16790948,3037.0853,-0.215716009,967,0.111208827,1.02E-05,1.503529438
OG0000681,INT3/INT1/INT4/INT2,0.526664533,-0.094274718,45948.73333,0.664598049,1196.7206,-1.317196026,401,-1.254646853,9.71E-06,-1.026392837
OG0000682,"GLN1;4/GS2/""GSR 1""/GLN1.3/GLN1;5/GSR2",0.807212697,-2.37707008,48655.06667,0.340630383,1953.2236,-1.323739667,559,-1.501649033,9.73E-06,-1.618609566
OG0000683,AT2G25760/AT5G18190/AT3G03940/AT3G13670,0.31834616,2.109498856,31107.13333,-0.850667816,3472.7677,0.450832014,1105,1.035705317,1.02E-05,0.876270374
OG0000684,GAMMA-TIP/TIP1;3/TIP2,0.681906052,-1.144142473,20794.73333,-1.033109529,749.3879,-1.401425568,234,-1.408769134,9.32E-06,-1.238773465
OG0000685,AT2G23790/AT4G36820/AT5G42610/AT5G66650,0.829393939,-2.033756206,22565.83333,-1.323009795,884.6684,-1.675243515,252,-1.760281912,9.44E-06,-1.439788592
OG0000693,ATHM3/ATHM2/TRX-M4/THM1,0.596848274,-0.912932295,29445,-1.009041199,2601.7976,-0.423066858,705,-0.724983893,9.95E-06,-0.639028389
OG0000694,AT1G73340,0.973265051,-1.501450793,7471,-1.26405419,400.7634,-1.262028922,128,-1.270842824,7.71E-06,-1.642740279
OG0000695,AT4G28780/AT5G18430/AT5G33370/LTL1,0.879508854,-2.271603286,17508.33333,-2.095264333,812.5355,-2.16900263,224,-2.23785564,8.53E-06,-2.651824155
OG0000699,HAI3/HAI1/PP2CA/HAI2,0.77160149,-1.780518425,35951.4,-0.382178502,957.3635,-1.901368517,307,-1.865539835,9.46E-06,-1.681460722
OG0000700,AT2G13290/AT5G14480/AT3G01620/AT3G27540/AT1G12990/AT1G67880,0.549128788,-0.921936448,40732.4,-0.155694727,1468.4517,-1.608550334,474,-1.547322325,9.88E-06,-1.131982192
OG0000701,ELF4-L3/ELF4-L1/ELF4/ELF4-L4/ELF4-L2,0.425161098,0.481897796,64992.33333,1.503529438,1444.3499,-1.380624427,491,-1.278378608,1.00E-05,-0.328090443
OG0000703,ACA7/ACA4/ACA2/ACA11/ACA1,0.565869967,-0.892498253,35992.66667,-0.377603215,1970.7364,-0.936803243,622,-0.940109157,9.96E-06,-0.62122849
OG0000704,IND/HEC3/HEC1/AT3G21330/HEC2,0.915565863,-2.631952829,9000.666667,-1.927982115,384.1499,-2.126292721,118,-2.123386298,8.30E-06,-1.931897573
OG0000705,SHV3/SVL1/SVL4/SVL5/SVL3/SVL2/SNC4,0.656953955,-1.756517313,65270.66667,1.227715955,1879.0382,-1.564665638,609,-1.506360053,1.00E-05,-0.728151083
OG0000706,AT2G06960/AT2G36690/AT2G44800/KUOX1/AT3G60290,0.876878024,-2.260053252,7908.333333,-2.026654883,450.5638,-1.939818539,134,-2.003499266,8.63E-06,-1.737825135
OG0000708,AT5G42200,0.858330447,-0.882419828,13015.33333,-0.851104501,705.7863,-0.825611084,226,-0.824329172,8.99E-06,-0.856357442
OG0000709,AT2G22750/AT2G22760/NAI1/AT4G37850,0.872209501,-2.230647075,19346.66667,-1.598651284,873.0811,-1.689008216,245,-1.795729152,8.83E-06,-2.048466479
OG0000711,AT2G44770/AT3G03610/AT3G60260/AT1G03620/AT1G67400,0.660566706,-1.483447972,53037,0.766747862,2397.5585,-0.769606688,794,-0.609470654,1.01E-05,-0.038624569
OG0000712,SCAMP3/SCAMP4/SCAMP2/SCAMP5/SC3,0.41038961,0.634305632,33055.56667,-0.653641133,2655.2544,-0.374666133,841,-0.242874187,1.01E-05,-0.057498035
OG0000713,PD1/ADT5/ADT2/ADT6/ADT1,0.570863919,-0.928738916,51923,0.842401384,2955.5447,-0.100201473,958,0.246633786,1.01E-05,0.0608485
OG0000715,AT3G25190/AT3G43630/AT3G43660/AT1G21140/AT1G76800,0.79542287,-2.123375024,10135.5,-2.297478987,446.9085,-2.468036725,136,-2.487682789,8.39E-06,-2.332952185
OG0000716,PIP5K3/PIP5K5/PIP5K6/PIP5K4/PIP5K1/PIP5K2,0.557291504,-0.99346977,51373.16667,0.667634684,1947.4656,-1.149465946,554,-1.327399647,1.00E-05,-0.566815706
OG0000717,PIN4/EIR1/PIN7/PIN3/PIN1,0.668113676,-1.512490412,59679.4,1.142430525,1442.0555,-1.639234251,434,-1.662999829,9.63E-06,-1.625407817
OG0000718,ML2/ML4/ML1/ML5,0.527983459,-0.367980692,40274.26667,-0.002736497,2558.4608,-0.45554915,829,-0.293307981,1.02E-05,1.245349258
OG0000719,AT2G46170/BTI2/BTI1/BTI3/AT3G61560/RTNLB3,0.381790253,0.90178012,50623.13333,0.49023312,2852.696,-0.532161328,894,-0.375318538,1.01E-05,-0.099895893
OG0000720,AT2G42150/AT2G44430/AT3G57980/AT3G60110/BRD4,0.50356159,-0.351583907,44671.73333,0.350636283,1579.6904,-1.257993841,487,-1.286683131,9.86E-06,-0.959682677
OG0000721,LAX2/AUX1/LAX1/LAX3,0.621548822,-1.064217283,61237.33333,1.356578775,1402.7621,-1.417849059,426,-1.476767425,9.81E-06,-1.085873015
OG0000722,IAA14/IAA16/IAA7/AXR3,0.650812391,-1.232134535,51058.96667,0.797714151,932.2329,-1.951933144,317,-1.822274195,9.72E-06,-1.290868872
OG0000723,AT2G40116/PLC1/PLC5/PLC4/PLC2/AT3G55940,0.50660363,-0.560456617,41907.33333,-0.225685675,1402.1651,-1.884945721,471,-1.741969232,1.01E-05,-0.160928847
OG0000724,BRL2/BRI1/BRL3/BRL1,0.553781219,-0.592212516,64598.5,1.491400487,1620.5886,-1.220000137,483,-1.294374346,9.63E-06,-1.432116001
OG0000725,ROC3/AT2G21130/ROC5/ROC1/ROC2/ROC4,0.54152752,-0.858674748,34428,-0.765932205,4271.7753,1.352014447,966,0.109373368,9.90E-06,-1.077142099
OG0000727,AT5G08391/AT5G63500/AT3G48660,0.592314299,-0.625295835,45363.16667,0.895628447,1335.7419,-0.840235563,453,-0.772881641,9.96E-06,0.016115605
OG0000728,AT4G27270/AT4G36750/AT5G58800,0.513172542,0.002512247,42962.8,0.4380784,1988.4035,-0.681760212,675,-0.575405653,1.01E-05,0.506758733
OG0000731,GLP10/GL22/GLP5/GLP4/AT1G18980,0.815767566,-2.220100007,90178.46667,2.178690309,1313.3169,-1.763152231,276,-2.280773333,9.55E-06,-1.774781255
OG0000733,MKS1/AT1G21326/PDE337,0.65980353,-1.030961956,44643.63333,0.844136889,1540.5188,-0.687525596,469,-0.740093791,9.45E-06,-1.06956935
OG0000734,AT2G28120/AT2G39210,0.802766065,-1.282963753,36437.4,0.277157218,1113.1774,-1.010053466,346,-1.023308392,9.05E-06,-1.452767892
OG0000735,AT2G23900/AT4G23500/AT3G48950/AT3G61490,0.720509719,-1.555625406,32878,-0.376297445,1531.2006,-1.039873156,219,-1.924095994,8.96E-06,-1.922163779
OG0000736,CINV2/A/N-InvB/A/N-InvD/CINV1/A/N-InvF,0.592530943,-1.080499474,50458.73333,0.764709674,1197.7428,-1.635748257,427,-1.472258836,9.87E-06,-0.93209819
OG0000737,AT4G26010/AT5G17820/RHS18/AT3G03670/AT1G34510,0.936521645,-2.766871267,7082.666667,-3.298970028,1031.7232,-2.109116838,234,-2.522728326,7.93E-06,-3.183391992
OG0000744,AT4G04402/AHP3/AHP1/AHP2/AHP5,0.552411874,-0.579230468,60462.96667,1.335514818,1843.2011,-1.043010928,619,-0.946276133,1.01E-05,0.26359603
OG0000745,AT4G12870/AT4G12890/AT4G12900/GILT/OSH1/AT1G07080,NA,-1.51156339,35085.16667,-0.699902245,1967.2485,-1.137771485,641,-1.07822897,1.00E-05,-0.615338939
OG0000746,AT4G04460/AT4G22050/APA1/AT1G62290,0.692948128,-1.447132125,56108.56667,1.260008817,2535.0557,-0.251652023,802,-0.155386972,1.02E-05,1.662999829
OG0000747,GAPC1/GAPC2/GAPCP-2/GAPCP-1,0.545393018,-0.510984224,70262.96667,1.695372116,2558.7293,-0.454537485,731,-0.637164855,9.87E-06,-0.952957995
OG0000748,PSK2/PSK5/PSK4/PSK1,0.847849691,-2.120566976,26927.33333,-1.249984549,563.7475,-2.577679248,181,-2.537660097,8.75E-06,-2.425582469
OG0000749,MIOX2/MIOX4/MIOX5/MIOX1,0.832631857,-2.050399794,70620.66667,1.869016114,450.2268,-2.449299434,137,-2.468036725,8.35E-06,-2.36659739
OG0000750,PTR4/PTR2/PTR5/PTR1/PTR6,0.651566615,-1.441262027,45416.51905,0.244127003,2666.2622,-0.537774623,857,-0.379236334,1.02E-05,1.416189467
OG0000751,AT3G12830/AT1G16510/AT1G56150/AT1G79130,0.757450765,-1.708790933,14641.5,-1.97278436,518.7874,-2.268649232,166,-2.226835458,9.16E-06,-1.744748672
OG0000752,AGL6/SEP1/SEP2/AGL13/SEP3,0.771185646,-1.999877431,10961,-2.2415902,463.2532,-2.392381187,122,-2.631894449,7.78E-06,-2.868501568
OG0000753,AT4G09160/AT1G30690/AT1G72160,0.626820402,-0.844235343,71102.4,1.888551395,1539.4594,-1.028970687,507,-0.96645104,1.00E-05,-0.182529259
OG0000754,AT4G16745/AT4G32790/AT5G11610/AT5G19670/AT5G25820/AT5G37000,0.560999606,-1.015991786,47168.56667,0.235365219,1559.177,-1.726917752,466,-1.767485137,9.90E-06,-1.249984549
OG0000755,LOX5/LOX1,0.742556518,-1.048212445,52381.33333,1.297895798,680.4471,-1.504471638,228,-1.43126868,9.05E-06,-1.445815295
OG0000756,AT1G54070/AT1G56220,0.666525429,-0.703438038,16023.73333,-1.376692068,1013.178,-1.096349707,314,-1.118808752,9.43E-06,-1.09026967
OG0000757,LBD41/LBD40/LBD42,0.931138452,-2.234218576,70845.5,2.053448371,564.6378,-1.69922366,170,-1.70439859,8.22E-06,-2.014942035
OG0000758,OCT3/OCT1/OCT2,0.854579004,-1.843044692,31936.16667,-0.467386761,336.3152,-2.816697931,117,-2.651824155,8.51E-06,-2.260747995
OG0000759,AT5G16410/AT1G32910/AT1G78990,0.819379012,-1.703722365,18893.16667,-1.183077932,526.2636,-1.770392282,140,-1.939818539,8.68E-06,-1.69922366
OG0000760,NAC080/ANAC087/NAC6/NAC100/NAC046/NAC3,0.759768857,-2.152420813,52100.33333,0.575764486,761.1467,-2.785943647,245,-2.695163038,9.14E-06,-2.603830791
OG0000763,MSRB3/MSRB4/MSRB5/MSRB6/MSRB7/MSRB8/MSRB9/MSRB2,0.502625559,-0.791783017,48181.33333,0.068770567,1746.2455,-1.845141332,546,-1.840159772,9.74E-06,-1.89218179
OG0000764,AT4G33070/AT5G01320/PDC3/PDC2,0.594917027,-0.90266816,29121.2,-0.727358602,1072.1517,-1.430422385,339,-1.437221655,9.67E-06,-1.111448035
OG0000768,AT2G33845/AT4G28440/AT1G03810/AT1G10590/AT1G23750,0.361901843,1.25844695,79419.23333,2.014942035,3582.4903,0.575046894,1109,1.055666045,1.01E-05,-0.087069579
OG0000769,ORP1A/ORP1B/ORP1C/ORP2B/ORP2A/ORP1D,0.429601571,0.297371063,70235.3,1.585691467,3603.3536,0.447132723,1134,1.085324908,1.02E-05,1.101354596
OG0000771,AT2G25050/AT5G07740/AT5G58160/AT3G32410/AT3G32420/AFH14,0.430275398,0.573995282,35360.13333,-0.439752397,3187.2643,0.128665275,883,-0.077916812,1.00E-05,-0.202663121
OG0000772,ENT6/FUR1/ENT4/AT4G05140/AT3G09990/ENT7,0.792369615,-2.308198636,3856,-2.47447978,155.9938,-2.833133515,57,-2.731346185,8.42E-06,-1.867275154
OG0000773,YSL5/YSL8/YSL7,0.507006152,0.061070689,46845.66667,0.725379394,1426.3883,-1.122797441,492,-1.006515042,1.00E-05,-0.109679252
OG0000776,PAP18/PAP20/PAP21/PAP22,0.664214858,-1.299975856,55486.83333,1.225780156,1089.1835,-1.409589788,369,-1.345220308,9.96E-06,-0.347727771
OG0000777,AT3G62730/AT1G47980,0.947413275,-1.917439092,16964,-1.322280628,597.8207,-1.643913455,157,-1.800322051,7.75E-06,-2.392381187
OG0000778,AT2G39400/AT2G39410/AT2G39420/AT2G47630/AT3G55180/AT3G55190/AT3G62860,0.714807915,-2.08032669,45272.73333,0.230991136,750.9079,-2.545343442,240,-2.455449825,9.31E-06,-2.150216567
OG0000779,SWEET7/SWEET8/AtVEX1/SWEET4/SWEET6,0.817327545,-2.227103801,17181.33333,-1.780686928,430.2482,-2.515468401,112,-2.706834116,8.15E-06,-2.553180054
OG0000780,ZIF1/ZIFL1/ZIFL2,0.533621612,-0.146677735,20423.83333,-1.512057775,969.9825,-1.549338624,283,-1.634590664,9.27E-06,-1.631130966
OG0000781,AT5G14895/AT5G25240/AT5G62865/AT3G01430/AT3G48020,0.698064317,-1.659959836,35607.1,-0.415431163,1367.9982,-1.454517056,438,-1.427047408,9.90E-06,-0.86075301
OG0000782,AT5G23400,0.796497202,-0.649924381,27711.5,0.195219944,1590.8852,-0.077001907,483,-0.119166894,9.23E-06,-0.639774424
OG0000785,AT3G19430,0.956928257,-1.388979276,1759.666667,-2.033818312,503.0454,-1.087519297,109,-1.386960974,7.68E-06,-1.682711994
OG0000791,PSKR1/PSKR2/RLP2/RLP3/PSY1R,0.588786214,-0.856540118,41606,0.341597191,1776.9525,-0.847615551,535,-0.911636287,9.63E-06,-1.189222161
OG0000792,AT3G09010/AT1G16670,0.612859462,-0.367664449,29974.5,-0.241621752,2168.7136,-0.223502928,631,-0.349989692,9.75E-06,-0.573254207
OG0000793,ACP4/ACP5/ACP1/ACP2/ACP3,0.501509256,-0.334968482,51452.66667,0.673345045,2472.7369,-0.704181504,794,-0.609470654,9.97E-06,-0.771243131
OG0000794,AGO5/AGO10/AGO1,0.597525384,-0.654311384,57375.03333,1.3150273,2421.9537,-0.343531766,771,-0.259191321,1.01E-05,0.260134761
OG0000795,AT5G16380/AT5G54530/AT3G07460/AT3G07470/AT1G61667,0.573042491,-0.944319341,30084.96667,-1.187374184,1809.2793,-1.27425921,517,-1.419512566,9.84E-06,-1.246670895
OG0000796,AAS/TYRDC,0.746393233,-1.062656525,30836.16667,-0.167092295,645.7083,-1.563632363,224,-1.457149177,9.22E-06,-1.320824399
OG0000797,MCT2/TEL1/MCT1/TEL2,0.893412385,-2.329946389,NA,NA,NA,NA,NA,NA,NA,NA
OG0000798,AT4G12980/AT4G17280/AT5G35735/AT5G47530/AT3G25290,0.749482307,-1.883277466,33480.8,-0.853728027,1055.0967,-2.07652192,336,-2.026654883,9.38E-06,-2.063567841
OG0000799,AT2G36170/UBQ1/AT1G53930,0.613682545,-0.76259971,7851.833333,-2.031418906,3784.9503,1.236158089,766,0.064199649,9.35E-06,-1.193549977
OG0000800,AT2G23830/PVA12/AT4G00170/VAP27-1,0.333841365,1.805591346,34515.3,-0.237553945,3804.266,1.021769814,1198,1.747541657,1.03E-05,2.2415902
OG0000801,UMAMIT38/UMAMIT37/UMAMIT40/UMAMIT41,NA,NA,64268.2,1.480396031,1109.3185,-1.730983913,389,-1.591058938,9.89E-06,-0.879399207
OG0000802,AT5G21090/AT3G43740,0.386474143,1.452203626,41437.66667,0.633444407,1425.3075,-0.771243131,483,-0.709255499,9.94E-06,-0.051407906
OG0000803,AT5G06740,0.891604938,-1.012531388,12307.5,-0.895628447,519.2275,-1.064733372,160,-1.079317116,7.87E-06,-1.534367169
OG0000805,PIP1B/PIP1;4/PIP1;5/PIP1A/PIP1C,0.510258562,-0.423280588,32091.76667,-0.988017445,981.4327,-2.175438356,319,-2.111936489,9.76E-06,-1.408769134
OG0000806,SRS4/SRS3/STY2/SRS8/SHI/STY1/SRS7/SRS5,0.824086851,-2.5630358,16461.5,-1.825482894,317.8216,-2.868501568,109,-2.744245457,8.75E-06,-2.100757034
OG0000807,AT4G09100/CNI1/ATL6/ATL15/AT1G72200,0.731972403,-1.813186319,31704.33333,-0.793125002,1318.9477,-1.497904072,389,-1.591058938,9.19E-06,-2.050951062
OG0000808,FC2/AME3/FC1,0.409811227,0.960132442,53547.6,1.124512359,3186.1923,0.350959634,1012,0.719458731,1.02E-05,1.621999321
OG0000809,AT2G14690/AT4G33810/AT4G33820/AT4G33830/AT4G33840/AT4G33860,0.847886762,-2.518336466,9148.666667,-2.397733868,943.5822,-1.587832967,174,-2.175438356,8.02E-06,-2.683847923
OG0000810,AT4G26485/AT1G55790/AT1G55800/AT1G55803,0.885835709,-2.299796823,NA,NA,NA,NA,NA,NA,NA,NA
OG0000811,AT2G18980/AT4G30170/AT4G37520/AT4G37530/AT5G14130/RHS19/AT3G49960,0.768801828,-2.357588761,17585.66667,-2.785943647,893.0521,-2.744245457,204,-3.183391992,8.89E-06,-3.032420889
OG0000812,RD22,0.739550331,-0.394680567,10556.5,-1.013604583,792.8049,-0.729340663,201,-0.910715273,8.68E-06,-1.066342594
OG0000816,RAB1C/RAB1A/ATFP8/RA-5,0.28993046,2.595954706,68143.3,1.621999321,3356.8808,0.313684979,1028,0.612768969,1.02E-05,1.429577114
OG0000817,MAT3/SAM-2/MTO3/SAM1,0.583187229,-0.813811651,40047.06667,-0.020373085,2068.1752,-0.859432597,600,-0.989504636,9.96E-06,-0.61791298
OG0000819,AT2G13350/AT2G33320/AT4G01200/AT3G04360/AT1G04540,0.675857476,-1.54872458,122505.7333,2.850372004,1551.1398,-1.517805011,239,-2.47447978,9.32E-06,-2.135121441
OG0000820,SCN1/AT1G12070/AT1G62450,0.772866013,-1.525607463,59230.46667,1.947863117,1572.8656,-0.091648652,546,0.024022644,1.00E-05,0.751739608
OG0000821,AT2G14760/RSL2/AT5G43175/RSL4,0.954545455,-2.693310383,NA,NA,NA,NA,NA,NA,NA,NA
OG0000822,AT4G29530/PEPC1/PS2,0.417532468,0.893378923,19532,-1.581430149,1416.8697,-1.129677067,492,-1.006515042,9.73E-06,-0.995974585
OG0000823,AT2G21380/AT4G39050/AT5G06670/AT3G12020/AT1G21730,0.495894783,-0.290273354,56992.86667,0.978158136,2337.0841,-0.822195656,741,-0.794791846,1.02E-05,0.647629445
OG0000825,MAKR5/MAKR2,0.649563551,-0.612410074,13427.66667,-1.574041207,531.3266,-1.750348341,185,-1.62998206,9.37E-06,-1.173944459
OG0000826,AT2G10940/AT4G15160/CWLP/AT1G62500,NA,-1.934434072,26489.83333,-0.972775834,827.256,-1.747541657,267,-1.686481701,9.15E-06,-1.754584398
OG0000828,AT5G03490/AT1G51210/UGT89B1,0.808988904,-1.672993889,30381.5,-0.207010138,1301.3188,-0.866934899,424,-0.840235563,9.76E-06,-0.532511666
OG0000829,AT4G26390/AT5G08570/AT5G56350/AT5G63680/AT3G04050/AT3G25960/AT3G55650/AT3G55810,0.70515415,-2.173888936,41741.33333,0.348050793,2786.3221,-0.014595151,825,-0.066332572,1.00E-05,0.042276216
OG0000830,AT2G46930/AT5G23870/AT5G26670/AT3G05910/AT3G62060/AT1G57590,0.592760462,-1.23720156,36704.16667,-0.726962533,1521.5836,-1.758852175,499,-1.653381355,9.87E-06,-1.317920313
OG0000831,HTA8/HTA4/HTA11/HTA9,0.5565234,-0.62063077,37459.53333,0.011250267,3295.1727,0.455886475,966,0.491262011,1.01E-05,0.780693103
OG0000832,cycp3;1/CYCP2;1/CYCP3;2,0.861157025,-1.864462312,30640,-0.586564306,969.4503,-1.552374934,304,-1.560542511,9.14E-06,-1.76893684
OG0000834,PAL1/PAL3/PAL4/PAL2,0.533363858,-0.407172064,38646.66667,-0.138789248,954.566,-1.906958527,272,-2.038652554,9.47E-06,-1.66421301
OG0000835,ACS4/ACS11/ACS7/ACS8/ACS5/ACS9,0.745663265,-2.072669565,11780,-2.175438356,460.184,-2.403156141,151,-2.337599107,8.32E-06,-2.403156141
OG0000836,ANN6/ANNAT7/ANNAT8/ANNAT2/ANNAT1,0.81547619,-2.216638551,61883.06667,1.534367169,1007.7759,-1.502588572,337,-1.44754689,9.61E-06,-1.214260592
OG0000839,AT2G03280/AT5G15740/AT3G02250/AT1G14020,0.431214884,0.566345315,40299.76667,-0.000304055,2917.2038,-0.14554641,918,0.075782133,1.03E-05,2.249154493
OG0000840,AT5G46150/ALIS1/AT1G16360/AT1G54320/ALIS5,0.520194562,-0.518407424,40792.66667,0.049276823,3226.0344,0.171410475,1008,0.505721865,1.02E-05,0.832471011
OG0000841,NHX1/NHX3/NHX2/NHX4,0.62192223,-1.06525923,104122.6667,2.561176672,1404.6786,-1.412881935,481,-1.30570018,1.01E-05,0.130504986
OG0000842,ATCSLC08/CSLC12/CSLC5/CSLC6/CSLC04,0.48750549,-0.200994663,46367.93333,0.314962788,3936.289,0.893360328,1130,1.055135374,1.02E-05,1.072266845
OG0000843,AT5G15140/AT3G17940/AT3G47800,0.717925969,-1.294491179,23428.06667,-1.244689255,2332.9651,-0.416425741,765,-0.280950742,1.00E-05,0.09836813
OG0000844,CYP707A2/CYP707A1/CYP707A3/CYP707A4,0.705071726,-1.496904493,31307,-0.82603869,1086.7682,-1.740584543,292,-1.943825104,8.63E-06,-2.545343442
OG0000845,AT3G23570/AT3G23600,NA,NA,27179.46667,-0.483045315,2189.1765,-0.207010138,655,-0.286015083,9.88E-06,-0.259820255
OG0000848,CXE18,0.769306235,-0.528576309,38441.9,0.90979503,677.1505,-0.858992792,225,-0.828178989,8.78E-06,-0.994976497
OG0000851,PAP7/PAP8/PAP17/PAP3/AT1G25230,0.724021713,-1.774778657,23375.33333,-1.835223462,808.3755,-2.397733868,226,-2.577679248,9.11E-06,-2.342297061
OG0000852,PAP1/LPP3/LPP4/LPP2,0.589786756,-0.863384767,32100.06667,-0.449486106,1593.0378,-0.985049598,454,-1.104706574,1.01E-05,0.103869176
OG0000853,HMGB4/HMGB5/HMGB1/HMGB2/HMGB3,0.493810386,-0.26263615,76822.7,1.853547122,2697.4793,-0.514379199,839,-0.449486106,1.01E-05,0.010338049
OG0000854,CDKB1;2/CDKB1;1/CDKB2;2/CDKB2;1,0.705927698,-1.50053905,6933,-3.099144185,2226.3048,-0.728151083,432,-1.454517056,8.86E-06,-2.319305876
OG0000855,AP19/AT2G19790/AT4G35410/AT1G47830,0.297503764,2.447500411,30442.3,-0.908416108,3506.2308,0.482703663,1069,0.832471011,1.01E-05,0.349989692
OG0000856,ZAT6/ZF3/ZF1/ZF2/AT3G49930/STZ,0.647619048,-1.569653708,28852.66667,-1.307127729,1276.2316,-1.797255909,310,-2.132160038,8.87E-06,-2.631894449
OG0000857,BGLU47/BGLU45/BGLU46,0.889474064,-1.995529654,18772.16667,-1.655771637,345.8428,-2.757618177,121,-2.641728155,8.42E-06,-2.310442681
OG0000858,AT2G36110/AT3G12410/AT3G12420/AT3G12430/AT3G12440/AT3G12460/AT3G12470,0.8502405,-2.671723505,NA,NA,NA,NA,NA,NA,NA,NA
OG0000860,HAT9/HAT22/HAT14,0.508934584,0.043016967,29724.9,-0.670677488,911.1279,-1.63807004,313,-1.526521038,9.52E-06,-1.342220527
OG0000871,AT3G60520/AT1G02070,0.725093795,-0.979049114,19678.33333,-0.387089492,398.9745,-1.266762639,145,-1.163710175,9.15E-06,-0.724193232
OG0000872,AT4G02360/AT4G02370/AT1G02813/AT1G02816,0.558190775,-0.634305632,34911.75238,-0.203904731,1552.4337,-1.018699893,527,-0.924612719,9.86E-06,-0.67831184
OG0000873,SR34b/SR34a/SR34/SR30,0.533636364,-0.410385195,35500.66667,-0.425062823,3198.1504,0.140017342,975,0.327448774,1.01E-05,0.26076385
OG0000874,CHR42/CHR40/CHR38/chr31,0.521515152,-0.320000064,58449,1.214260592,784.0424,-2.202125036,275,-2.019593966,9.45E-06,-1.697937012
OG0000875,AT2G35030/AT3G21470/AT1G06143,0.583704391,-0.552176063,5586.833333,-1.458028798,1974.2632,0.205457187,488,-0.109373368,9.26E-06,-0.61130223
OG0000876,BPC1/BPC7/BPC2/BPC3,0.477428127,0.083592415,31999.33333,-0.075782133,1787.4812,-0.50641305,592,-0.456898762,9.91E-06,-0.177893769
OG0000877,YUC11/YUC10,0.936839827,-1.830273476,NA,NA,NA,NA,NA,NA,NA,NA
OG0000878,PUM11/PUM12/PUM8/PUM9/PUM10/PUM7,0.911132756,-2.810123701,NA,NA,NA,NA,NA,NA,NA,NA
OG0000879,HSFB4,0.672357504,-0.083295826,30177.06667,0.368476191,1111.884,-0.443439541,360,-0.4340658,9.37E-06,-0.494695415
OG0000880,SAH7/AT4G18596/AT5G10130/AT5G45880/AT1G29140/AT1G78040,0.600429812,-1.279605594,33108.16667,-1.086421449,2090.2652,-1.186759092,654,-1.212990558,9.95E-06,-1.051428961
OG0000881,SCA3/AT5G15700/MGP3,0.618033721,-0.789762791,10854.3,-2.256849712,3985.1889,1.24932072,965,0.487834388,9.49E-06,-1.370444216
OG0000883,NEK3/NEK2/NEK5/NEK4/NEK1,0.61668522,-1.230872712,79353.66667,1.916409796,1183.7,-1.910718571,411,-1.739203184,9.91E-06,-1.043010928
OG0000884,AT3G21360,0.704414578,-0.234286701,36959.43333,0.808628663,1396.3407,-0.237553945,479,-0.133878943,9.82E-06,0.197079708
OG0000885,EMB2296/AT4G36130/AT3G51190,0.61400666,-0.766558689,23821.73333,-0.772062127,3980.6486,1.451023161,893,0.495726573,9.70E-06,-0.660054547
OG0000886,UKL4/UK/UPRT1/UKL2/UKL5/UKL3,0.549731077,-0.764577701,84930.83333,2.147158203,1821.8235,-1.061523173,622,-0.940109157,1.01E-05,0.537072037
