Orthogroup,At Genes,Tau Min,Tau Z,At Node Betweenness Max,At Node Betweenness Z,At Node Strength Max,At Node Strength Z,At Node Degree Max,At Node Degree Z,At Node Closeness Max,At Node Closeness Z
OG0000104,GSTU18/ERD9/GSTU13/GSTU14/GSTU15/GSTU16/GSTU11,0.630370341,-1.608296257,36946.33333,-0.704960937,817.2758,-2.683847923,271,-2.586201182,9.46E-06,-2.132160038
OG0000115,SIP4/SIP3/CIPK15/SR1/CIPK2/CIPK5/CIPK25/CIPK20/SIP1,0.687686744,-2.203051969,54143.83333,0.510911674,2689.6005,-0.90337477,884,-0.660054547,1.03E-05,1.929936146
OG0000144,PAD4,NA,NA,15028.16667,-0.699513858,957.6407,-0.560400617,290,-0.623811949,8.84E-06,-0.961129334
OG0000155,UBQ14/UBQ11/UBQ10/UBQ3/UBQ4/UBQ9/UBQ8/UBQ12/UBQ13,0.569162902,-1.43709931,16183,-2.419860938,1202.9474,-1.883152035,422,-1.701805428,9.72E-06,-1.477672754
OG0000159,AT5G01880/AT5G05280/AT3G10910/AT3G18773/AT1G49200/AT1G49210/AT1G49220/AT1G49230,0.700037644,-2.149433565,27040.73333,-1.240740572,911.7167,-1.98790741,285,-1.981370557,9.45E-06,-1.701805428
OG0000162,AT1G56120/AT1G56130/AT1G56140/AT1G56145,0.667015099,-1.317372742,30423.4,-0.910715273,1192.2822,-1.64156936,378,-1.614118625,9.59E-06,-1.487712297
OG0000169,PHT1;5/PHT1;4/AT4G08878/PHT1;6/PHT1;1/PHT1;3/PHT1;2/PHT1;7,0.888273693,-3.107531314,22448,-0.890644636,473.481,-1.874273265,148,-1.863810117,8.69E-06,-1.690275528
OG0000171,AT2G43580/AT2G43590/EP3,0.827627064,-1.738823611,10248.5,-1.812759029,421.4624,-2.024290017,141,-1.935842874,8.33E-06,-1.914505825
OG0000179,ADR1-L1/ADR1-L2/ADR1-L3/ADR1,0.585432331,-0.833311166,37353,0.00121622,1722.9137,-0.887033899,483,-1.024335457,9.48E-06,-1.395765722
OG0000183,AT2G16580/AT2G18010/AT2G21220/AT4G34760/SAUR9/AT4G38860/AT5G66260/AT1G19830/AT1G75580,0.838112326,-2.896530473,10069.83333,-3.032420889,762.5101,-2.508338686,218,-2.622308851,8.92E-06,-2.586201182
OG0000185,AT5G36930/AT1G27170/AT1G27180,0.642204185,-0.937417575,32035.9,-0.455211876,855.8432,-1.71224763,302,-1.575091513,9.55E-06,-1.312864741
OG0000187,PIP2;8/PIP2B/RD28/PIP2E/PIP3/PIP2;4/PIP2A/PIP2;5,0.679441123,-2.015400023,39955.83333,-0.705350813,1237.4496,-2.437269601,390,-2.419860938,9.72E-06,-1.960171573
OG0000188,UMAMIT13/UMAMIT12/UMAMIT14/UMAMIT11/UMAMIT17/UMAMIT9/UMAMIT19/SIAR1,0.706306415,-2.180210864,27461.66667,-1.659374896,1017.2001,-2.310442681,311,-2.347047289,9.08E-06,-2.706834116
OG0000190,AT5G21960/AT1G19210/ORA47,0.852649753,-1.835027656,5242,-2.833133515,921.264,-1.624269554,223,-1.912608769,8.24E-06,-2.461694526
OG0000192,OPT7/OPT5/OPT6/OPT9/OPT8/OPT1/OPT4/OPT2,0.588969814,-1.468514977,45534.9,0.253221517,661.4413,-2.706834116,231,-2.530123701,9.40E-06,-2.038652554
OG0000195,"SKdZeta/SK32/BIN2/SK13/""SK 11""/ATSK12/AT3G61160/GSK1/SK41/SK42",0.376954344,0.635390261,87658.5,1.794206571,2407.8557,-1.386165859,799,-1.170921638,1.02E-05,0.734507493
OG0000198,AT2G44830/D6PKL1/AT5G40030/D6PKL2/D6PK/AGC1.5/ATPK7/RSH3/AGC1.7,0.562029106,-1.38665655,232348.5,3.298970028,2333.0384,-1.116537472,758,-0.998974819,1.01E-05,-0.361975674
OG0000200,EXO/EXL4/EXL2/PHI-1,0.644082304,-1.202984209,19012.5,-1.990105361,1037.2269,-1.794206571,277,-2.012632326,9.15E-06,-2.081802595
OG0000202,AT4G25300/AT4G25310/AT1G17010/SRG1/AT1G78550,0.426919572,0.455835282,78585.96667,1.990105361,2196.4979,-0.758614068,714,-0.701068042,1.01E-05,-0.036798942
OG0000203,AT3G02645,0.78991009,-0.631416926,NA,NA,NA,NA,NA,NA,NA,NA
OG0000207,AT2G07440/RR16/RR3/ARR6/RR5/RR17/ARR9/ARR4/ARR7/ARR3/ARR15,0.645544599,-2.045586449,46227.16667,-0.202352767,843.6921,-3.235804716,281,-3.0035374,9.83E-06,-1.817496043
OG0000212,CYP704A1/CYP704A2,0.732942782,-1.008591435,22989.23333,-0.14431735,833.1867,-0.68675556,286,-0.637910003,9.45E-06,-0.399572886
OG0000216,AT4G24130/AT5G46230/AT5G49600/AT1G09310/AT1G30020/SVB,0.773772691,-2.008688154,47061.8,0.74129386,1138.7685,-1.368890586,389,-1.290868872,9.64E-06,-1.16490788
OG0000218,AT2G17880/J11/AT3G13310,0.777497807,-1.542867738,18879.16667,-1.645088897,1136.9966,-1.370444216,339,-1.437221655,9.26E-06,-1.64156936
OG0000219,CSLG3/CSLG2/CSLG1/CSLE1,0.631546266,-1.134527089,39892,-0.035886175,979.8039,-1.858654148,307,-1.865539835,9.48E-06,-1.655771637
OG0000222,AT2G03200/AT2G35615/CDR1/AT1G31450/AT1G64830,0.824114826,-2.267719583,16504.33333,-0.598887455,974.839,-0.544462508,239,-0.780280788,8.26E-06,-1.307127729
OG0000223,AATP1/AT3G28510/AT3G28520/AT3G28540/AT3G28560/AT3G28580,NA,NA,19245.96667,-1.966438863,590.9199,-2.537660097,179,-2.561176672,8.48E-06,-2.718885978
OG0000231,ARCK1/AT1G70740,NA,NA,31815.66667,-0.090732687,1731.5448,-0.545873583,506,-0.651759952,9.43E-06,-1.084777127
OG0000235,LHT1/AT3G01760/LHT2/AT1G25530/AT1G48640/AT1G61270/AT1G67640/AT1G71680,0.868609042,-2.916721139,45976.83333,0.666874949,768.6723,-1.823876198,262,-1.707003263,8.91E-06,-1.981370557
OG0000236,AT2G47560/AT4G15975/ATL2/ATL5/AT1G53820/ATL3,0.646060606,-1.55761074,28991.23333,-1.04931748,1394.9866,-1.423688609,332,-1.757426024,8.85E-06,-2.323806702
OG0000239,4CL8/AT5G63380/AT1G20480/AT1G20490/AT1G20500/OPCL1,0.487064252,-0.362609527,44725.33333,0.178511611,1246.2659,-1.828710499,391,-1.819084149,9.67E-06,-1.561570806
OG0000245,GT72B1/AT1G01390/UGT72B3,0.848866411,-1.825560307,31508,-0.505376363,811.5834,-1.776251872,286,-1.626548189,9.53E-06,-1.329604198
OG0000246,sks16/sks4/sks10/sks15/sks9/sks17/sks8/sks7/SKS6/sks18/sks5,0.650072514,-2.189860286,39956,-0.565744911,1577.1573,-1.879582732,475,-1.931897573,9.76E-06,-1.73371067
OG0000247,AT5G03795/AT5G11130/AT5G20260/AT5G25310/XGD1/AT3G07620/AT3G42180,NA,NA,51722,1.268120356,661.5563,-1.534367169,231,-1.420345794,9.31E-06,-1.240084337
OG0000248,AT4G34540/AT4G39230/AT1G75280/AT1G75290/AT1G75300,0.450525665,0.20823813,57275.56667,1.132559414,870.4853,-2.050951062,314,-1.83358792,9.67E-06,-1.361939798
OG0000251,AT5G11730/AT5G16170/AT5G25970/AT3G21310/AT1G10280/AT1G10880/AT1G51770/AT1G68380/AT1G68390,0.418045113,0.112697964,31611.36667,-0.497446342,2459.7134,-0.308578837,807,-0.138789248,1.00E-05,0.04075463
OG0000252,AT2G20550/AT2G20560/AT4G28480/AT5G01390/AT5G25530/AT3G08910/AT3G47940/AT1G10350/AT1G59725,0.403109217,0.315337256,40651.73333,-0.484070609,2637.8189,-0.839802872,814,-0.822195656,1.01E-05,-0.281899754
OG0000253,AT2G15880/LRX3/AT4G18670/AT4G33970/AT5G25550/AT3G19020/AT3G22800/AT3G24480/LRX1/AT1G49490/LRX2,0.671616013,-2.325508124,110636.6667,2.347047289,1061.0081,-2.976961237,306,-3.032420889,9.47E-06,-2.800989715
OG0000258,AT2G30020/PP2C5/AT1G07160/AT1G67820,0.785753022,-1.841431797,17709.33333,-2.071298522,1125.2807,-1.708309954,260,-2.100757034,8.96E-06,-2.249154493
OG0000260,RHA1B/RHA1A/AT4G38140/AT5G20885/AT5G41400/AT3G43430/BRH1/AT1G63840,0.663787193,-1.919300216,71223.26667,1.54631653,1013.799,-2.323806702,324,-2.297478987,9.80E-06,-1.470463752
OG0000261,NF-YC8/NF-YC12/NF-YC7/NF-YC6/NF-YC5/NF-YC4/NF-YC1/NF-YC9/NF-YC3/NF-YC2,NA,-0.122221328,53984.13333,0.822195656,2294.8915,-0.860312706,762,-0.721823959,1.02E-05,1.332553689
OG0000266,AT2G42960/AT4G01330/AT4G02630/AT4G34500/AT5G18500/GPK1/AT3G59110/AT1G01540/AT1G09440/AT1G56720,0.46264266,-0.558037509,50644.8,0.090122086,2074.2476,-1.754584398,643,-1.766037149,1.01E-05,-0.729340663
OG0000267,RAX2/MYB87/MYB36/MYB68/MYB84,0.821759431,-2.256269357,40639.56667,0.034060729,634.7,-2.419860938,197,-2.403156141,8.50E-06,-2.662197915
OG0000268,CAD2/CAD3/CAD6/ELI3-1/ELI3-2/CAD9,0.828361039,-2.465620074,20774,-1.822274195,1013.4594,-1.811189026,244,-2.153295177,8.78E-06,-2.408650004
OG0000269,CYP78A7/CYP78A5/CYP78A10,0.901163673,-2.057710107,30543.16667,-0.193051071,610.8533,-1.623133392,175,-1.675243515,8.36E-06,-1.901368517
OG0000270,CRK42/RKF2/CRK2/CRK3,0.565195433,-0.685756919,69479.06667,1.819084149,1537.0502,-1.030003743,466,-1.071186912,9.78E-06,-0.887935498
OG0000271,DRP4C/DRP4A,0.821320346,-1.368338242,NA,NA,NA,NA,NA,NA,NA,NA
OG0000272,CPK6/CPK20/CPK4/CPK5/CPK26/CPK1/CDPK9/CPK2/CDPK2,0.505936007,-0.92737499,78061.83333,1.631130966,2317.2874,-1.250648929,743,-1.179412734,1.00E-05,-0.969365357
OG0000274,TOPP1/TOPP4/TOPP7/TOPP8/TOPP6/TOPP2/TOPP9/TOPP5/TOPP3,0.34521734,1.20176633,63165.66667,0.976687429,3362.8744,-0.347081835,1068,0.268951499,1.03E-05,1.567775531
OG0000275,LBD14/LBD16/LBD19/LBD18/LBD31/JLO/LBD33/LBD20/LBD29,0.768641775,-2.571007481,25651.66667,-0.613502832,775.4198,-1.367340253,182,-1.645088897,8.21E-06,-2.021936417
OG0000277,CAM5/TCH3/CAM2/CAM8/CAM6/CAM1/CML11/CAM7/CAM3/CAM4,0.335442116,1.309669261,57693.23333,0.641267563,2990.9483,-0.732915616,912,-0.633072844,1.02E-05,1.131982192
OG0000280,GolS1/GolS6/GolS5/GolS10/GolS3/GolS2/GolS7/GolS4,0.820225079,-2.682360716,38467.15,-0.154156098,608.5536,-2.501334241,203,-2.37672196,9.06E-06,-2.162655507
OG0000281,AT1G11050,0.96969697,-1.471999154,NA,NA,NA,NA,NA,NA,NA,NA
OG0000285,CER4/FAR7/FAR1/FAR4/FAR5/FAR8,0.745054218,-2.067631533,26297.5,-1.309990845,830.8642,-2.132160038,192,-2.431384523,8.42E-06,-2.785943647
OG0000287,AAP2/AAP6/AAP4/AAP8/AAP5/AAP1/AAP3,0.727094705,-2.155427393,32051.5,-1.19479061,830.2026,-2.641728155,248,-2.683847923,9.19E-06,-2.522728326
OG0000288,BAM3/BAM1/BAM2/CLV1,0.551392072,-0.567733742,33215.33333,-0.636792414,1699.3355,-1.157152422,534,-1.160127034,9.94E-06,-0.679077447
OG0000297,AT2G43200/AT2G45750/AT4G00750/AT4G10440/AT4G18030/AT1G26850/AT1G33170,0.432182554,0.140705224,48840,0.363924211,3158.88,-0.243500547,942,-0.16216104,1.02E-05,0.716311339
OG0000298,AGL36/AT5G26630/AGL34/AT5G27810/AGL90/AGL80/AT3G05860/AGL86/AGL92/AT1G33070/AGL38/PHE1,0.466280148,-0.774114063,NA,NA,NA,NA,NA,NA,NA,NA
OG0000299,AT4G01580/AT3G18960/VRN1/AT1G49475/RTV1,0.510005586,-0.422311015,32019.7,-0.99747358,1360.7676,-1.724222759,472,-1.553390224,1.01E-05,0.139403269
OG0000301,OSM34,0.943967956,-1.262371237,5475.833333,-1.471360701,516.8569,-1.068492529,143,-1.176978044,7.65E-06,-1.703100577
OG0000304,AT2G23690/AT4G37240/AT5G66580/AT3G50800,0.769859307,-1.769096771,9296.5,-2.706834116,836.0465,-2.117626692,247,-2.138101687,8.90E-06,-2.27669469
OG0000307,MAN6/MAN7/AT3G10890/AT3G10900/AT3G30540/MAN1,0.707447491,-1.866145668,24816.66667,-1.119377475,853.5658,-1.714887571,225,-1.89218179,9.14E-06,-1.760281912
OG0000312,UCC1/UCC2/AT5G07475/AT3G60270/UCC3/AT1G22480/AT1G72230,0.906950751,-2.985640079,45930,0.44243336,1148.9399,-1.68522247,358,-1.66421301,8.90E-06,-2.280773333
OG0000313,AT2G18420/GASA3/GASA2/AT5G14920/AT1G22690/GASA1,0.703330218,-1.846284942,11590.16667,-2.868501568,648.6081,-2.718885978,190,-2.771503011,8.99E-06,-2.501334241
OG0000314,AT5G35525/AT3G18470/PCR2/PCR1/AT1G58320/PCR11,0.874852948,-2.613530541,17495.33333,-1.748943277,518.9432,-2.264680941,171,-2.191933905,8.15E-06,-2.561176672
OG0000315,TPR3/WSIP2/TPR2/TPL/TPR1,0.447886762,0.227608672,29538.83333,-1.242054648,3064.3633,-0.178820558,932,-0.055670782,1.02E-05,0.520288245
OG0000316,MPK17/MPK20/MPK16/MPK19/MPK9/ATMPK8/MPK18/MPK15,0.362470862,0.99056916,72686.06667,1.460674452,2268.7298,-1.299308896,714,-1.288773179,1.02E-05,1.226424912
OG0000317,AT2G38640/AT3G15810/AT1G80120,0.663933776,-1.049236908,36227.5,-0.087985245,755.0561,-1.841815217,268,-1.681460722,9.65E-06,-1.157152422
OG0000321,AT2G35050/AT5G57610/AT3G24715/AT3G46920/AT1G04700/AT1G16270/AT1G79570,0.311580087,1.972266629,54190.5,0.610203039,3118.2132,-0.39628182,960,-0.200180834,1.02E-05,0.964028698
OG0000322,AT4G35670/AT5G17200/AT5G27530/AT5G39910/AT5G44830/AT5G44840/AT1G80140,0.912727273,-3.040964993,NA,NA,NA,NA,NA,NA,NA,NA
OG0000323,ATAF2/NAC102/ATAF1/NAC032,0.711348047,-1.516211564,30863.16667,-0.870926521,1198.2259,-1.634590664,349,-1.69409384,9.17E-06,-2.061018134
OG0000324,YUC7/YUC2/YUC8/YUC1/YUC4/YUC6/YUC5/YUC9/YUC3,0.763095238,-2.547564577,16677,-2.612958309,539.9526,-3.298970028,179,-3.064079868,8.83E-06,-2.907868762
OG0000325,AT2G30730/AT2G30740/AT2G41970/AT2G43230/PTI1-4/AT3G17410/AT3G59350/AT3G62220/AT1G06700/AT1G48210/AT1G48220,0.464988228,-0.673469717,88296,1.870762757,2563.8067,-1.129101722,820,-0.994477825,1.01E-05,-0.335801096
OG0000326,DTA2/AT5G23850/AT3G48980/AT3G61270/AT3G61280/AT3G61290/AT1G63420,0.567390066,-1.204203875,50946.33333,0.5136852,615.2617,-3.032420889,223,-2.816697931,9.55E-06,-1.998994696
OG0000327,AT2G46600/AT4G27280/PBP1,0.723739133,-1.327291678,5996.333333,-2.683847923,1296.3611,-1.222563992,272,-1.670315968,8.62E-06,-2.191933905
OG0000328,AT5G04885/AT5G20940/AT5G20950/AT3G47000/AT3G47010/AT3G47040/AT3G47050,0.417182463,0.323112466,39554.23333,-0.269582058,1064.1269,-2.061018134,376,-1.876037216,9.89E-06,-1.112576531
OG0000329,AT4G19720/AT4G19730/AT4G19740/AT4G19750/AT4G19760/AT4G19770/AT4G19800/ChiC/AT4G19820,0.840670996,-2.938175808,35629.33333,0.212915942,454.325,-1.926035419,144,-1.908835176,8.23E-06,-2.008044859
OG0000330,CRU3/CRA1/CRU2/AT1G03890,0.999404148,-3.386670216,5953,-3.138490438,738.9545,-2.245356287,131,-2.868501568,7.48E-06,-3.488795961
OG0000331,GH3.1/GH3.3/GH3.9/WES1/BRU6/DFL1/GH3.17/GH3.4,0.745269771,-2.382084407,32367.13333,-1.334773438,600.4073,-3.488795961,190,-3.298970028,8.84E-06,-3.064079868
OG0000332,GPX1/GPX2/GPX3/GPX4/GPX6/GPX7/GPX5/GPX8,0.481273296,-0.585182941,65004.5,1.218082496,3073.6651,-0.445789045,960,-0.200180834,1.02E-05,1.186759092
OG0000333,AT5G52390/AT3G54040,0.871511071,-1.533222337,61290.4,1.70439859,804.0193,-1.335514818,261,-1.306413622,8.33E-06,-1.920238715
OG0000335,AL6/AL1/AL5/AL4/AL2/AL3/AL7,0.408425135,0.422634162,41175.46667,-0.436071222,3346.9923,-0.157233725,1061,0.418084288,1.02E-05,0.592714629
OG0000336,AT4G25400/AT4G25410/AT5G51780/AT5G51790,0.837352381,-2.077760761,5586.833333,-2.272653572,247.4387,-2.455449825,85,-2.361624711,8.10E-06,-2.095264333
OG0000338,HIS1-3/AT2G30620/AT1G06760,0.432378455,0.746100595,19380.16667,-1.592137949,990.0787,-1.520697528,308,-1.54631653,9.68E-06,-1.080406542
OG0000340,scpl22/scpl23/scpl28/scpl26/BRS1/scpl29/scpl25/SCPL27,0.615356154,-1.639220648,56254.13333,0.830752366,1888.0805,-1.384578252,617,-1.326666229,9.99E-06,-0.878951705
OG0000341,AT2G35460/YLS9/NHL3/AT5G22870/NHL2,0.507711039,-0.395000085,37470.06667,0.012466572,1440.0372,-1.1075094,366,-1.348987141,9.55E-06,-1.309990845
OG0000342,PP2-A3/AT4G09930/AT4G09940/AT4G09950/AT1G33830/AT1G33870/AT1G33880/AT1G33890/AT1G33900/AT1G33910/AT1G33930/AT1G33950/AIG1/AT1G33970,NA,-2.418977513,25942.56667,-1.582492786,1072.8655,-2.048466479,349,-1.98790741,9.74E-06,-1.449282836
OG0000343,AT5G17350/AT3G03280/AT1G18290,0.751183556,-1.443771693,1472,-2.117626692,933.4319,-0.588732464,220,-0.839802872,7.98E-06,-1.448414317
OG0000344,ARFB1A/ARF1A1C/ARFA1B/ARFA1E/ARFD1B/ARFD1A/ARFA1F/ARF1/ARFA1D,0.310065514,1.899183264,31488.5,-1.25397914,4143.5002,1.066879615,1196,1.379048924,1.01E-05,0.318479424
OG0000345,AT2G32430/AT4G26940/AT1G05170/AT1G11730/DD46/AT1G32930/AT1G33430/AT1G77810,0.466834416,-0.275814273,33048.66667,-1.090820734,2390.1522,-0.926479219,789,-0.778632852,1.01E-05,-0.198940155
OG0000346,AT4G39700/HIPP21/HIPP22/HIPP20,0.81677686,-1.966103634,12184.16667,-2.153295177,650.5976,-2.053448371,180,-2.147158203,8.62E-06,-2.195305665
OG0000347,AT5G24760/ADH1,NA,NA,26239.16667,-0.566458702,704.2382,-1.469567984,198,-1.581430149,9.23E-06,-1.30570018
OG0000348,AT2G38240/AT5G05600/AT3G11180/JRG21,0.800873089,-1.899183264,10653.66667,-2.603830791,827.62,-2.138101687,226,-2.234152033,8.62E-06,-2.577679248
OG0000350,AT3G54450/AT1G22540/AT1G22550/AT1G22570/AT1G72120/AT1G72125/AT1G72130/AT1G72140,0.645426313,-1.820887347,41836.83333,-0.380870465,980.3776,-2.586201182,351,-2.392381187,9.85E-06,-1.520697528
OG0000351,RIPK/AT2G07180/ARSK1/AT5G01020/AT5G35580/AT5G56460/AT1G72540,0.476026592,-0.390849476,57542.36667,0.801481441,3306.135,-0.211672004,1026,0.198630033,1.03E-05,2.272653572
OG0000354,AT2G37585/AT4G03340/AT4G27480/AT5G15050/AT5G39990/UNE7/AT3G15350/AT1G03520/AT1G53100,0.563547564,-1.398345979,48915.75,0.138789248,2292.851,-1.277690535,732,-1.217444277,1.02E-05,0.645006686
OG0000355,NAC047/NAC2/NAM/NAC025/NAP,0.894351584,-2.532680116,25493.66667,-1.62998206,687.2892,-2.651824155,223,-2.612958309,9.21E-06,-2.256849712
OG0000356,"AT5G07800/AT5G61290/AT1G12130/""FMO GS-OX5""/AT1G12160/FMO/""FMO GS-OX2""/""FMO GS-OX3""/""FMO GS-OX4""/NOGC1/AT1G62600/AT1G62620/AT1G63340/AT1G63370/AT1G63390/""FMO GS-OX1""",0.312114448,1.551673032,72387.4,1.344469228,1074.3004,-2.952334694,377,-2.800989715,9.89E-06,-1.726917752
OG0000357,RBL1/RBL7/RBL3/RBL4/RBL6/RBL5/RBL2/KOM,0.529019087,-1.024946323,47554.5,0.400561048,1832.3716,-1.25397914,608,-1.170318357,1.00E-05,-0.402868285
OG0000358,AT2G23200/THE1/AT5G59700/AT5G61350/HERK1,NA,NA,37925.63333,-0.411456944,2451.1901,-0.721429474,808,-0.562536406,1.02E-05,0.82603869
OG0000360,ACA2/ACA4/ACA6/ACA1/ACA7,0.818672439,-2.241448279,24719.95238,-0.692540808,502.0583,-1.803405212,172,-1.687743612,8.68E-06,-1.695372116
OG0000363,AT5G37870/AT5G37890/AT5G37900/AT5G37910/AT5G37930/AT5G62800/AT1G66610/AT1G66620/AT1G66630/AT1G66650/AT1G66660,0.34512987,1.093304539,23269.23333,-1.848487987,2547.328,-0.640520815,826,-0.499167583,1.00E-05,-0.556846636
OG0000364,AT2G19440/AT4G31140/AT5G18220/AT5G20870/AT5G58090/AT5G64790/AT3G04010/AT3G24330/AT1G64760,0.474384236,-0.617766666,48415.5,0.451841981,1117.0502,-1.996757537,389,-1.828710499,1.00E-05,-0.564318192
OG0000369,AT3G13900/AT3G25610/AT3G27870/ACA.l/AT1G17500/AT1G26130/AT1G54280/AT1G68710/AT1G72700,0.599867583,-1.64262835,90575.5,1.935842874,1975.9308,-1.744748672,644,-1.643913455,9.98E-06,-1.298602023
OG0000370,AT2G16380/AT2G18180/AT2G21520/SFH3/COW1/SFH12/AT4G39170/SEC14/AT1G19650/AT1G75370,0.443759574,-0.318445026,51002.33333,0.109985147,1961,-1.888551395,665,-1.68522247,1.01E-05,-0.492634675
OG0000371,RGLG2/RGLG3/RGLG1/AT1G67800/RGLG4,0.588641069,-1.052831235,66698.83333,1.459791432,1758.7187,-1.318645292,591,-1.221922275,1.01E-05,-0.177275994
OG0000372,AT5G10970/ZFP3/ZFP2/ZFP7/ZFP4/ZFP1,0.795888627,-2.126199916,39922.33333,0.217272331,900.8121,-1.655771637,306,-1.551361241,9.34E-06,-1.554407119
OG0000373,AT2G25890/OLEO1/GRP19/OLEO2/OLEO3/AT3G01570/AT3G18570/OLEO4/AT1G48990,0.987613964,-3.67718583,60868,0.930221936,876.1774,-2.929378147,225,-3.235804716,8.23E-06,-3.669947089
OG0000374,AT2G18140/AT2G18150/AT2G35380/AT4G36430/AT5G66390/AT3G50990/AT1G44970,0.956446991,-3.243886734,37334.83333,-0.669535711,705.3315,-2.887626015,179,-3.064079868,8.10E-06,-3.235804716
OG0000376,AT2G32150/AT5G02230/AT5G59480/AT5G59490/AT3G62040,0.565581613,-0.888105246,21898.3,-1.992312968,841.2362,-2.342297061,278,-2.260747995,9.65E-06,-1.598651284
OG0000377,AT2G32190/AT2G32200/AT2G32210/WIH2/AT5G04080/WIH1/PCC1/AT3G22235/AT3G22240/WIH3/AT3G57160/AT1G05340/AT1G56060,0.441434428,-0.531978067,53434.53333,0.141245648,1724.1302,-2.387096186,556,-2.314851548,1.00E-05,-1.314305764
OG0000378,TPS11/TPS5/TPS7/TPS9/TPS10/ATTPS6/TPS8,0.557929202,-1.131158359,45939.95238,-0.004560839,2128.8161,-1.30927406,691,-1.244689255,1.02E-05,0.294895446
OG0000379,AT2G27580/AT2G36320/SAP7/AT4G14225/AT4G22820/SAP10/AT3G52800/AT1G12440,0.506275174,-0.822071097,46867.23333,0.214782466,1831.4576,-1.440646349,605,-1.349742808,9.97E-06,-0.98159804
OG0000380,AT4G35150/AT4G35160,0.924977925,-1.767685186,8982.666667,-1.133714991,199.1702,-1.707003263,68,-1.654575314,7.78E-06,-1.588906454
OG0000383,KT1/KT2/TRH1/AT5G14880/KUP3/KUP6,0.379437229,0.925559101,57917.83333,0.928816893,3444.8004,0.109679252,1066,0.554717621,1.02E-05,1.314305764
OG0000384,OASB/OASA1/CYSD2/DES1/CS26/CYSD1/OASC,0.586685907,-1.340239686,64674.13333,1.198523587,3510.5052,0.065418426,898,-0.490576026,9.98E-06,-1.078772883
OG0000385,cwINV4/cwINV6/CWINV5/ATBFRUCT1/CWINV2/FRUCT5,0.668703008,-1.682654839,29225.5,-1.270842824,1531.4398,-1.541310868,235,-2.508338686,9.16E-06,-2.297478987
OG0000388,AT2G29870/NIP2;1/NIP1;2/NLM1/NIP4;1/NIP4;2,0.666378066,-1.670602889,30989.83333,-0.155079232,466.9781,-1.89218179,159,-1.779204685,9.15E-06,-1.360404085
OG0000390,ABCB4/ABCB3/ABCB5/ABCB9/ABCB7/ABCB21/ABCB11/ABCB12,0.725385675,-2.295656058,42169.5,0.156310282,973.2795,-1.870762757,300,-1.899518314,9.33E-06,-1.862085956
OG0000391,ABCC3/ABCC6/ABCC7/ABCC9/ABCC15/ABCC5/NAP5,0.481872294,-0.453213516,46285.16667,0.162469127,1950.8772,-1.329604198,647,-1.229656367,1.01E-05,0.153848416
OG0000392,ASL5/AT5G15060/LBD23/LBD24/ASL9/LBD4,0.811468936,-2.39749764,42323.66667,0.692927314,901.2704,-1.208560771,276,-1.251979347,8.99E-06,-1.490476538
OG0000393,SEH/AT2G26750/AT4G02340/AT4G15955/AT4G15960/AT3G05600/AT3G51000,NA,NA,36234.73333,-0.780280788,1398.5613,-1.890363478,480,-1.714887571,9.95E-06,-1.031555392
OG0000394,RR14/RR12/RR10/RR18/RR1,0.557583676,-0.830387007,44872.88333,0.368150797,2013.0266,-0.901090828,682,-0.795208902,1.00E-05,-0.207010138
OG0000395,AT5G43410/ESE1/TDR1/ERF14,0.791350237,-1.857781183,NA,NA,NA,NA,NA,NA,NA,NA
OG0000396,AT2G16230/AT4G34480/AT5G24318/AT5G42720/AT3G46570/AT3G55430,0.476588837,-0.253469184,54276.13333,0.9845558,1337.5761,-1.477672754,436,-1.438931892,9.76E-06,-1.234202092
OG0000398,BGAL12/BGAL3/BGAL4/BGAL10/BGAL1/BGAL2/BGAL5,NA,NA,37257,-0.844571163,1464.0237,-2.031418906,438,-2.081802595,9.71E-06,-1.831957267
OG0000401,CIPK3/CIPK8/CIPK26/SOS2/CIPK9/CIPK23,0.582620187,-1.172467744,50597.7,0.488176892,2172.9463,-1.124512359,727,-0.969851877,1.01E-05,-0.011858418
OG0000403,GATL6/GATL4/GATL10/GATL7/GATL5/GATL3/LGT9/LGT8,0.606628236,-1.58192873,37227.9,-0.983568924,1717.9761,-1.897674591,490,-2.061018134,9.87E-06,-1.558490858
OG0000404,RL4/MEE3/RL3/RL1/RL5/RL6,0.773225108,-2.206410583,11221.66667,-2.209048379,507.6599,-2.28904631,157,-2.301757354,8.27E-06,-2.443240321
OG0000406,AT5G49750/AT5G49760/AT5G49770/AT5G49780/AT1G79620,NA,NA,57566.56667,1.15596544,1315.039,-1.506360053,443,-1.407949427,9.83E-06,-1.061523173
OG0000410,AT2G02061/AT4G15970/AT4G19970/AT4G19975/AT5G44820/AT1G14590,0.519938057,-0.690250688,37813.13333,0.378909629,1276.0255,-0.883434688,442,-0.800643284,1.00E-05,0.176040648
OG0000412,ATC/TSF/TFL1/BFT/FT,0.656757182,-1.463321898,16621.66667,-1.346724748,371.1576,-2.172209247,122,-2.098002772,8.04E-06,-2.138101687
OG0000413,CKX2/CKX1/CKX4/CKX3/CKX6/CKX5,0.826595448,-2.459490097,30309.16667,-0.612768969,477.2493,-2.371629287,170,-2.202125036,8.73E-06,-2.117626692
